Ref_Date,GEO,WHEAT,Vector,Coordinate,Value
2008/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,19.000
2008/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,22.000
2008/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2008/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2008/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,18.000
2009/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,17.000
2009/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,17.000
2009/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,19.000
2009/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,18.000
2009/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,19.000
2009/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2009/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,18.000
2009/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,22.000
2009/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2009/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,25.000
2009/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2009/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2010/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2010/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2010/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,22.000
2010/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2010/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,14.000
2010/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2010/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,25.000
2010/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2010/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2010/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2010/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2010/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2011/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,21.000
2011/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2011/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2011/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2011/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2011/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2011/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,20.000
2011/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2011/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2011/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,30.000
2011/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2011/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2012/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2012/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2012/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2012/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,25.000
2012/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2012/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2012/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,31.000
2012/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,32.000
2012/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,30.000
2012/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,35.000
2012/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,36.000
2012/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,28.000
2013/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2013/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2013/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2013/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2013/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2013/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2013/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,25.000
2013/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2013/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,28.000
2013/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,31.000
2013/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2013/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2014/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,27.000
2014/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2014/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2014/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,22.000
2014/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2014/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2014/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,28.000
2014/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2014/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2014/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2014/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2014/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2015/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,24.000
2015/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2015/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2015/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2015/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,23.000
2015/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,25.000
2015/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,26.000
2015/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2015/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,30.000
2015/10,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,35.000
2015/11,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,34.000
2015/12,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,31.000
2016/01,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2016/02,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,30.000
2016/03,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,30.000
2016/04,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,29.000
2016/05,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,28.000
2016/06,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,33.000
2016/07,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,33.000
2016/08,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,33.000
2016/09,Canada,"Flour of number 1 spring wheat and semolina produced (x 1,000)",v41294760,1.8,34.000
1995/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,86.000
1995/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,71.000
1995/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,74.000
1995/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,77.000
1995/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,68.000
1996/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,64.000
1996/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,73.000
1996/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,63.000
1996/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,66.000
1996/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,80.000
1996/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,73.000
1996/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,74.000
1996/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,93.000
1996/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,80.000
1996/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,97.000
1996/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,85.000
1996/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,70.000
1997/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,70.000
1997/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,80.000
1997/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,75.000
1997/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,83.000
1997/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,83.000
1997/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,82.000
1997/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,93.000
1997/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
1997/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,91.000
1997/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,92.000
1997/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,91.000
1997/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,88.000
1998/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,84.000
1998/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,86.000
1998/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,87.000
1998/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,92.000
1998/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
1998/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
1998/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
1998/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
1998/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
1998/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
1998/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
1998/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
1999/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
1999/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
1999/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
1999/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,102.000
1999/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,114.000
1999/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
1999/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
1999/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,117.000
1999/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
1999/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
1999/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,117.000
1999/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2000/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,96.000
2000/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,103.000
2000/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,104.000
2000/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2000/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
2000/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2000/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2000/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,125.000
2000/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
2000/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,118.000
2000/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,124.000
2000/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2001/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,105.000
2001/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,114.000
2001/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2001/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2001/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,121.000
2001/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,119.000
2001/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2001/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,122.000
2001/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2001/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,116.000
2001/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,124.000
2001/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2002/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2002/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2002/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2002/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
2002/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,118.000
2002/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2002/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2002/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,129.000
2002/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,121.000
2002/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,125.000
2002/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,130.000
2002/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,114.000
2003/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2003/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2003/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2003/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2003/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,118.000
2003/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2003/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2003/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,124.000
2003/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,120.000
2003/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,125.000
2003/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,120.000
2003/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2004/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2004/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2004/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2004/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2004/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,115.000
2004/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,103.000
2004/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,134.000
2004/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,121.000
2004/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,127.000
2004/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,119.000
2004/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,119.000
2004/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2005/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2005/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,103.000
2005/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2005/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2005/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,120.000
2005/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,123.000
2005/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,116.000
2005/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2005/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2005/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2005/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2005/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,96.000
2006/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2006/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,85.000
2006/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,102.000
2006/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,93.000
2006/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2006/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2006/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,103.000
2006/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,116.000
2006/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2006/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,118.000
2006/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,116.000
2006/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2007/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2007/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
2007/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2007/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,97.000
2007/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2007/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2007/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,96.000
2007/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,101.000
2007/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,95.000
2007/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2007/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,105.000
2007/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,91.000
2008/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,93.000
2008/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,87.000
2008/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,86.000
2008/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,94.000
2008/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,91.000
2008/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,94.000
2008/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2008/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2008/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,96.000
2008/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
2008/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2008/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
2009/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,97.000
2009/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,88.000
2009/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
2009/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2009/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,98.000
2009/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2009/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,113.000
2009/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
2009/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2009/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2009/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2009/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2010/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
2010/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,90.000
2010/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,105.000
2010/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,101.000
2010/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,103.000
2010/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2010/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2010/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,112.000
2010/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,105.000
2010/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,107.000
2010/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,109.000
2010/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,104.000
2011/01,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,99.000
2011/02,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,93.000
2011/03,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2011/04,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,100.000
2011/05,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
2011/06,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,108.000
2011/07,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,110.000
2011/08,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,111.000
2011/09,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,106.000
2011/10,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,101.000
2011/11,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,105.000
2011/12,Canada,"Flour of number 2 spring wheat produced (x 1,000)",v41294761,1.9,95.000
