Ref_Date,GEO,ESTIMATE,WEIGHTS,ADJUSTMENT,Vector,Coordinate,Value
2009/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.1
2009/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.4
2009/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.4
2009/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.2
2010/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.3
2010/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.0
2010/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.7
2010/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.8
2010/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.5
2010/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.3
2010/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.1
2010/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.2
2010/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,99.0
2010/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.1
2010/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.4
2010/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.8
2011/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.0
2011/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.7
2011/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.6
2011/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.7
2011/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2011/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,100.9
2011/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.4
2011/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.6
2011/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.0
2011/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.0
2011/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.3
2011/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.8
2012/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2012/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.2
2012/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2012/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.0
2012/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2012/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.2
2012/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.3
2012/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.2
2012/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.5
2012/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.0
2012/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.3
2012/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.2
2013/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.2
2013/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.5
2013/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.7
2013/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.0
2013/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.8
2013/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.0
2013/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.2
2013/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.4
2013/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.5
2013/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.4
2013/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2013/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.7
2014/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.8
2014/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.3
2014/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.0
2014/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.5
2014/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.3
2014/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.7
2014/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.4
2014/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.5
2014/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.6
2014/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.6
2014/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.1
2014/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.5
2015/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,101.7
2015/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,102.1
2015/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.0
2015/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.2
2015/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.8
2015/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.3
2015/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.5
2015/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.5
2015/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.8
2015/10,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.2
2015/11,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.3
2015/12,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.4
2016/01,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.3
2016/02,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.6
2016/03,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,103.9
2016/04,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.7
2016/05,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.9
2016/06,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,105.1
2016/07,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.7
2016/08,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.8
2016/09,Canada,Price index,Paasche current weighted,Seasonally adjusted,v62697925,1.2.3.2,104.7
2004/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,25119.0
2004/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,24298.7
2004/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,28231.3
2004/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,29744.5
2004/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31339.1
2004/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31678.9
2004/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32055.7
2004/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30788.1
2004/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30477.5
2004/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30614.9
2004/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30034.4
2004/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35336.5
2005/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,25510.0
2005/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,24962.0
2005/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,29419.3
2005/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31215.5
2005/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32620.0
2005/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33677.0
2005/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33412.8
2005/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32516.6
2005/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31036.5
2005/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30737.8
2005/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31320.9
2005/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37228.5
2006/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,26290.6
2006/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,25653.2
2006/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31110.9
2006/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32205.6
2006/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34980.3
2006/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35356.9
2006/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34327.8
2006/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34996.7
2006/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33548.9
2006/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32431.3
2006/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33072.1
2006/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39069.7
2007/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,28186.3
2007/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,26699.9
2007/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32550.3
2007/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33260.3
2007/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37808.0
2007/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37253.4
2007/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35487.1
2007/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37195.9
2007/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34145.3
2007/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34436.4
2007/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35232.8
2007/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40341.0
2008/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30525.2
2008/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,29446.0
2008/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32890.8
2008/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36059.5
2008/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39295.7
2008/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37078.2
2008/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37810.5
2008/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37212.3
2008/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35545.3
2008/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36167.5
2008/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34375.9
2008/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39059.2
2009/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,29712.7
2009/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,27064.0
2009/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31765.8
2009/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34451.8
2009/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37442.8
2009/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36852.3
2009/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37398.2
2009/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36285.8
2009/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35965.6
2009/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36457.8
2009/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34189.9
2009/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41445.1
2010/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30555.4
2010/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,28524.6
2010/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34866.5
2010/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36245.1
2010/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38192.9
2010/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39151.1
2010/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39248.4
2010/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37838.9
2010/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37373.7
2010/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37021.1
2010/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37315.6
2010/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43653.1
2011/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30879.1
2011/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,29415.9
2011/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35284.5
2011/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37125.3
2011/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38858.5
2011/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40340.8
2011/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39224.3
2011/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39060.4
2011/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38157.1
2011/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37354.0
2011/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38434.5
2011/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,45392.8
2012/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31735.3
2012/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31176.9
2012/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36813.6
2012/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36398.5
2012/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41265.7
2012/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41009.6
2012/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39474.1
2012/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40516.4
2012/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38175.4
2012/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38312.6
2012/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39392.9
2012/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43669.0
2013/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,33016.4
2013/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,30372.2
2013/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36215.6
2013/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,38350.9
2013/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43258.5
2013/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40939.1
2013/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41298.0
2013/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42199.8
2013/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39234.5
2013/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40544.0
2013/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41264.0
2013/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44880.6
2014/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34123.9
2014/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,31650.0
2014/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,36915.4
2014/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40133.6
2014/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44360.6
2014/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42221.8
2014/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43556.2
2014/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42890.1
2014/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,41743.3
2014/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42213.7
2014/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42086.9
2014/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,47139.8
2015/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34495.3
2015/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,32407.6
2015/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,37990.8
2015/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,40655.6
2015/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44333.3
2015/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43276.4
2015/07,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,43996.2
2015/08,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42949.0
2015/09,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42635.3
2015/10,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42708.0
2015/11,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42360.8
2015/12,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,47461.2
2016/01,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,35159.2
2016/02,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,34418.4
2016/03,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,39573.8
2016/04,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,42438.2
2016/05,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44511.8
2016/06,Canada,2007 constant prices,Laspeyres fixed weighted,"Unadjusted (x 1,000,000)",v62697926,1.3.2.1,44488.3
