Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1966,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,113.57
1967,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,126.98
1968,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,183.54
1969,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,187.45
1970,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,173.44
1971,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,141.91
1972,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,159.00
1973,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,249.20
1974,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,278.45
1975,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,222.36
1976,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,311.67
1977,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,253.12
1978,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,381.91
1979,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,373.96
1980,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,361.78
1981,Ontario,Average price per ton,Pears,Dollars,Fresh,v380659,1.3.2.4.1,424.66
1940,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,34.71
1941,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,44.67
1942,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,43.73
1943,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,68.81
1944,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,64.30
1945,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,69.44
1946,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,60.88
1947,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,65.10
1948,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,63.48
1949,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,71.94
1950,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,80.17
1951,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,79.17
1952,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,67.53
1953,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,68.97
1954,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,68.28
1955,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,66.03
1956,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,72.65
1957,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,72.28
1958,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,70.64
1959,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,72.22
1960,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,77.41
1961,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,81.66
1962,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,74.43
1963,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,82.55
1964,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,85.11
1965,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,97.22
1966,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,93.87
1967,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,106.39
1968,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,107.88
1969,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,107.43
1970,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,108.30
1971,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,108.44
1972,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,127.67
1973,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,117.82
1974,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,168.36
1975,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,170.14
1976,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,169.17
1977,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,180.75
1978,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,214.28
1979,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,236.96
1980,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,254.11
1981,Ontario,Average price per ton,Pears,Dollars,Processed,v380667,1.3.2.4.2,275.84
1940,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,53.95
1941,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,66.57
1942,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,79.66
1943,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,120.57
1944,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,114.39
1945,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,120.00
1946,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,97.37
1947,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,76.20
1948,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,123.09
1949,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,46.34
1950,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,61.20
1951,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,37.99
1952,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,61.82
1953,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,70.86
1954,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,95.88
1955,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,57.64
1956,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,86.05
1957,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,76.43
1958,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,74.95
1959,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,66.30
1960,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,78.63
1961,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,79.06
1962,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,97.08
1963,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,74.54
1964,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,67.20
1965,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,106.87
1966,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,126.60
1967,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,170.49
1968,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,175.76
1969,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,200.18
1970,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,178.89
1971,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,169.80
1972,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,221.92
1973,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,328.57
1974,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,332.53
1975,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,275.73
1976,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,366.45
1977,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,328.88
1978,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,577.99
1979,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,477.10
1980,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,528.54
1981,Ontario,Average price per ton,Plums and prunes,Dollars,Fresh,v380675,1.3.3.4.1,521.68
1940,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,33.22
1941,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,43.12
1942,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,44.32
1943,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,102.58
1944,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,90.57
1945,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,80.00
1946,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,69.33
1947,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,58.32
1948,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,60.32
1949,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,59.09
1950,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,50.49
1951,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,50.30
1952,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,54.81
1953,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,54.29
1954,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,57.63
1955,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,55.16
1956,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,63.68
1957,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,60.90
1958,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,60.88
1959,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,66.48
1960,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,74.05
1961,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,76.00
1962,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,78.10
1963,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,76.33
1964,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,88.60
1965,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,91.18
1966,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,105.89
1967,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,130.01
1968,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,134.23
1969,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,141.11
1970,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,143.20
1971,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,154.79
1972,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,151.42
1973,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,157.97
1974,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,200.69
1975,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,200.41
1976,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,128.71
1977,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,196.30
1978,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,259.54
1979,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,266.16
1980,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,278.69
1981,Ontario,Average price per ton,Plums and prunes,Dollars,Processed,v380683,1.3.3.4.2,293.48
1940,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,47.05
1941,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,59.09
1942,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,62.54
1943,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,80.99
1944,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,83.15
1945,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,86.30
1946,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,96.56
1947,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,98.75
1948,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,105.40
1949,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,79.46
1950,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,63.55
1951,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,54.67
1952,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,70.05
1953,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,91.41
1954,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,92.83
1955,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,68.01
1956,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,77.16
1957,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,61.01
1958,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,98.54
1959,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,103.05
1960,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,64.93
1961,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,95.78
1962,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,87.25
1963,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,113.81
1964,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,88.30
1965,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,63.66
1966,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,79.31
1967,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,77.35
1968,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,119.09
1969,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,198.32
1970,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,142.94
1971,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,173.88
1972,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,202.06
1973,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,247.09
1974,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,213.22
1975,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,220.92
1976,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,316.59
1977,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,272.84
1978,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,258.65
1979,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,381.41
1980,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,578.05
1981,Ontario,Average price per ton,Grapes,Dollars,Fresh,v380627,1.3.4.4.1,412.33
1940,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,35.79
1941,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,50.01
1942,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,41.93
1943,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,50.29
1944,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,71.25
1945,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,65.35
1946,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,92.36
1947,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,95.32
1948,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,78.09
1949,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,75.03
1950,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,64.58
1951,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,73.42
1952,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,68.62
1953,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,78.93
1954,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,83.11
1955,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,81.80
1956,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,84.76
1957,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,87.42
1958,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,86.08
1959,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,91.60
1960,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,96.18
1961,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,100.48
1962,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,104.45
1963,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,104.10
1964,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,105.28
1965,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,109.93
1966,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,110.91
1967,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,118.58
1968,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,124.68
1969,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,134.32
1970,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,151.61
1971,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,157.24
1972,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,167.13
1973,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,185.08
1974,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,226.40
1975,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,234.02
1976,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,202.94
1977,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,213.99
1978,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,244.68
1979,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,262.16
1980,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,293.61
1981,Ontario,Average price per ton,Grapes,Dollars,Processed,v380635,1.3.4.4.2,327.16
1958,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,327.00
1959,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,291.00
1960,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,328.00
1961,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,308.00
1962,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,366.00
1963,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,236.00
1964,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,435.00
1965,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,0.00
1966,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,226.00
1967,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,336.00
1968,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,284.00
1969,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,0.00
1970,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,349.00
1971,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,427.00
1972,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,374.00
1973,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,476.00
1974,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,498.00
1975,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,582.00
1976,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,570.00
1977,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,540.00
1978,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,536.00
1979,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,365.00
1980,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,454.00
1981,British Columbia,Total production,Peaches,Bushels,"Fresh (x 1,000)",v380638,2.1.1.1.1,436.00
1958,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,128.00
1959,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,211.00
1960,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,261.00
1961,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,223.00
1962,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,257.00
1963,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,196.00
1964,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,282.00
1965,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,0.00
1966,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,135.00
1967,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,106.00
1968,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,74.00
1969,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,0.00
1970,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,53.00
1971,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,64.00
1972,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,56.00
1973,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,70.00
1974,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,72.00
1975,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,64.00
1976,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,51.00
1977,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,60.00
1978,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,65.00
1979,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,23.00
1980,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,57.00
1981,British Columbia,Total production,Peaches,Bushels,"Processed (x 1,000)",v380646,2.1.1.1.2,61.00
1958,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,8172.00
1959,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,7253.00
1960,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,8196.00
1961,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,7695.00
1962,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,9165.00
1963,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,5895.00
1964,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,10874.00
1965,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,0.00
1966,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,5647.00
1967,British Columbia,Total production,Peaches,Tons,Fresh,v380640,2.1.1.2.1,8402.00
