Ref_Date,GEO,PRODUCTION,FRUIT,UOFM,PROCESS,Vector,Coordinate,Value
1931,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1932,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1933,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1934,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1935,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1936,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1937,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1938,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1939,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1940,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1941,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1942,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1943,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1944,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1945,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1946,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1947,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1948,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1949,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.15
1950,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.12
1951,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.10
1952,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.15
1953,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.15
1954,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.15
1955,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.10
1956,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.20
1957,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.20
1958,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.14
1959,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.17
1960,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.11
1961,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.12
1962,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.12
1963,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.12
1964,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.12
1965,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1966,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1967,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1968,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1969,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1970,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1971,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1972,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1973,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1974,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1975,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1976,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1977,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1978,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1979,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1980,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1981,New Brunswick,Average price per pound,Cranberries,Dollars,Fresh and processed,v74639,6.3.2.3.1,0.00
1926,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2404.00
1927,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1592.00
1928,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1380.00
1929,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1604.00
1930,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1656.00
1931,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2124.00
1932,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2276.00
1933,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1788.00
1934,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2332.00
1935,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2186.00
1936,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1248.00
1937,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1540.00
1938,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2328.00
1939,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2060.00
1940,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2384.00
1941,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2014.00
1942,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1948.00
1943,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1312.00
1944,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1660.00
1945,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1448.00
1946,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1636.00
1947,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1412.00
1948,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,2260.00
1949,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,876.00
1950,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1196.00
1951,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,884.00
1952,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1240.00
1953,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1688.00
1954,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1056.00
1955,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1236.00
1956,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,280.00
1957,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1060.00
1958,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,893.00
1959,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1217.00
1960,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1095.00
1961,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1203.00
1962,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1022.00
1963,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1461.00
1964,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1078.00
1965,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,991.00
1966,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1340.00
1967,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1609.00
1968,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1600.00
1969,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1216.00
1970,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,1259.00
1971,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,855.00
1972,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,680.00
1973,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,403.00
1974,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,347.00
1975,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,348.00
1976,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,210.00
1977,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,39.00
1978,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,140.00
1979,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,48.00
1980,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,60.00
1981,British Columbia,"Total, production",Loganberries,Pounds,"Fresh and processed (x 1,000)",v74413,7.1.1.1.1,32.00
1926,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1202.00
1927,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,796.00
1928,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,690.00
1929,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,802.00
1930,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,828.00
1931,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1062.00
1932,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1138.00
1933,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,894.00
1934,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1166.00
1935,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1093.00
1936,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,624.00
1937,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,770.00
1938,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1164.00
1939,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1030.00
1940,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1192.00
1941,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1007.00
1942,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,974.00
1943,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,656.00
1944,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,830.00
1945,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,724.00
1946,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,818.00
1947,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,706.00
1948,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,1130.00
1949,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,438.00
1950,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,598.00
1951,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,442.00
1952,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,620.00
1953,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,844.00
1954,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,528.00
1955,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,618.00
1956,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,140.00
1957,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,530.00
1958,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,447.00
1959,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,608.00
1960,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,548.00
1961,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,602.00
1962,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,511.00
1963,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,730.00
1964,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,539.00
1965,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,496.00
1966,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,670.00
1967,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,804.00
1968,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,800.00
1969,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,608.00
1970,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,630.00
1971,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,428.00
1972,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,340.00
1973,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,202.00
1974,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,174.00
1975,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,174.00
1976,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,105.00
1977,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,20.00
1978,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,70.00
1979,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,24.00
1980,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,30.00
1981,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,16.00
1982,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,24.00
1983,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,23.00
1984,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,33.00
1985,British Columbia,"Total, production",Loganberries,Tons,Fresh and processed,v74414,7.1.1.2.1,33.00
1926,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1927,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1928,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1929,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1930,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1931,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1932,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1933,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1934,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1935,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1936,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1937,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1938,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1939,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1940,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1941,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1942,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1943,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1944,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1945,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1946,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1947,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1948,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1949,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1950,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1951,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1952,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,39.00
1953,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,0.00
1954,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,24.00
1955,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,46.00
1956,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,19.00
1957,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,37.00
1958,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,82.00
1959,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,115.00
1960,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,202.00
1961,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,404.00
1962,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,190.00
1963,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,801.00
1964,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,925.00
1965,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,1550.00
1966,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,1797.00
1967,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,2437.00
1968,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,3070.00
1969,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,2726.00
1970,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,5782.00
1971,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,10365.00
1972,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,7656.00
1973,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,11505.00
1974,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,9184.00
1975,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,12225.00
1976,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,13900.00
1977,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,14700.00
1978,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,15160.00
1979,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,15875.00
1980,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,12385.00
1981,British Columbia,"Total, production",Cranberries,Pounds,"Fresh and processed (x 1,000)",v74625,7.1.2.1.1,16948.00
1958,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,3.00
1959,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,1.00
1960,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1961,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1962,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1963,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1964,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1965,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1966,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1967,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1968,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1969,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1970,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1971,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,165.00
1972,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,215.00
1973,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1974,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1975,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1976,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1977,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1978,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1979,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
1980,British Columbia,"Total, production",Cranberries,Pounds,"Fresh (x 1,000)",v380741,7.1.2.1.2,0.00
