Ref_Date,GEO,AG,SEX,CA,STA,Vector,Coordinate,Value
2012,Nunatsiavut,55 years and over,Male,Not specified if gathered wild plants in the last year,Percent,v98408158,3.4.2.22.2,F
2012,Nunatsiavut,55 years and over,Male,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98408159,3.4.2.22.3,F
2012,Nunatsiavut,55 years and over,Male,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98408160,3.4.2.22.4,F
2012,Nunatsiavut,55 years and over,Female,"Total, hunted, fished or trapped in the last year",Number of persons,v98408161,3.4.3.1.1,160.0
2012,Nunatsiavut,55 years and over,Female,"Total, hunted, fished or trapped in the last year",Percent,v98408162,3.4.3.1.2,100.0
2012,Nunatsiavut,55 years and over,Female,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408163,3.4.3.1.3,100.0
2012,Nunatsiavut,55 years and over,Female,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408164,3.4.3.1.4,100.0
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped in the last year",Number of persons,v98408165,3.4.3.2.1,60.0
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped in the last year",Percent,v98408166,3.4.3.2.2,37.5
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408167,3.4.3.2.3,22.7
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408168,3.4.3.2.4,54.1
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98408169,3.4.3.3.1,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once a week during the season",Percent,v98408170,3.4.3.3.2,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98408171,3.4.3.3.3,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98408172,3.4.3.3.4,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98408173,3.4.3.4.1,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98408174,3.4.3.4.2,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98408175,3.4.3.4.3,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98408176,3.4.3.4.4,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98408177,3.4.3.5.1,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98408178,3.4.3.5.2,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98408179,3.4.3.5.3,F
2012,Nunatsiavut,55 years and over,Female,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98408180,3.4.3.5.4,F
2012,Nunatsiavut,55 years and over,Female,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98408181,3.4.3.6.1,F
2012,Nunatsiavut,55 years and over,Female,"Not specified how often hunted, fished or trapped in the last year",Percent,v98408182,3.4.3.6.2,F
2012,Nunatsiavut,55 years and over,Female,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408183,3.4.3.6.3,F
2012,Nunatsiavut,55 years and over,Female,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408184,3.4.3.6.4,F
2012,Nunatsiavut,55 years and over,Female,"Did not hunt, fish or trap in the last year",Number of persons,v98408185,3.4.3.7.1,90.0
2012,Nunatsiavut,55 years and over,Female,"Did not hunt, fish or trap in the last year",Percent,v98408186,3.4.3.7.2,56.3
2012,Nunatsiavut,55 years and over,Female,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98408187,3.4.3.7.3,42.0
2012,Nunatsiavut,55 years and over,Female,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98408188,3.4.3.7.4,74.1
2012,Nunatsiavut,55 years and over,Female,"Interested in hunting, fishing or trapping",Number of persons,v98408189,3.4.3.8.1,F
2012,Nunatsiavut,55 years and over,Female,"Interested in hunting, fishing or trapping",Percent,v98408190,3.4.3.8.2,F
2012,Nunatsiavut,55 years and over,Female,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408191,3.4.3.8.3,F
2012,Nunatsiavut,55 years and over,Female,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408192,3.4.3.8.4,F
2012,Nunatsiavut,55 years and over,Female,"Not interested in hunting, fishing or trapping",Number of persons,v98408193,3.4.3.9.1,F
2012,Nunatsiavut,55 years and over,Female,"Not interested in hunting, fishing or trapping",Percent,v98408194,3.4.3.9.2,F
2012,Nunatsiavut,55 years and over,Female,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408195,3.4.3.9.3,F
2012,Nunatsiavut,55 years and over,Female,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408196,3.4.3.9.4,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98408197,3.4.3.10.1,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if interested in hunting, fishing or trapping",Percent,v98408198,3.4.3.10.2,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408199,3.4.3.10.3,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408200,3.4.3.10.4,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98408201,3.4.3.11.1,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if hunted, fished or trapped in the last year",Percent,v98408202,3.4.3.11.2,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408203,3.4.3.11.3,F
2012,Nunatsiavut,55 years and over,Female,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408204,3.4.3.11.4,F
2012,Nunatsiavut,55 years and over,Female,"Total, gathered wild plants in the last year",Number of persons,v98408205,3.4.3.12.1,160.0
2012,Nunatsiavut,55 years and over,Female,"Total, gathered wild plants in the last year",Percent,v98408206,3.4.3.12.2,100.0
2012,Nunatsiavut,55 years and over,Female,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98408207,3.4.3.12.3,100.0
2012,Nunatsiavut,55 years and over,Female,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98408208,3.4.3.12.4,100.0
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants in the last year,Number of persons,v98408209,3.4.3.13.1,130.0
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants in the last year,Percent,v98408210,3.4.3.13.2,81.3
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98408211,3.4.3.13.3,67.1
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants in the last year,High 95% confidence interval (percent),v98408212,3.4.3.13.4,93.1
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once a week during the season,Number of persons,v98408213,3.4.3.14.1,110.0
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once a week during the season,Percent,v98408214,3.4.3.14.2,68.8
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98408215,3.4.3.14.3,50.5
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98408216,3.4.3.14.4,82.1
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98408217,3.4.3.15.1,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98408218,3.4.3.15.2,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98408219,3.4.3.15.3,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98408220,3.4.3.15.4,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98408221,3.4.3.16.1,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98408222,3.4.3.16.2,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98408223,3.4.3.16.3,F
2012,Nunatsiavut,55 years and over,Female,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98408224,3.4.3.16.4,F
2012,Nunatsiavut,55 years and over,Female,Not specified how often gathered wild plants in the last year,Number of persons,v98408225,3.4.3.17.1,F
2012,Nunatsiavut,55 years and over,Female,Not specified how often gathered wild plants in the last year,Percent,v98408226,3.4.3.17.2,F
2012,Nunatsiavut,55 years and over,Female,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98408227,3.4.3.17.3,F
2012,Nunatsiavut,55 years and over,Female,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98408228,3.4.3.17.4,F
2012,Nunatsiavut,55 years and over,Female,Did not gather wild plants in the last year,Number of persons,v98408229,3.4.3.18.1,F
2012,Nunatsiavut,55 years and over,Female,Did not gather wild plants in the last year,Percent,v98408230,3.4.3.18.2,F
2012,Nunatsiavut,55 years and over,Female,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98408231,3.4.3.18.3,F
2012,Nunatsiavut,55 years and over,Female,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98408232,3.4.3.18.4,F
2012,Nunatsiavut,55 years and over,Female,Interested in gathering wild plants,Number of persons,v98408233,3.4.3.19.1,F
2012,Nunatsiavut,55 years and over,Female,Interested in gathering wild plants,Percent,v98408234,3.4.3.19.2,F
2012,Nunatsiavut,55 years and over,Female,Interested in gathering wild plants,Low 95% confidence interval (percent),v98408235,3.4.3.19.3,F
2012,Nunatsiavut,55 years and over,Female,Interested in gathering wild plants,High 95% confidence interval (percent),v98408236,3.4.3.19.4,F
2012,Nunatsiavut,55 years and over,Female,Not interested in gathering wild plants,Number of persons,v98408237,3.4.3.20.1,F
2012,Nunatsiavut,55 years and over,Female,Not interested in gathering wild plants,Percent,v98408238,3.4.3.20.2,F
2012,Nunatsiavut,55 years and over,Female,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98408239,3.4.3.20.3,F
2012,Nunatsiavut,55 years and over,Female,Not interested in gathering wild plants,High 95% confidence interval (percent),v98408240,3.4.3.20.4,F
2012,Nunatsiavut,55 years and over,Female,Not specified if interested in gathering wild plants,Number of persons,v98408241,3.4.3.21.1,F
2012,Nunatsiavut,55 years and over,Female,Not specified if interested in gathering wild plants,Percent,v98408242,3.4.3.21.2,F
2012,Nunatsiavut,55 years and over,Female,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98408243,3.4.3.21.3,F
2012,Nunatsiavut,55 years and over,Female,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98408244,3.4.3.21.4,F
2012,Nunatsiavut,55 years and over,Female,Not specified if gathered wild plants in the last year,Number of persons,v98408245,3.4.3.22.1,F
2012,Nunatsiavut,55 years and over,Female,Not specified if gathered wild plants in the last year,Percent,v98408246,3.4.3.22.2,F
2012,Nunatsiavut,55 years and over,Female,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98408247,3.4.3.22.3,F
2012,Nunatsiavut,55 years and over,Female,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98408248,3.4.3.22.4,F
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, hunted, fished or trapped in the last year",Number of persons,v98408249,4.1.1.1.1,6990.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, hunted, fished or trapped in the last year",Percent,v98408250,4.1.1.1.2,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408251,4.1.1.1.3,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408252,4.1.1.1.4,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped in the last year",Number of persons,v98408253,4.1.1.2.1,4420.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped in the last year",Percent,v98408254,4.1.1.2.2,63.2
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408255,4.1.1.2.3,60.1
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408256,4.1.1.2.4,66.1
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98408257,4.1.1.3.1,2450.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once a week during the season",Percent,v98408258,4.1.1.3.2,35.1
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98408259,4.1.1.3.3,51.8
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98408260,4.1.1.3.4,59.3
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98408261,4.1.1.4.1,1460.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98408262,4.1.1.4.2,20.9
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98408263,4.1.1.4.3,29.7
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98408264,4.1.1.4.4,36.8
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98408265,4.1.1.5.1,420.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98408266,4.1.1.5.2,6.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98408267,4.1.1.5.3,7.7
2012,Nunavik,"Total, 15 years and over",Both sexes,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98408268,4.1.1.5.4,11.9
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified how often hunted, fished or trapped in the last year",Number of persons,v98408269,4.1.1.6.1,70.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified how often hunted, fished or trapped in the last year",Percent,v98408270,4.1.1.6.2,1.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified how often hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408271,4.1.1.6.3,0.9
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified how often hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408272,4.1.1.6.4,3.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Did not hunt, fish or trap in the last year",Number of persons,v98408273,4.1.1.7.1,1720.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Did not hunt, fish or trap in the last year",Percent,v98408274,4.1.1.7.2,24.6
2012,Nunavik,"Total, 15 years and over",Both sexes,"Did not hunt, fish or trap in the last year",Low 95% confidence interval (percent),v98408275,4.1.1.7.3,22.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Did not hunt, fish or trap in the last year",High 95% confidence interval (percent),v98408276,4.1.1.7.4,27.5
2012,Nunavik,"Total, 15 years and over",Both sexes,"Interested in hunting, fishing or trapping",Number of persons,v98408277,4.1.1.8.1,1000.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Interested in hunting, fishing or trapping",Percent,v98408278,4.1.1.8.2,14.3
2012,Nunavik,"Total, 15 years and over",Both sexes,"Interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408279,4.1.1.8.3,12.3
2012,Nunavik,"Total, 15 years and over",Both sexes,"Interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408280,4.1.1.8.4,16.6
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not interested in hunting, fishing or trapping",Number of persons,v98408281,4.1.1.9.1,680.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not interested in hunting, fishing or trapping",Percent,v98408282,4.1.1.9.2,9.7
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408283,4.1.1.9.3,7.9
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408284,4.1.1.9.4,12.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if interested in hunting, fishing or trapping",Number of persons,v98408285,4.1.1.10.1,F
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if interested in hunting, fishing or trapping",Percent,v98408286,4.1.1.10.2,F
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if interested in hunting, fishing or trapping",Low 95% confidence interval (percent),v98408287,4.1.1.10.3,F
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if interested in hunting, fishing or trapping",High 95% confidence interval (percent),v98408288,4.1.1.10.4,F
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if hunted, fished or trapped in the last year",Number of persons,v98408289,4.1.1.11.1,860.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if hunted, fished or trapped in the last year",Percent,v98408290,4.1.1.11.2,12.3
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408291,4.1.1.11.3,10.5
2012,Nunavik,"Total, 15 years and over",Both sexes,"Not specified if hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408292,4.1.1.11.4,14.3
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, gathered wild plants in the last year",Number of persons,v98408293,4.1.1.12.1,6990.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, gathered wild plants in the last year",Percent,v98408294,4.1.1.12.2,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, gathered wild plants in the last year",Low 95% confidence interval (percent),v98408295,4.1.1.12.3,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,"Total, gathered wild plants in the last year",High 95% confidence interval (percent),v98408296,4.1.1.12.4,100.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants in the last year,Number of persons,v98408297,4.1.1.13.1,3700.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants in the last year,Percent,v98408298,4.1.1.13.2,52.9
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants in the last year,Low 95% confidence interval (percent),v98408299,4.1.1.13.3,49.8
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants in the last year,High 95% confidence interval (percent),v98408300,4.1.1.13.4,55.9
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once a week during the season,Number of persons,v98408301,4.1.1.14.1,2650.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once a week during the season,Percent,v98408302,4.1.1.14.2,37.9
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once a week during the season,Low 95% confidence interval (percent),v98408303,4.1.1.14.3,35.1
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once a week during the season,High 95% confidence interval (percent),v98408304,4.1.1.14.4,40.7
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Number of persons,v98408305,4.1.1.15.1,800.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Percent,v98408306,4.1.1.15.2,11.4
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants less than once a week but at least once a month during the season,Low 95% confidence interval (percent),v98408307,4.1.1.15.3,9.8
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants less than once a week but at least once a month during the season,High 95% confidence interval (percent),v98408308,4.1.1.15.4,13.4
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Number of persons,v98408309,4.1.1.16.1,210.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Percent,v98408310,4.1.1.16.2,3.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,Low 95% confidence interval (percent),v98408311,4.1.1.16.3,2.2
2012,Nunavik,"Total, 15 years and over",Both sexes,Gathered wild plants at least once in the last year but not at all in the last month,High 95% confidence interval (percent),v98408312,4.1.1.16.4,4.2
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified how often gathered wild plants in the last year,Number of persons,v98408313,4.1.1.17.1,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified how often gathered wild plants in the last year,Percent,v98408314,4.1.1.17.2,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified how often gathered wild plants in the last year,Low 95% confidence interval (percent),v98408315,4.1.1.17.3,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified how often gathered wild plants in the last year,High 95% confidence interval (percent),v98408316,4.1.1.17.4,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Did not gather wild plants in the last year,Number of persons,v98408317,4.1.1.18.1,2340.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Did not gather wild plants in the last year,Percent,v98408318,4.1.1.18.2,33.5
2012,Nunavik,"Total, 15 years and over",Both sexes,Did not gather wild plants in the last year,Low 95% confidence interval (percent),v98408319,4.1.1.18.3,30.5
2012,Nunavik,"Total, 15 years and over",Both sexes,Did not gather wild plants in the last year,High 95% confidence interval (percent),v98408320,4.1.1.18.4,36.5
2012,Nunavik,"Total, 15 years and over",Both sexes,Interested in gathering wild plants,Number of persons,v98408321,4.1.1.19.1,500.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Interested in gathering wild plants,Percent,v98408322,4.1.1.19.2,7.2
2012,Nunavik,"Total, 15 years and over",Both sexes,Interested in gathering wild plants,Low 95% confidence interval (percent),v98408323,4.1.1.19.3,5.7
2012,Nunavik,"Total, 15 years and over",Both sexes,Interested in gathering wild plants,High 95% confidence interval (percent),v98408324,4.1.1.19.4,8.9
2012,Nunavik,"Total, 15 years and over",Both sexes,Not interested in gathering wild plants,Number of persons,v98408325,4.1.1.20.1,1790.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Not interested in gathering wild plants,Percent,v98408326,4.1.1.20.2,25.6
2012,Nunavik,"Total, 15 years and over",Both sexes,Not interested in gathering wild plants,Low 95% confidence interval (percent),v98408327,4.1.1.20.3,23.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Not interested in gathering wild plants,High 95% confidence interval (percent),v98408328,4.1.1.20.4,28.4
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if interested in gathering wild plants,Number of persons,v98408329,4.1.1.21.1,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if interested in gathering wild plants,Percent,v98408330,4.1.1.21.2,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if interested in gathering wild plants,Low 95% confidence interval (percent),v98408331,4.1.1.21.3,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if interested in gathering wild plants,High 95% confidence interval (percent),v98408332,4.1.1.21.4,F
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if gathered wild plants in the last year,Number of persons,v98408333,4.1.1.22.1,960.0
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if gathered wild plants in the last year,Percent,v98408334,4.1.1.22.2,13.7
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if gathered wild plants in the last year,Low 95% confidence interval (percent),v98408335,4.1.1.22.3,11.8
2012,Nunavik,"Total, 15 years and over",Both sexes,Not specified if gathered wild plants in the last year,High 95% confidence interval (percent),v98408336,4.1.1.22.4,15.8
2012,Nunavik,"Total, 15 years and over",Male,"Total, hunted, fished or trapped in the last year",Number of persons,v98408337,4.1.2.1.1,3350.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, hunted, fished or trapped in the last year",Percent,v98408338,4.1.2.1.2,100.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408339,4.1.2.1.3,100.0
2012,Nunavik,"Total, 15 years and over",Male,"Total, hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408340,4.1.2.1.4,100.0
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped in the last year",Number of persons,v98408341,4.1.2.2.1,2370.0
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped in the last year",Percent,v98408342,4.1.2.2.2,70.7
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped in the last year",Low 95% confidence interval (percent),v98408343,4.1.2.2.3,66.7
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped in the last year",High 95% confidence interval (percent),v98408344,4.1.2.2.4,74.6
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once a week during the season",Number of persons,v98408345,4.1.2.3.1,1410.0
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once a week during the season",Percent,v98408346,4.1.2.3.2,42.1
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once a week during the season",Low 95% confidence interval (percent),v98408347,4.1.2.3.3,54.4
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once a week during the season",High 95% confidence interval (percent),v98408348,4.1.2.3.4,64.4
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Number of persons,v98408349,4.1.2.4.1,760.0
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Percent,v98408350,4.1.2.4.2,22.7
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",Low 95% confidence interval (percent),v98408351,4.1.2.4.3,27.4
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped less than once a week but at least once a month during the season",High 95% confidence interval (percent),v98408352,4.1.2.4.4,36.9
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Number of persons,v98408353,4.1.2.5.1,170.0
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Percent,v98408354,4.1.2.5.2,5.1
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",Low 95% confidence interval (percent),v98408355,4.1.2.5.3,5.1
2012,Nunavik,"Total, 15 years and over",Male,"Hunted, fished or trapped at least once during the season but not at all in the last month",High 95% confidence interval (percent),v98408356,4.1.2.5.4,10.5
