Ref_Date,GEO,INDUSTRY,ADJUSTMENTS,Vector,Coordinate,Value
2014,Manitoba,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256555,8.2.3,17775.0
2012,Manitoba,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256556,8.2.4,91627.0
2013,Manitoba,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256556,8.2.4,109929.0
2014,Manitoba,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256556,8.2.4,99841.0
2012,Manitoba,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256557,8.2.5,16040.0
2013,Manitoba,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256557,8.2.5,21947.0
2014,Manitoba,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256557,8.2.5,17316.0
2012,Manitoba,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256558,8.2.6,88549.0
2013,Manitoba,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256558,8.2.6,105976.0
2014,Manitoba,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256558,8.2.6,100301.0
2012,Manitoba,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256559,8.2.7,19676.0
2013,Manitoba,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256559,8.2.7,18037.0
2014,Manitoba,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256559,8.2.7,15179.0
2012,Manitoba,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256560,8.2.8,51644.0
2013,Manitoba,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256560,8.2.8,60772.0
2014,Manitoba,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256560,8.2.8,50560.0
2012,Manitoba,Electronic shopping and mail-order houses,Gross margin (percent),v101256561,8.2.9,40.8
2013,Manitoba,Electronic shopping and mail-order houses,Gross margin (percent),v101256561,8.2.9,38.9
2014,Manitoba,Electronic shopping and mail-order houses,Gross margin (percent),v101256561,8.2.9,39.9
2012,Manitoba,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256562,8.2.10,6.2
2013,Manitoba,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256562,8.2.10,3.9
2014,Manitoba,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256562,8.2.10,9.6
2012,Manitoba,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256563,8.3.1,26515.0
2013,Manitoba,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256563,8.3.1,22548.0
2014,Manitoba,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256563,8.3.1,26737.0
2012,Manitoba,Vending machine operators,"Total operating revenue (x 1,000)",v101256564,8.3.2,26213.0
2013,Manitoba,Vending machine operators,"Total operating revenue (x 1,000)",v101256564,8.3.2,27444.0
2014,Manitoba,Vending machine operators,"Total operating revenue (x 1,000)",v101256564,8.3.2,27324.0
2012,Manitoba,Vending machine operators,"Opening inventory (x 1,000)",v101256565,8.3.3,x
2013,Manitoba,Vending machine operators,"Opening inventory (x 1,000)",v101256565,8.3.3,x
2014,Manitoba,Vending machine operators,"Opening inventory (x 1,000)",v101256565,8.3.3,1447.0
2012,Manitoba,Vending machine operators,"Purchases (x 1,000)",v101256566,8.3.4,11723.0
2013,Manitoba,Vending machine operators,"Purchases (x 1,000)",v101256566,8.3.4,12652.0
2014,Manitoba,Vending machine operators,"Purchases (x 1,000)",v101256566,8.3.4,13253.0
2012,Manitoba,Vending machine operators,"Closing inventory (x 1,000)",v101256567,8.3.5,x
2013,Manitoba,Vending machine operators,"Closing inventory (x 1,000)",v101256567,8.3.5,x
2014,Manitoba,Vending machine operators,"Closing inventory (x 1,000)",v101256567,8.3.5,1485.0
2012,Manitoba,Vending machine operators,"Cost of goods sold (x 1,000)",v101256568,8.3.6,12087.0
2013,Manitoba,Vending machine operators,"Cost of goods sold (x 1,000)",v101256568,8.3.6,12926.0
2014,Manitoba,Vending machine operators,"Cost of goods sold (x 1,000)",v101256568,8.3.6,13216.0
2012,Manitoba,Vending machine operators,"Total labour remuneration (x 1,000)",v101256569,8.3.7,5052.0
2013,Manitoba,Vending machine operators,"Total labour remuneration (x 1,000)",v101256569,8.3.7,6642.0
2014,Manitoba,Vending machine operators,"Total labour remuneration (x 1,000)",v101256569,8.3.7,6548.0
2012,Manitoba,Vending machine operators,"Total operating expenses (x 1,000)",v101256570,8.3.8,12462.0
2013,Manitoba,Vending machine operators,"Total operating expenses (x 1,000)",v101256570,8.3.8,14194.0
2014,Manitoba,Vending machine operators,"Total operating expenses (x 1,000)",v101256570,8.3.8,13390.0
2012,Manitoba,Vending machine operators,Gross margin (percent),v101256571,8.3.9,53.9
2013,Manitoba,Vending machine operators,Gross margin (percent),v101256571,8.3.9,52.9
2014,Manitoba,Vending machine operators,Gross margin (percent),v101256571,8.3.9,51.6
2012,Manitoba,Vending machine operators,Operating profit margin (percent),v101256572,8.3.10,6.3
2013,Manitoba,Vending machine operators,Operating profit margin (percent),v101256572,8.3.10,1.2
2014,Manitoba,Vending machine operators,Operating profit margin (percent),v101256572,8.3.10,2.6
2012,Manitoba,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256573,8.4.1,391824.0
2013,Manitoba,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256573,8.4.1,393470.0
2014,Manitoba,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256573,8.4.1,401794.0
2012,Manitoba,Fuel dealers,"Total operating revenue (x 1,000)",v101256574,8.4.2,411776.0
2013,Manitoba,Fuel dealers,"Total operating revenue (x 1,000)",v101256574,8.4.2,394722.0
2014,Manitoba,Fuel dealers,"Total operating revenue (x 1,000)",v101256574,8.4.2,414073.0
2012,Manitoba,Fuel dealers,"Opening inventory (x 1,000)",v101256575,8.4.3,11284.0
2013,Manitoba,Fuel dealers,"Opening inventory (x 1,000)",v101256575,8.4.3,13100.0
2014,Manitoba,Fuel dealers,"Opening inventory (x 1,000)",v101256575,8.4.3,30478.0
2012,Manitoba,Fuel dealers,"Purchases (x 1,000)",v101256576,8.4.4,373036.0
2013,Manitoba,Fuel dealers,"Purchases (x 1,000)",v101256576,8.4.4,326690.0
2014,Manitoba,Fuel dealers,"Purchases (x 1,000)",v101256576,8.4.4,360713.0
2012,Manitoba,Fuel dealers,"Closing inventory (x 1,000)",v101256577,8.4.5,9978.0
2013,Manitoba,Fuel dealers,"Closing inventory (x 1,000)",v101256577,8.4.5,14899.0
2014,Manitoba,Fuel dealers,"Closing inventory (x 1,000)",v101256577,8.4.5,31963.0
2012,Manitoba,Fuel dealers,"Cost of goods sold (x 1,000)",v101256578,8.4.6,374341.0
2013,Manitoba,Fuel dealers,"Cost of goods sold (x 1,000)",v101256578,8.4.6,324892.0
2014,Manitoba,Fuel dealers,"Cost of goods sold (x 1,000)",v101256578,8.4.6,359228.0
2012,Manitoba,Fuel dealers,"Total labour remuneration (x 1,000)",v101256579,8.4.7,16675.0
2013,Manitoba,Fuel dealers,"Total labour remuneration (x 1,000)",v101256579,8.4.7,17231.0
2014,Manitoba,Fuel dealers,"Total labour remuneration (x 1,000)",v101256579,8.4.7,21074.0
2012,Manitoba,Fuel dealers,"Total operating expenses (x 1,000)",v101256580,8.4.8,33412.0
2013,Manitoba,Fuel dealers,"Total operating expenses (x 1,000)",v101256580,8.4.8,50884.0
2014,Manitoba,Fuel dealers,"Total operating expenses (x 1,000)",v101256580,8.4.8,47370.0
2012,Manitoba,Fuel dealers,Gross margin (percent),v101256581,8.4.9,9.1
2013,Manitoba,Fuel dealers,Gross margin (percent),v101256581,8.4.9,17.7
2014,Manitoba,Fuel dealers,Gross margin (percent),v101256581,8.4.9,13.2
2012,Manitoba,Fuel dealers,Operating profit margin (percent),v101256582,8.4.10,1.0
2013,Manitoba,Fuel dealers,Operating profit margin (percent),v101256582,8.4.10,4.8
2014,Manitoba,Fuel dealers,Operating profit margin (percent),v101256582,8.4.10,1.8
2012,Manitoba,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256583,8.5.1,69825.0
2013,Manitoba,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256583,8.5.1,85641.0
2014,Manitoba,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256583,8.5.1,89859.0
2012,Manitoba,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256584,8.5.2,87777.0
2013,Manitoba,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256584,8.5.2,99370.0
2014,Manitoba,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256584,8.5.2,99488.0
2012,Manitoba,Other direct selling establishments,"Opening inventory (x 1,000)",v101256585,8.5.3,x
2013,Manitoba,Other direct selling establishments,"Opening inventory (x 1,000)",v101256585,8.5.3,x
2014,Manitoba,Other direct selling establishments,"Opening inventory (x 1,000)",v101256585,8.5.3,9297.0
2012,Manitoba,Other direct selling establishments,"Purchases (x 1,000)",v101256586,8.5.4,34550.0
2013,Manitoba,Other direct selling establishments,"Purchases (x 1,000)",v101256586,8.5.4,22386.0
2014,Manitoba,Other direct selling establishments,"Purchases (x 1,000)",v101256586,8.5.4,28266.0
2012,Manitoba,Other direct selling establishments,"Closing inventory (x 1,000)",v101256587,8.5.5,x
2013,Manitoba,Other direct selling establishments,"Closing inventory (x 1,000)",v101256587,8.5.5,x
2014,Manitoba,Other direct selling establishments,"Closing inventory (x 1,000)",v101256587,8.5.5,7910.0
2012,Manitoba,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256588,8.5.6,33949.0
2013,Manitoba,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256588,8.5.6,31648.0
2014,Manitoba,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256588,8.5.6,29653.0
2012,Manitoba,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256589,8.5.7,29342.0
2013,Manitoba,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256589,8.5.7,23532.0
2014,Manitoba,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256589,8.5.7,27174.0
2012,Manitoba,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256590,8.5.8,48206.0
2013,Manitoba,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256590,8.5.8,54527.0
2014,Manitoba,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256590,8.5.8,55308.0
2012,Manitoba,Other direct selling establishments,Gross margin (percent),v101256591,8.5.9,61.3
2013,Manitoba,Other direct selling establishments,Gross margin (percent),v101256591,8.5.9,68.2
2014,Manitoba,Other direct selling establishments,Gross margin (percent),v101256591,8.5.9,70.2
2012,Manitoba,Other direct selling establishments,Operating profit margin (percent),v101256592,8.5.10,6.4
2013,Manitoba,Other direct selling establishments,Operating profit margin (percent),v101256592,8.5.10,13.3
2014,Manitoba,Other direct selling establishments,Operating profit margin (percent),v101256592,8.5.10,14.6
2012,Saskatchewan,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256593,9.1.1,883113.0
2013,Saskatchewan,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256593,9.1.1,958401.0
2014,Saskatchewan,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256593,9.1.1,1099482.0
2012,Saskatchewan,Non-store retailers,"Total operating revenue (x 1,000)",v101256594,9.1.2,921767.0
2013,Saskatchewan,Non-store retailers,"Total operating revenue (x 1,000)",v101256594,9.1.2,980639.0
2014,Saskatchewan,Non-store retailers,"Total operating revenue (x 1,000)",v101256594,9.1.2,1128751.0
2012,Saskatchewan,Non-store retailers,"Opening inventory (x 1,000)",v101256595,9.1.3,39700.0
2013,Saskatchewan,Non-store retailers,"Opening inventory (x 1,000)",v101256595,9.1.3,43504.0
2014,Saskatchewan,Non-store retailers,"Opening inventory (x 1,000)",v101256595,9.1.3,85078.0
2012,Saskatchewan,Non-store retailers,"Purchases (x 1,000)",v101256596,9.1.4,781427.0
2013,Saskatchewan,Non-store retailers,"Purchases (x 1,000)",v101256596,9.1.4,812208.0
2014,Saskatchewan,Non-store retailers,"Purchases (x 1,000)",v101256596,9.1.4,948725.0
2012,Saskatchewan,Non-store retailers,"Closing inventory (x 1,000)",v101256597,9.1.5,50767.0
2013,Saskatchewan,Non-store retailers,"Closing inventory (x 1,000)",v101256597,9.1.5,87138.0
2014,Saskatchewan,Non-store retailers,"Closing inventory (x 1,000)",v101256597,9.1.5,98297.0
2012,Saskatchewan,Non-store retailers,"Cost of goods sold (x 1,000)",v101256598,9.1.6,770360.0
2013,Saskatchewan,Non-store retailers,"Cost of goods sold (x 1,000)",v101256598,9.1.6,768573.0
2014,Saskatchewan,Non-store retailers,"Cost of goods sold (x 1,000)",v101256598,9.1.6,935506.0
2012,Saskatchewan,Non-store retailers,"Total labour remuneration (x 1,000)",v101256599,9.1.7,58625.0
2013,Saskatchewan,Non-store retailers,"Total labour remuneration (x 1,000)",v101256599,9.1.7,60096.0
2014,Saskatchewan,Non-store retailers,"Total labour remuneration (x 1,000)",v101256599,9.1.7,59658.0
2012,Saskatchewan,Non-store retailers,"Total operating expenses (x 1,000)",v101256600,9.1.8,129631.0
2013,Saskatchewan,Non-store retailers,"Total operating expenses (x 1,000)",v101256600,9.1.8,132975.0
2014,Saskatchewan,Non-store retailers,"Total operating expenses (x 1,000)",v101256600,9.1.8,151710.0
2012,Saskatchewan,Non-store retailers,Gross margin (percent),v101256601,9.1.9,16.4
2013,Saskatchewan,Non-store retailers,Gross margin (percent),v101256601,9.1.9,21.6
2014,Saskatchewan,Non-store retailers,Gross margin (percent),v101256601,9.1.9,17.1
2012,Saskatchewan,Non-store retailers,Operating profit margin (percent),v101256602,9.1.10,2.4
2013,Saskatchewan,Non-store retailers,Operating profit margin (percent),v101256602,9.1.10,8.1
2014,Saskatchewan,Non-store retailers,Operating profit margin (percent),v101256602,9.1.10,3.7
2012,Saskatchewan,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256603,9.2.1,8271.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256603,9.2.1,12776.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Sales of goods for resale (x 1,000)",v101256603,9.2.1,18268.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256604,9.2.2,11215.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256604,9.2.2,13092.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Total operating revenue (x 1,000)",v101256604,9.2.2,18391.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256605,9.2.3,4297.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256605,9.2.3,4037.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Opening inventory (x 1,000)",v101256605,9.2.3,5895.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256606,9.2.4,4201.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256606,9.2.4,7251.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Purchases (x 1,000)",v101256606,9.2.4,10742.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256607,9.2.5,3543.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256607,9.2.5,5044.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Closing inventory (x 1,000)",v101256607,9.2.5,6108.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256608,9.2.6,4956.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256608,9.2.6,6244.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Cost of goods sold (x 1,000)",v101256608,9.2.6,10528.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256609,9.2.7,2114.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256609,9.2.7,2563.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Total labour remuneration (x 1,000)",v101256609,9.2.7,2672.0
2012,Saskatchewan,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256610,9.2.8,4466.0
2013,Saskatchewan,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256610,9.2.8,5801.0
2014,Saskatchewan,Electronic shopping and mail-order houses,"Total operating expenses (x 1,000)",v101256610,9.2.8,6910.0
2012,Saskatchewan,Electronic shopping and mail-order houses,Gross margin (percent),v101256611,9.2.9,55.8
2013,Saskatchewan,Electronic shopping and mail-order houses,Gross margin (percent),v101256611,9.2.9,52.3
2014,Saskatchewan,Electronic shopping and mail-order houses,Gross margin (percent),v101256611,9.2.9,42.8
2012,Saskatchewan,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256612,9.2.10,16.0
2013,Saskatchewan,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256612,9.2.10,8.0
2014,Saskatchewan,Electronic shopping and mail-order houses,Operating profit margin (percent),v101256612,9.2.10,5.2
2012,Saskatchewan,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256613,9.3.1,18113.0
2013,Saskatchewan,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256613,9.3.1,26855.0
2014,Saskatchewan,Vending machine operators,"Sales of goods for resale (x 1,000)",v101256613,9.3.1,27100.0
2012,Saskatchewan,Vending machine operators,"Total operating revenue (x 1,000)",v101256614,9.3.2,30494.0
2013,Saskatchewan,Vending machine operators,"Total operating revenue (x 1,000)",v101256614,9.3.2,27991.0
2014,Saskatchewan,Vending machine operators,"Total operating revenue (x 1,000)",v101256614,9.3.2,28103.0
2012,Saskatchewan,Vending machine operators,"Opening inventory (x 1,000)",v101256615,9.3.3,1481.0
2013,Saskatchewan,Vending machine operators,"Opening inventory (x 1,000)",v101256615,9.3.3,1593.0
2014,Saskatchewan,Vending machine operators,"Opening inventory (x 1,000)",v101256615,9.3.3,1554.0
2012,Saskatchewan,Vending machine operators,"Purchases (x 1,000)",v101256616,9.3.4,12145.0
2013,Saskatchewan,Vending machine operators,"Purchases (x 1,000)",v101256616,9.3.4,13902.0
2014,Saskatchewan,Vending machine operators,"Purchases (x 1,000)",v101256616,9.3.4,13809.0
2012,Saskatchewan,Vending machine operators,"Closing inventory (x 1,000)",v101256617,9.3.5,1223.0
2013,Saskatchewan,Vending machine operators,"Closing inventory (x 1,000)",v101256617,9.3.5,1531.0
2014,Saskatchewan,Vending machine operators,"Closing inventory (x 1,000)",v101256617,9.3.5,1601.0
2012,Saskatchewan,Vending machine operators,"Cost of goods sold (x 1,000)",v101256618,9.3.6,12403.0
2013,Saskatchewan,Vending machine operators,"Cost of goods sold (x 1,000)",v101256618,9.3.6,13964.0
2014,Saskatchewan,Vending machine operators,"Cost of goods sold (x 1,000)",v101256618,9.3.6,13762.0
2012,Saskatchewan,Vending machine operators,"Total labour remuneration (x 1,000)",v101256619,9.3.7,5987.0
2013,Saskatchewan,Vending machine operators,"Total labour remuneration (x 1,000)",v101256619,9.3.7,4703.0
2014,Saskatchewan,Vending machine operators,"Total labour remuneration (x 1,000)",v101256619,9.3.7,5025.0
2012,Saskatchewan,Vending machine operators,"Total operating expenses (x 1,000)",v101256620,9.3.8,14384.0
2013,Saskatchewan,Vending machine operators,"Total operating expenses (x 1,000)",v101256620,9.3.8,11503.0
2014,Saskatchewan,Vending machine operators,"Total operating expenses (x 1,000)",v101256620,9.3.8,11896.0
2012,Saskatchewan,Vending machine operators,Gross margin (percent),v101256621,9.3.9,59.3
2013,Saskatchewan,Vending machine operators,Gross margin (percent),v101256621,9.3.9,50.1
2014,Saskatchewan,Vending machine operators,Gross margin (percent),v101256621,9.3.9,51.0
2012,Saskatchewan,Vending machine operators,Operating profit margin (percent),v101256622,9.3.10,12.2
2013,Saskatchewan,Vending machine operators,Operating profit margin (percent),v101256622,9.3.10,9.0
2014,Saskatchewan,Vending machine operators,Operating profit margin (percent),v101256622,9.3.10,8.7
2012,Saskatchewan,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256623,9.4.1,822435.0
2013,Saskatchewan,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256623,9.4.1,863511.0
2014,Saskatchewan,Fuel dealers,"Sales of goods for resale (x 1,000)",v101256623,9.4.1,992990.0
2012,Saskatchewan,Fuel dealers,"Total operating revenue (x 1,000)",v101256624,9.4.2,833495.0
2013,Saskatchewan,Fuel dealers,"Total operating revenue (x 1,000)",v101256624,9.4.2,880799.0
2014,Saskatchewan,Fuel dealers,"Total operating revenue (x 1,000)",v101256624,9.4.2,1017354.0
2012,Saskatchewan,Fuel dealers,"Opening inventory (x 1,000)",v101256625,9.4.3,30714.0
2013,Saskatchewan,Fuel dealers,"Opening inventory (x 1,000)",v101256625,9.4.3,34298.0
2014,Saskatchewan,Fuel dealers,"Opening inventory (x 1,000)",v101256625,9.4.3,72847.0
2012,Saskatchewan,Fuel dealers,"Purchases (x 1,000)",v101256626,9.4.4,742528.0
2013,Saskatchewan,Fuel dealers,"Purchases (x 1,000)",v101256626,9.4.4,771732.0
2014,Saskatchewan,Fuel dealers,"Purchases (x 1,000)",v101256626,9.4.4,900869.0
2012,Saskatchewan,Fuel dealers,"Closing inventory (x 1,000)",v101256627,9.4.5,41871.0
2013,Saskatchewan,Fuel dealers,"Closing inventory (x 1,000)",v101256627,9.4.5,77155.0
2014,Saskatchewan,Fuel dealers,"Closing inventory (x 1,000)",v101256627,9.4.5,84652.0
2012,Saskatchewan,Fuel dealers,"Cost of goods sold (x 1,000)",v101256628,9.4.6,731370.0
2013,Saskatchewan,Fuel dealers,"Cost of goods sold (x 1,000)",v101256628,9.4.6,728876.0
2014,Saskatchewan,Fuel dealers,"Cost of goods sold (x 1,000)",v101256628,9.4.6,889064.0
2012,Saskatchewan,Fuel dealers,"Total labour remuneration (x 1,000)",v101256629,9.4.7,40930.0
2013,Saskatchewan,Fuel dealers,"Total labour remuneration (x 1,000)",v101256629,9.4.7,43474.0
2014,Saskatchewan,Fuel dealers,"Total labour remuneration (x 1,000)",v101256629,9.4.7,37839.0
2012,Saskatchewan,Fuel dealers,"Total operating expenses (x 1,000)",v101256630,9.4.8,90342.0
2013,Saskatchewan,Fuel dealers,"Total operating expenses (x 1,000)",v101256630,9.4.8,87298.0
2014,Saskatchewan,Fuel dealers,"Total operating expenses (x 1,000)",v101256630,9.4.8,100080.0
2012,Saskatchewan,Fuel dealers,Gross margin (percent),v101256631,9.4.9,12.3
2013,Saskatchewan,Fuel dealers,Gross margin (percent),v101256631,9.4.9,17.2
2014,Saskatchewan,Fuel dealers,Gross margin (percent),v101256631,9.4.9,12.6
2012,Saskatchewan,Fuel dealers,Operating profit margin (percent),v101256632,9.4.10,1.4
2013,Saskatchewan,Fuel dealers,Operating profit margin (percent),v101256632,9.4.10,7.3
2014,Saskatchewan,Fuel dealers,Operating profit margin (percent),v101256632,9.4.10,2.8
2012,Saskatchewan,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256633,9.5.1,34293.0
2013,Saskatchewan,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256633,9.5.1,55259.0
2014,Saskatchewan,Other direct selling establishments,"Sales of goods for resale (x 1,000)",v101256633,9.5.1,61123.0
2012,Saskatchewan,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256634,9.5.2,46563.0
2013,Saskatchewan,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256634,9.5.2,58757.0
2014,Saskatchewan,Other direct selling establishments,"Total operating revenue (x 1,000)",v101256634,9.5.2,64904.0
2012,Saskatchewan,Other direct selling establishments,"Opening inventory (x 1,000)",v101256635,9.5.3,3209.0
2013,Saskatchewan,Other direct selling establishments,"Opening inventory (x 1,000)",v101256635,9.5.3,3576.0
2014,Saskatchewan,Other direct selling establishments,"Opening inventory (x 1,000)",v101256635,9.5.3,4782.0
2012,Saskatchewan,Other direct selling establishments,"Purchases (x 1,000)",v101256636,9.5.4,22552.0
2013,Saskatchewan,Other direct selling establishments,"Purchases (x 1,000)",v101256636,9.5.4,19322.0
2014,Saskatchewan,Other direct selling establishments,"Purchases (x 1,000)",v101256636,9.5.4,23306.0
2012,Saskatchewan,Other direct selling establishments,"Closing inventory (x 1,000)",v101256637,9.5.5,4130.0
2013,Saskatchewan,Other direct selling establishments,"Closing inventory (x 1,000)",v101256637,9.5.5,3409.0
2014,Saskatchewan,Other direct selling establishments,"Closing inventory (x 1,000)",v101256637,9.5.5,5935.0
2012,Saskatchewan,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256638,9.5.6,21631.0
2013,Saskatchewan,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256638,9.5.6,19489.0
2014,Saskatchewan,Other direct selling establishments,"Cost of goods sold (x 1,000)",v101256638,9.5.6,22153.0
2012,Saskatchewan,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256639,9.5.7,9594.0
2013,Saskatchewan,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256639,9.5.7,9357.0
2014,Saskatchewan,Other direct selling establishments,"Total labour remuneration (x 1,000)",v101256639,9.5.7,14123.0
2012,Saskatchewan,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256640,9.5.8,20439.0
2013,Saskatchewan,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256640,9.5.8,28373.0
2014,Saskatchewan,Other direct selling establishments,"Total operating expenses (x 1,000)",v101256640,9.5.8,32824.0
2012,Saskatchewan,Other direct selling establishments,Gross margin (percent),v101256641,9.5.9,53.5
2013,Saskatchewan,Other direct selling establishments,Gross margin (percent),v101256641,9.5.9,66.8
2014,Saskatchewan,Other direct selling establishments,Gross margin (percent),v101256641,9.5.9,65.9
2012,Saskatchewan,Other direct selling establishments,Operating profit margin (percent),v101256642,9.5.10,9.7
2013,Saskatchewan,Other direct selling establishments,Operating profit margin (percent),v101256642,9.5.10,18.5
2014,Saskatchewan,Other direct selling establishments,Operating profit margin (percent),v101256642,9.5.10,15.3
2012,Alberta,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256643,10.1.1,1732395.0
2013,Alberta,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256643,10.1.1,2050928.0
2014,Alberta,Non-store retailers,"Sales of goods for resale (x 1,000)",v101256643,10.1.1,2368913.0
2012,Alberta,Non-store retailers,"Total operating revenue (x 1,000)",v101256644,10.1.2,1816084.0
2013,Alberta,Non-store retailers,"Total operating revenue (x 1,000)",v101256644,10.1.2,2111429.0
2014,Alberta,Non-store retailers,"Total operating revenue (x 1,000)",v101256644,10.1.2,2421967.0
2012,Alberta,Non-store retailers,"Opening inventory (x 1,000)",v101256645,10.1.3,54514.0
2013,Alberta,Non-store retailers,"Opening inventory (x 1,000)",v101256645,10.1.3,60535.0
2014,Alberta,Non-store retailers,"Opening inventory (x 1,000)",v101256645,10.1.3,112681.0
2012,Alberta,Non-store retailers,"Purchases (x 1,000)",v101256646,10.1.4,1424353.0
2013,Alberta,Non-store retailers,"Purchases (x 1,000)",v101256646,10.1.4,1504625.0
2014,Alberta,Non-store retailers,"Purchases (x 1,000)",v101256646,10.1.4,1859204.0
2012,Alberta,Non-store retailers,"Closing inventory (x 1,000)",v101256647,10.1.5,62669.0
2013,Alberta,Non-store retailers,"Closing inventory (x 1,000)",v101256647,10.1.5,67162.0
2014,Alberta,Non-store retailers,"Closing inventory (x 1,000)",v101256647,10.1.5,134381.0
