Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1971/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,566.0
1971/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,586.0
1971/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,557.0
1971/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,x
1971/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,810.0
1971/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,942.0
1972/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,964.0
1972/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,874.0
1972/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,782.0
1972/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,724.0
1972/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,708.0
1972/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,704.0
1972/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,618.0
1972/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,528.0
1972/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,327.0
1972/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,245.0
1972/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,588.0
1972/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,658.0
1973/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,677.0
1973/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,631.0
1973/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,544.0
1973/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,432.0
1973/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,345.0
1973/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,364.0
1973/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,331.0
1973/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,126.0
1973/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,99.0
1973/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,104.0
1973/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,613.0
1973/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,906.0
1974/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1215.0
1974/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1460.0
1974/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1109.0
1974/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1012.0
1974/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,826.0
1974/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,824.0
1974/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,650.0
1974/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,459.0
1974/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,377.0
1974/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,374.0
1974/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,543.0
1974/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1891.0
1975/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2013.0
1975/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1993.0
1975/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1844.0
1975/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1703.0
1975/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1398.0
1975/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1087.0
1975/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,843.0
1975/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,639.0
1975/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,536.0
1975/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,274.0
1975/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,963.0
1975/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1654.0
1976/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2075.0
1976/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1843.0
1976/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1833.0
1976/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1766.0
1976/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1651.0
1976/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1571.0
1976/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1242.0
1976/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1089.0
1976/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1053.0
1976/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,867.0
1976/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1396.0
1976/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2306.0
1977/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2530.0
1977/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2351.0
1977/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2188.0
1977/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2057.0
1977/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2004.0
1977/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1754.0
1977/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1507.0
1977/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1198.0
1977/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,835.0
1977/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,797.0
1977/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1329.0
1977/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1902.0
1978/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1808.0
1978/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1906.0
1978/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1583.0
1978/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1359.0
1978/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1097.0
1978/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,702.0
1978/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,462.0
1978/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,239.0
1978/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,99.0
1978/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,107.0
1978/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,497.0
1978/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1121.0
1979/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1560.0
1979/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1506.0
1979/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1329.0
1979/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1205.0
1979/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1075.0
1979/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,859.0
1979/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,612.0
1979/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,512.0
1979/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,287.0
1979/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,447.0
1979/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1551.0
1979/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2642.0
1980/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2693.0
1980/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2513.0
1980/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2413.0
1980/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2158.0
1980/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2041.0
1980/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1718.0
1980/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1339.0
1980/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,817.0
1980/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1009.0
1980/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,914.0
1980/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1417.0
1980/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2324.0
1981/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2221.0
1981/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2159.0
1981/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2250.0
1981/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1974.0
1981/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2061.0
1981/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1585.0
1981/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1522.0
1981/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1427.0
1981/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1321.0
1981/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1266.0
1981/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1600.0
1981/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1854.0
1982/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1692.0
1982/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1616.0
1982/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1421.0
1982/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1419.0
1982/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1115.0
1982/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1108.0
1982/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1206.0
1982/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,907.0
1982/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,669.0
1982/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,520.0
1982/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1624.0
1982/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2375.0
1983/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2174.0
1983/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2116.0
1983/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1705.0
1983/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1914.0
1983/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1715.0
1983/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1551.0
1983/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1183.0
1983/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1223.0
1983/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1025.0
1983/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,945.0
1983/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1611.0
1983/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2074.0
1984/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2167.0
1984/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1945.0
1984/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1759.0
1984/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1589.0
1984/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1422.0
1984/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1836.0
1984/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1348.0
1984/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1176.0
1984/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,885.0
1984/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,825.0
1984/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1221.0
1984/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1499.0
1985/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1938.0
1985/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1562.0
1985/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1570.0
1985/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1389.0
1985/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1200.0
1985/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1057.0
1985/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1015.0
1985/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,599.0
1985/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,538.0
1985/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,406.0
1985/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,763.0
1985/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,2088.0
1986/01,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,3278.0
1986/02,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,4313.0
1986/03,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,4130.0
1986/04,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,3888.0
1986/05,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,3870.0
1986/06,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1243.0
1986/07,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1074.0
1986/08,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,825.0
1986/09,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,339.0
1986/10,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,573.0
1986/11,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1615.0
1986/12,Canada,Carrots,Frozen vegetables intended for re-manufacture held in storages and factories,v722408,1.8.1,1608.0
1970/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,762.0
1970/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,713.0
1970/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,594.0
1970/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,650.0
1970/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,440.0
1970/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,407.0
1970/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,423.0
1970/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,363.0
1970/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,560.0
1970/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,826.0
1970/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,806.0
1970/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,2820.0
1971/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,731.0
1971/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,631.0
1971/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,601.0
1971/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,432.0
1971/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,350.0
1971/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,310.0
1971/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,191.0
1971/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,139.0
1971/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,348.0
1971/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,964.0
1971/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1168.0
1971/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,726.0
1972/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,669.0
1972/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,611.0
1972/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,497.0
1972/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,873.0
1972/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,373.0
1972/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,297.0
1972/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,200.0
1972/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,175.0
1972/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,71.0
1972/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,857.0
1972/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1052.0
1972/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,952.0
1973/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,786.0
1973/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,582.0
1973/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,364.0
1973/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,278.0
1973/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,236.0
1973/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,161.0
1973/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,102.0
1973/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,71.0
1973/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,190.0
1973/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1098.0
1973/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1181.0
1973/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1057.0
1974/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,988.0
1974/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,724.0
1974/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,749.0
1974/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,401.0
1974/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,315.0
1974/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,172.0
1974/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,137.0
1974/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,113.0
1974/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,171.0
1974/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,761.0
1974/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1642.0
1974/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1450.0
1975/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,1265.0
1975/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,981.0
1975/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,791.0
1975/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,605.0
1975/05,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,244.0
1975/06,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,142.0
1975/07,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,90.0
1975/08,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,44.0
1975/09,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,174.0
1975/10,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,772.0
1975/11,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,942.0
1975/12,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,796.0
1976/01,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,668.0
1976/02,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,588.0
1976/03,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,477.0
1976/04,Canada,Corn,Frozen vegetables intended for re-manufacture held in storages and factories,v722409,1.9.1,410.0
