Ref_Date,GEO,HARVEST,TYPOFCRP,Vector,Coordinate,Value
2016,Manitoba,Yield (kilograms per hectare),Flaxseed,v98437819,5.5.5,1600.0
2015,Manitoba,Yield (kilograms per hectare),Mixed grains,v98437820,5.5.7,..
2016,Manitoba,Yield (kilograms per hectare),Mixed grains,v98437820,5.5.7,..
2015,Manitoba,Yield (kilograms per hectare),Oats,v98437821,5.5.9,3400.0
2016,Manitoba,Yield (kilograms per hectare),Oats,v98437821,5.5.9,3400.0
2015,Manitoba,Yield (kilograms per hectare),"Peas, dry",v98437822,5.5.10,2500.0
2016,Manitoba,Yield (kilograms per hectare),"Peas, dry",v98437822,5.5.10,2800.0
2015,Manitoba,Yield (kilograms per hectare),"Rye, Fall",v98437823,5.5.11,2900.0
2016,Manitoba,Yield (kilograms per hectare),"Rye, Fall",v98437823,5.5.11,3500.0
2015,Manitoba,Yield (kilograms per hectare),Soybeans,v98437824,5.5.12,2500.0
2016,Manitoba,Yield (kilograms per hectare),Soybeans,v98437824,5.5.12,2700.0
2015,Manitoba,Yield (kilograms per hectare),"Wheat, spring",v98437825,5.5.14,3500.0
2016,Manitoba,Yield (kilograms per hectare),"Wheat, spring",v98437825,5.5.14,3500.0
2015,Manitoba,Yield (kilograms per hectare),"Wheat, winter",v98437826,5.5.15,4500.0
2016,Manitoba,Yield (kilograms per hectare),"Wheat, winter",v98437826,5.5.15,4500.0
2015,Manitoba,"Production (bushels x 1,000)",Barley,v98437827,5.6.1,26280.0
2016,Manitoba,"Production (bushels x 1,000)",Barley,v98437827,5.6.1,22836.0
2015,Manitoba,"Production (bushels x 1,000)",Canola,v98437828,5.6.3,123322.0
2016,Manitoba,"Production (bushels x 1,000)",Canola,v98437828,5.6.3,127795.0
2015,Manitoba,"Production (bushels x 1,000)",Corn for grain,v98437829,5.6.4,29694.0
2016,Manitoba,"Production (bushels x 1,000)",Corn for grain,v98437829,5.6.4,39296.0
2015,Manitoba,"Production (bushels x 1,000)",Flaxseed,v98437830,5.6.5,2844.0
2016,Manitoba,"Production (bushels x 1,000)",Flaxseed,v98437830,5.6.5,2133.0
2015,Manitoba,"Production (bushels x 1,000)",Mixed grains,v98437831,5.6.7,..
2016,Manitoba,"Production (bushels x 1,000)",Mixed grains,v98437831,5.6.7,..
2015,Manitoba,"Production (bushels x 1,000)",Oats,v98437832,5.6.9,35400.0
2016,Manitoba,"Production (bushels x 1,000)",Oats,v98437832,5.6.9,32544.0
2015,Manitoba,"Production (bushels x 1,000)","Peas, dry",v98437833,5.6.10,2533.0
2016,Manitoba,"Production (bushels x 1,000)","Peas, dry",v98437833,5.6.10,6576.0
2015,Manitoba,"Production (bushels x 1,000)","Rye, Fall",v98437834,5.6.11,2964.0
2016,Manitoba,"Production (bushels x 1,000)","Rye, Fall",v98437834,5.6.11,4977.0
2015,Manitoba,"Production (bushels x 1,000)",Soybeans,v98437835,5.6.12,52164.0
2016,Manitoba,"Production (bushels x 1,000)",Soybeans,v98437835,5.6.12,63719.0
2015,Manitoba,"Production (bushels x 1,000)","Wheat, spring",v98437836,5.6.14,149292.0
2016,Manitoba,"Production (bushels x 1,000)","Wheat, spring",v98437836,5.6.14,145133.0
2015,Manitoba,"Production (bushels x 1,000)","Wheat, winter",v98437837,5.6.15,14630.0
2016,Manitoba,"Production (bushels x 1,000)","Wheat, winter",v98437837,5.6.15,11458.0
2015,Manitoba,"Production (pounds x 1,000)",Canary seed,v98437838,5.7.2,..
2016,Manitoba,"Production (pounds x 1,000)",Canary seed,v98437838,5.7.2,..
2015,Manitoba,Production (metric tonnes),Barley,v98437839,5.8.1,572200.0
2016,Manitoba,Production (metric tonnes),Barley,v98437839,5.8.1,497200.0
2015,Manitoba,Production (metric tonnes),Canary seed,v98437840,5.8.2,..
2016,Manitoba,Production (metric tonnes),Canary seed,v98437840,5.8.2,..
2015,Manitoba,Production (metric tonnes),Canola,v98437841,5.8.3,2796900.0
2016,Manitoba,Production (metric tonnes),Canola,v98437841,5.8.3,2898300.0
2015,Manitoba,Production (metric tonnes),Corn for grain,v98437842,5.8.4,754300.0
2016,Manitoba,Production (metric tonnes),Corn for grain,v98437842,5.8.4,998200.0
2015,Manitoba,Production (metric tonnes),Flaxseed,v98437843,5.8.5,72200.0
2016,Manitoba,Production (metric tonnes),Flaxseed,v98437843,5.8.5,54200.0
2015,Manitoba,Production (metric tonnes),Mixed grains,v98437844,5.8.7,..
2016,Manitoba,Production (metric tonnes),Mixed grains,v98437844,5.8.7,..
2015,Manitoba,Production (metric tonnes),Oats,v98437845,5.8.9,545900.0
2016,Manitoba,Production (metric tonnes),Oats,v98437845,5.8.9,501900.0
2015,Manitoba,Production (metric tonnes),"Peas, dry",v98437846,5.8.10,68900.0
2016,Manitoba,Production (metric tonnes),"Peas, dry",v98437846,5.8.10,179000.0
2015,Manitoba,Production (metric tonnes),"Rye, Fall",v98437847,5.8.11,75300.0
2016,Manitoba,Production (metric tonnes),"Rye, Fall",v98437847,5.8.11,126400.0
2015,Manitoba,Production (metric tonnes),Soybeans,v98437848,5.8.12,1419700.0
2016,Manitoba,Production (metric tonnes),Soybeans,v98437848,5.8.12,1734100.0
2015,Manitoba,Production (metric tonnes),"Wheat, spring",v98437849,5.8.14,4063100.0
2016,Manitoba,Production (metric tonnes),"Wheat, spring",v98437849,5.8.14,3949900.0
2015,Manitoba,Production (metric tonnes),"Wheat, winter",v98437850,5.8.15,398200.0
2016,Manitoba,Production (metric tonnes),"Wheat, winter",v98437850,5.8.15,311800.0
2015,Saskatchewan,Harvested area (acres),Barley,v98437851,6.1.1,2222000.0
2016,Saskatchewan,Harvested area (acres),Barley,v98437851,6.1.1,2310000.0
2015,Saskatchewan,Harvested area (acres),Canary seed,v98437852,6.1.2,315000.0
2016,Saskatchewan,Harvested area (acres),Canary seed,v98437852,6.1.2,250000.0
2015,Saskatchewan,Harvested area (acres),Canola,v98437853,6.1.3,11100000.0
2016,Saskatchewan,Harvested area (acres),Canola,v98437853,6.1.3,10765000.0
2015,Saskatchewan,Harvested area (acres),Flaxseed,v98437854,6.1.5,1360000.0
2016,Saskatchewan,Harvested area (acres),Flaxseed,v98437854,6.1.5,765000.0
2015,Saskatchewan,Harvested area (acres),Lentils,v98437855,6.1.6,3745000.0
2016,Saskatchewan,Harvested area (acres),Lentils,v98437855,6.1.6,4815000.0
2015,Saskatchewan,Harvested area (acres),Mixed grains,v98437856,6.1.7,..
2016,Saskatchewan,Harvested area (acres),Mixed grains,v98437856,6.1.7,..
2015,Saskatchewan,Harvested area (acres),Mustard seed,v98437857,6.1.8,240000.0
2016,Saskatchewan,Harvested area (acres),Mustard seed,v98437857,6.1.8,380000.0
2015,Saskatchewan,Harvested area (acres),Oats,v98437858,6.1.9,1430000.0
2016,Saskatchewan,Harvested area (acres),Oats,v98437858,6.1.9,1165000.0
2015,Saskatchewan,Harvested area (acres),"Peas, dry",v98437859,6.1.10,2115000.0
2016,Saskatchewan,Harvested area (acres),"Peas, dry",v98437859,6.1.10,2150000.0
2015,Saskatchewan,Harvested area (acres),"Rye, Fall",v98437860,6.1.11,80000.0
2016,Saskatchewan,Harvested area (acres),"Rye, Fall",v98437860,6.1.11,120000.0
2015,Saskatchewan,Harvested area (acres),"Wheat, durum",v98437861,6.1.13,4945000.0
2016,Saskatchewan,Harvested area (acres),"Wheat, durum",v98437861,6.1.13,4910000.0
2015,Saskatchewan,Harvested area (acres),"Wheat, spring",v98437862,6.1.14,7710000.0
2016,Saskatchewan,Harvested area (acres),"Wheat, spring",v98437862,6.1.14,6780000.0
2015,Saskatchewan,Harvested area (acres),"Wheat, winter",v98437863,6.1.15,240000.0
2016,Saskatchewan,Harvested area (acres),"Wheat, winter",v98437863,6.1.15,240000.0
2015,Saskatchewan,Harvested area (hectares),Barley,v98437864,6.2.1,898400.0
2016,Saskatchewan,Harvested area (hectares),Barley,v98437864,6.2.1,934800.0
2015,Saskatchewan,Harvested area (hectares),Canary seed,v98437865,6.2.2,127500.0
2016,Saskatchewan,Harvested area (hectares),Canary seed,v98437865,6.2.2,101200.0
2015,Saskatchewan,Harvested area (hectares),Canola,v98437866,6.2.3,4492000.0
2016,Saskatchewan,Harvested area (hectares),Canola,v98437866,6.2.3,4356400.0
2015,Saskatchewan,Harvested area (hectares),Flaxseed,v98437867,6.2.5,550400.0
2016,Saskatchewan,Harvested area (hectares),Flaxseed,v98437867,6.2.5,309600.0
2015,Saskatchewan,Harvested area (hectares),Lentils,v98437868,6.2.6,1515500.0
2016,Saskatchewan,Harvested area (hectares),Lentils,v98437868,6.2.6,1948600.0
2015,Saskatchewan,Harvested area (hectares),Mixed grains,v98437869,6.2.7,..
2016,Saskatchewan,Harvested area (hectares),Mixed grains,v98437869,6.2.7,..
2015,Saskatchewan,Harvested area (hectares),Mustard seed,v98437870,6.2.8,97100.0
2016,Saskatchewan,Harvested area (hectares),Mustard seed,v98437870,6.2.8,153800.0
2015,Saskatchewan,Harvested area (hectares),Oats,v98437871,6.2.9,578700.0
2016,Saskatchewan,Harvested area (hectares),Oats,v98437871,6.2.9,471500.0
2015,Saskatchewan,Harvested area (hectares),"Peas, dry",v98437872,6.2.10,855900.0
2016,Saskatchewan,Harvested area (hectares),"Peas, dry",v98437872,6.2.10,870100.0
2015,Saskatchewan,Harvested area (hectares),"Rye, Fall",v98437873,6.2.11,32400.0
2016,Saskatchewan,Harvested area (hectares),"Rye, Fall",v98437873,6.2.11,48600.0
2015,Saskatchewan,Harvested area (hectares),"Wheat, durum",v98437874,6.2.13,2001200.0
2016,Saskatchewan,Harvested area (hectares),"Wheat, durum",v98437874,6.2.13,1987000.0
2015,Saskatchewan,Harvested area (hectares),"Wheat, spring",v98437875,6.2.14,3120100.0
2016,Saskatchewan,Harvested area (hectares),"Wheat, spring",v98437875,6.2.14,2743800.0
2015,Saskatchewan,Harvested area (hectares),"Wheat, winter",v98437876,6.2.15,97100.0
2016,Saskatchewan,Harvested area (hectares),"Wheat, winter",v98437876,6.2.15,97100.0
2015,Saskatchewan,Yield (bushels per acre),Barley,v98437877,6.3.1,53.1
2016,Saskatchewan,Yield (bushels per acre),Barley,v98437877,6.3.1,63.4
2015,Saskatchewan,Yield (bushels per acre),Canola,v98437878,6.3.3,29.9
2016,Saskatchewan,Yield (bushels per acre),Canola,v98437878,6.3.3,38.4
2015,Saskatchewan,Yield (bushels per acre),Flaxseed,v98437879,6.3.5,19.6
2016,Saskatchewan,Yield (bushels per acre),Flaxseed,v98437879,6.3.5,24.5
2015,Saskatchewan,Yield (bushels per acre),Mixed grains,v98437880,6.3.7,..
2016,Saskatchewan,Yield (bushels per acre),Mixed grains,v98437880,6.3.7,..
2015,Saskatchewan,Yield (bushels per acre),Oats,v98437881,6.3.9,81.7
2016,Saskatchewan,Yield (bushels per acre),Oats,v98437881,6.3.9,85.1
2015,Saskatchewan,Yield (bushels per acre),"Peas, dry",v98437882,6.3.10,26.7
2016,Saskatchewan,Yield (bushels per acre),"Peas, dry",v98437882,6.3.10,36.6
2015,Saskatchewan,Yield (bushels per acre),"Rye, Fall",v98437883,6.3.11,31.5
2016,Saskatchewan,Yield (bushels per acre),"Rye, Fall",v98437883,6.3.11,42.2
2015,Saskatchewan,Yield (bushels per acre),"Wheat, durum",v98437884,6.3.13,30.0
2016,Saskatchewan,Yield (bushels per acre),"Wheat, durum",v98437884,6.3.13,44.1
2015,Saskatchewan,Yield (bushels per acre),"Wheat, spring",v98437885,6.3.14,34.9
2016,Saskatchewan,Yield (bushels per acre),"Wheat, spring",v98437885,6.3.14,43.3
2015,Saskatchewan,Yield (bushels per acre),"Wheat, winter",v98437886,6.3.15,45.3
2016,Saskatchewan,Yield (bushels per acre),"Wheat, winter",v98437886,6.3.15,52.3
2015,Saskatchewan,Yield (pounds per acre),Canary seed,v98437887,6.4.2,865.0
2016,Saskatchewan,Yield (pounds per acre),Canary seed,v98437887,6.4.2,1143.0
2015,Saskatchewan,Yield (pounds per acre),Lentils,v98437888,6.4.6,1151.0
2016,Saskatchewan,Yield (pounds per acre),Lentils,v98437888,6.4.6,1296.0
2015,Saskatchewan,Yield (pounds per acre),Mustard seed,v98437889,6.4.8,711.0
2016,Saskatchewan,Yield (pounds per acre),Mustard seed,v98437889,6.4.8,965.0
2015,Saskatchewan,Yield (kilograms per hectare),Barley,v98437890,6.5.1,2900.0
2016,Saskatchewan,Yield (kilograms per hectare),Barley,v98437890,6.5.1,3400.0
2015,Saskatchewan,Yield (kilograms per hectare),Canary seed,v98437891,6.5.2,1000.0
2016,Saskatchewan,Yield (kilograms per hectare),Canary seed,v98437891,6.5.2,1300.0
2015,Saskatchewan,Yield (kilograms per hectare),Canola,v98437892,6.5.3,1700.0
2016,Saskatchewan,Yield (kilograms per hectare),Canola,v98437892,6.5.3,2200.0
2015,Saskatchewan,Yield (kilograms per hectare),Flaxseed,v98437893,6.5.5,1200.0
2016,Saskatchewan,Yield (kilograms per hectare),Flaxseed,v98437893,6.5.5,1500.0
2015,Saskatchewan,Yield (kilograms per hectare),Lentils,v98437894,6.5.6,1300.0
2016,Saskatchewan,Yield (kilograms per hectare),Lentils,v98437894,6.5.6,1500.0
2015,Saskatchewan,Yield (kilograms per hectare),Mixed grains,v98437895,6.5.7,..
2016,Saskatchewan,Yield (kilograms per hectare),Mixed grains,v98437895,6.5.7,..
2015,Saskatchewan,Yield (kilograms per hectare),Mustard seed,v98437896,6.5.8,800.0
2016,Saskatchewan,Yield (kilograms per hectare),Mustard seed,v98437896,6.5.8,1100.0
2015,Saskatchewan,Yield (kilograms per hectare),Oats,v98437897,6.5.9,3100.0
2016,Saskatchewan,Yield (kilograms per hectare),Oats,v98437897,6.5.9,3200.0
2015,Saskatchewan,Yield (kilograms per hectare),"Peas, dry",v98437898,6.5.10,1800.0
2016,Saskatchewan,Yield (kilograms per hectare),"Peas, dry",v98437898,6.5.10,2500.0
2015,Saskatchewan,Yield (kilograms per hectare),"Rye, Fall",v98437899,6.5.11,2000.0
2016,Saskatchewan,Yield (kilograms per hectare),"Rye, Fall",v98437899,6.5.11,2600.0
2015,Saskatchewan,Yield (kilograms per hectare),"Wheat, durum",v98437900,6.5.13,2000.0
2016,Saskatchewan,Yield (kilograms per hectare),"Wheat, durum",v98437900,6.5.13,3000.0
2015,Saskatchewan,Yield (kilograms per hectare),"Wheat, spring",v98437901,6.5.14,2300.0
2016,Saskatchewan,Yield (kilograms per hectare),"Wheat, spring",v98437901,6.5.14,2900.0
2015,Saskatchewan,Yield (kilograms per hectare),"Wheat, winter",v98437902,6.5.15,3000.0
2016,Saskatchewan,Yield (kilograms per hectare),"Wheat, winter",v98437902,6.5.15,3500.0
2015,Saskatchewan,"Production (bushels x 1,000)",Barley,v98437903,6.6.1,117882.0
2016,Saskatchewan,"Production (bushels x 1,000)",Barley,v98437903,6.6.1,146454.0
2015,Saskatchewan,"Production (bushels x 1,000)",Canola,v98437904,6.6.3,331890.0
2016,Saskatchewan,"Production (bushels x 1,000)",Canola,v98437904,6.6.3,413376.0
2015,Saskatchewan,"Production (bushels x 1,000)",Flaxseed,v98437905,6.6.5,26656.0
2016,Saskatchewan,"Production (bushels x 1,000)",Flaxseed,v98437905,6.6.5,18743.0
2015,Saskatchewan,"Production (bushels x 1,000)",Mixed grains,v98437906,6.6.7,..
2016,Saskatchewan,"Production (bushels x 1,000)",Mixed grains,v98437906,6.6.7,..
2015,Saskatchewan,"Production (bushels x 1,000)",Oats,v98437907,6.6.9,116831.0
2016,Saskatchewan,"Production (bushels x 1,000)",Oats,v98437907,6.6.9,99142.0
2015,Saskatchewan,"Production (bushels x 1,000)","Peas, dry",v98437908,6.6.10,56471.0
2016,Saskatchewan,"Production (bushels x 1,000)","Peas, dry",v98437908,6.6.10,78690.0
2015,Saskatchewan,"Production (bushels x 1,000)","Rye, Fall",v98437909,6.6.11,2520.0
2016,Saskatchewan,"Production (bushels x 1,000)","Rye, Fall",v98437909,6.6.11,5064.0
2015,Saskatchewan,"Production (bushels x 1,000)","Wheat, durum",v98437910,6.6.13,148350.0
2016,Saskatchewan,"Production (bushels x 1,000)","Wheat, durum",v98437910,6.6.13,216531.0
2015,Saskatchewan,"Production (bushels x 1,000)","Wheat, spring",v98437911,6.6.14,269079.0
2016,Saskatchewan,"Production (bushels x 1,000)","Wheat, spring",v98437911,6.6.14,293574.0
2015,Saskatchewan,"Production (bushels x 1,000)","Wheat, winter",v98437912,6.6.15,10872.0
2016,Saskatchewan,"Production (bushels x 1,000)","Wheat, winter",v98437912,6.6.15,12552.0
2015,Saskatchewan,"Production (pounds x 1,000)",Canary seed,v98437913,6.7.2,272410.0
2016,Saskatchewan,"Production (pounds x 1,000)",Canary seed,v98437913,6.7.2,285780.0
2015,Saskatchewan,"Production (pounds x 1,000)",Lentils,v98437914,6.7.6,4311240.0
2016,Saskatchewan,"Production (pounds x 1,000)",Lentils,v98437914,6.7.6,6240240.0
2015,Saskatchewan,"Production (pounds x 1,000)",Mustard seed,v98437915,6.7.8,170690.0
2016,Saskatchewan,"Production (pounds x 1,000)",Mustard seed,v98437915,6.7.8,366700.0
2015,Saskatchewan,Production (metric tonnes),Barley,v98437916,6.8.1,2566600.0
2016,Saskatchewan,Production (metric tonnes),Barley,v98437916,6.8.1,3188700.0
2015,Saskatchewan,Production (metric tonnes),Canary seed,v98437917,6.8.2,123600.0
2016,Saskatchewan,Production (metric tonnes),Canary seed,v98437917,6.8.2,129600.0
2015,Saskatchewan,Production (metric tonnes),Canola,v98437918,6.8.3,7527100.0
2016,Saskatchewan,Production (metric tonnes),Canola,v98437918,6.8.3,9375200.0
2015,Saskatchewan,Production (metric tonnes),Flaxseed,v98437919,6.8.5,677100.0
2016,Saskatchewan,Production (metric tonnes),Flaxseed,v98437919,6.8.5,476100.0
2015,Saskatchewan,Production (metric tonnes),Lentils,v98437920,6.8.6,1955500.0
2016,Saskatchewan,Production (metric tonnes),Lentils,v98437920,6.8.6,2830500.0
2015,Saskatchewan,Production (metric tonnes),Mixed grains,v98437921,6.8.7,..
2016,Saskatchewan,Production (metric tonnes),Mixed grains,v98437921,6.8.7,..
2015,Saskatchewan,Production (metric tonnes),Mustard seed,v98437922,6.8.8,77400.0
2016,Saskatchewan,Production (metric tonnes),Mustard seed,v98437922,6.8.8,166300.0
2015,Saskatchewan,Production (metric tonnes),Oats,v98437923,6.8.9,1801800.0
2016,Saskatchewan,Production (metric tonnes),Oats,v98437923,6.8.9,1529000.0
2015,Saskatchewan,Production (metric tonnes),"Peas, dry",v98437924,6.8.10,1536900.0
2016,Saskatchewan,Production (metric tonnes),"Peas, dry",v98437924,6.8.10,2141600.0
2015,Saskatchewan,Production (metric tonnes),"Rye, Fall",v98437925,6.8.11,64000.0
2016,Saskatchewan,Production (metric tonnes),"Rye, Fall",v98437925,6.8.11,128600.0
2015,Saskatchewan,Production (metric tonnes),"Wheat, durum",v98437926,6.8.13,4037400.0
2016,Saskatchewan,Production (metric tonnes),"Wheat, durum",v98437926,6.8.13,5893000.0
2015,Saskatchewan,Production (metric tonnes),"Wheat, spring",v98437927,6.8.14,7323100.0
2016,Saskatchewan,Production (metric tonnes),"Wheat, spring",v98437927,6.8.14,7989800.0
2015,Saskatchewan,Production (metric tonnes),"Wheat, winter",v98437928,6.8.15,295900.0
2016,Saskatchewan,Production (metric tonnes),"Wheat, winter",v98437928,6.8.15,341600.0
2015,Alberta,Harvested area (acres),Barley,v98437929,7.1.1,2870000.0
2016,Alberta,Harvested area (acres),Barley,v98437929,7.1.1,2800000.0
2015,Alberta,Harvested area (acres),Canary seed,v98437930,7.1.2,..
2016,Alberta,Harvested area (acres),Canary seed,v98437930,7.1.2,..
2015,Alberta,Harvested area (acres),Canola,v98437931,7.1.3,6180000.0
2016,Alberta,Harvested area (acres),Canola,v98437931,7.1.3,5770000.0
2015,Alberta,Harvested area (acres),Corn for grain,v98437932,7.1.4,..
2016,Alberta,Harvested area (acres),Corn for grain,v98437932,7.1.4,..
2015,Alberta,Harvested area (acres),Flaxseed,v98437933,7.1.5,115000.0
2016,Alberta,Harvested area (acres),Flaxseed,v98437933,7.1.5,60000.0
2015,Alberta,Harvested area (acres),Lentils,v98437934,7.1.6,..
2016,Alberta,Harvested area (acres),Lentils,v98437934,7.1.6,..
2015,Alberta,Harvested area (acres),Mixed grains,v98437935,7.1.7,..
2016,Alberta,Harvested area (acres),Mixed grains,v98437935,7.1.7,..
2015,Alberta,Harvested area (acres),Mustard seed,v98437936,7.1.8,..
2016,Alberta,Harvested area (acres),Mustard seed,v98437936,7.1.8,..
2015,Alberta,Harvested area (acres),Oats,v98437937,7.1.9,340000.0
2016,Alberta,Harvested area (acres),Oats,v98437937,7.1.9,440000.0
2015,Alberta,Harvested area (acres),"Peas, dry",v98437938,7.1.10,1420000.0
2016,Alberta,Harvested area (acres),"Peas, dry",v98437938,7.1.10,1835000.0
2015,Alberta,Harvested area (acres),"Rye, Fall",v98437939,7.1.11,30000.0
2016,Alberta,Harvested area (acres),"Rye, Fall",v98437939,7.1.11,45000.0
2015,Alberta,Harvested area (acres),"Wheat, durum",v98437940,7.1.13,805000.0
2016,Alberta,Harvested area (acres),"Wheat, durum",v98437940,7.1.13,1095000.0
2015,Alberta,Harvested area (acres),"Wheat, spring",v98437941,7.1.14,5640000.0
2016,Alberta,Harvested area (acres),"Wheat, spring",v98437941,7.1.14,5305000.0
2015,Alberta,Harvested area (acres),"Wheat, winter",v98437942,7.1.15,150000.0
2016,Alberta,Harvested area (acres),"Wheat, winter",v98437942,7.1.15,180000.0
2015,Alberta,Harvested area (hectares),Barley,v98437943,7.2.1,1161400.0
2016,Alberta,Harvested area (hectares),Barley,v98437943,7.2.1,1133100.0
2015,Alberta,Harvested area (hectares),Canary seed,v98437944,7.2.2,..
2016,Alberta,Harvested area (hectares),Canary seed,v98437944,7.2.2,..
2015,Alberta,Harvested area (hectares),Canola,v98437945,7.2.3,2501000.0
2016,Alberta,Harvested area (hectares),Canola,v98437945,7.2.3,2335000.0
2015,Alberta,Harvested area (hectares),Corn for grain,v98437946,7.2.4,..
2016,Alberta,Harvested area (hectares),Corn for grain,v98437946,7.2.4,..
2015,Alberta,Harvested area (hectares),Flaxseed,v98437947,7.2.5,46500.0
2016,Alberta,Harvested area (hectares),Flaxseed,v98437947,7.2.5,24300.0
2015,Alberta,Harvested area (hectares),Lentils,v98437948,7.2.6,..
2016,Alberta,Harvested area (hectares),Lentils,v98437948,7.2.6,..
2015,Alberta,Harvested area (hectares),Mixed grains,v98437949,7.2.7,..
2016,Alberta,Harvested area (hectares),Mixed grains,v98437949,7.2.7,..
2015,Alberta,Harvested area (hectares),Mustard seed,v98437950,7.2.8,..
2016,Alberta,Harvested area (hectares),Mustard seed,v98437950,7.2.8,..
2015,Alberta,Harvested area (hectares),Oats,v98437951,7.2.9,137600.0
2016,Alberta,Harvested area (hectares),Oats,v98437951,7.2.9,178100.0
2015,Alberta,Harvested area (hectares),"Peas, dry",v98437952,7.2.10,574700.0
2016,Alberta,Harvested area (hectares),"Peas, dry",v98437952,7.2.10,742600.0
2015,Alberta,Harvested area (hectares),"Rye, Fall",v98437953,7.2.11,12100.0
2016,Alberta,Harvested area (hectares),"Rye, Fall",v98437953,7.2.11,18200.0
2015,Alberta,Harvested area (hectares),"Wheat, durum",v98437954,7.2.13,325800.0
2016,Alberta,Harvested area (hectares),"Wheat, durum",v98437954,7.2.13,443100.0
2015,Alberta,Harvested area (hectares),"Wheat, spring",v98437955,7.2.14,2282400.0
2016,Alberta,Harvested area (hectares),"Wheat, spring",v98437955,7.2.14,2146900.0
2015,Alberta,Harvested area (hectares),"Wheat, winter",v98437956,7.2.15,60700.0
2016,Alberta,Harvested area (hectares),"Wheat, winter",v98437956,7.2.15,72800.0
2015,Alberta,Yield (bushels per acre),Barley,v98437957,7.3.1,59.4
2016,Alberta,Yield (bushels per acre),Barley,v98437957,7.3.1,72.7
2015,Alberta,Yield (bushels per acre),Canola,v98437958,7.3.3,33.8
2016,Alberta,Yield (bushels per acre),Canola,v98437958,7.3.3,45.7
2015,Alberta,Yield (bushels per acre),Corn for grain,v98437959,7.3.4,..
2016,Alberta,Yield (bushels per acre),Corn for grain,v98437959,7.3.4,..
2015,Alberta,Yield (bushels per acre),Flaxseed,v98437960,7.3.5,28.0
2016,Alberta,Yield (bushels per acre),Flaxseed,v98437960,7.3.5,30.3
2015,Alberta,Yield (bushels per acre),Mixed grains,v98437961,7.3.7,..
2016,Alberta,Yield (bushels per acre),Mixed grains,v98437961,7.3.7,..
2015,Alberta,Yield (bushels per acre),Oats,v98437962,7.3.9,65.5
2016,Alberta,Yield (bushels per acre),Oats,v98437962,7.3.9,86.0
2015,Alberta,Yield (bushels per acre),"Peas, dry",v98437963,7.3.10,32.2
2016,Alberta,Yield (bushels per acre),"Peas, dry",v98437963,7.3.10,45.8
2015,Alberta,Yield (bushels per acre),"Rye, Fall",v98437964,7.3.11,37.1
2016,Alberta,Yield (bushels per acre),"Rye, Fall",v98437964,7.3.11,49.5
2015,Alberta,Yield (bushels per acre),"Wheat, durum",v98437965,7.3.13,36.2
2016,Alberta,Yield (bushels per acre),"Wheat, durum",v98437965,7.3.13,47.6
2015,Alberta,Yield (bushels per acre),"Wheat, spring",v98437966,7.3.14,41.4
2016,Alberta,Yield (bushels per acre),"Wheat, spring",v98437966,7.3.14,57.0
2015,Alberta,Yield (bushels per acre),"Wheat, winter",v98437967,7.3.15,46.7
2016,Alberta,Yield (bushels per acre),"Wheat, winter",v98437967,7.3.15,65.9
2015,Alberta,Yield (pounds per acre),Canary seed,v98437968,7.4.2,..
2016,Alberta,Yield (pounds per acre),Canary seed,v98437968,7.4.2,..
2015,Alberta,Yield (pounds per acre),Lentils,v98437969,7.4.6,..
2016,Alberta,Yield (pounds per acre),Lentils,v98437969,7.4.6,..
2015,Alberta,Yield (pounds per acre),Mustard seed,v98437970,7.4.8,..
2016,Alberta,Yield (pounds per acre),Mustard seed,v98437970,7.4.8,..
2015,Alberta,Yield (kilograms per hectare),Barley,v98437971,7.5.1,3200.0
2016,Alberta,Yield (kilograms per hectare),Barley,v98437971,7.5.1,3900.0
2015,Alberta,Yield (kilograms per hectare),Canary seed,v98437972,7.5.2,..
2016,Alberta,Yield (kilograms per hectare),Canary seed,v98437972,7.5.2,..
2015,Alberta,Yield (kilograms per hectare),Canola,v98437973,7.5.3,1900.0
2016,Alberta,Yield (kilograms per hectare),Canola,v98437973,7.5.3,2600.0
2015,Alberta,Yield (kilograms per hectare),Corn for grain,v98437974,7.5.4,..
2016,Alberta,Yield (kilograms per hectare),Corn for grain,v98437974,7.5.4,..
2015,Alberta,Yield (kilograms per hectare),Flaxseed,v98437975,7.5.5,1800.0
2016,Alberta,Yield (kilograms per hectare),Flaxseed,v98437975,7.5.5,1900.0
2015,Alberta,Yield (kilograms per hectare),Lentils,v98437976,7.5.6,..
2016,Alberta,Yield (kilograms per hectare),Lentils,v98437976,7.5.6,..
2015,Alberta,Yield (kilograms per hectare),Mixed grains,v98437977,7.5.7,..
2016,Alberta,Yield (kilograms per hectare),Mixed grains,v98437977,7.5.7,..
2015,Alberta,Yield (kilograms per hectare),Mustard seed,v98437978,7.5.8,..
2016,Alberta,Yield (kilograms per hectare),Mustard seed,v98437978,7.5.8,..
2015,Alberta,Yield (kilograms per hectare),Oats,v98437979,7.5.9,2500.0
2016,Alberta,Yield (kilograms per hectare),Oats,v98437979,7.5.9,3300.0
2015,Alberta,Yield (kilograms per hectare),"Peas, dry",v98437980,7.5.10,2200.0
2016,Alberta,Yield (kilograms per hectare),"Peas, dry",v98437980,7.5.10,3100.0
2015,Alberta,Yield (kilograms per hectare),"Rye, Fall",v98437981,7.5.11,2300.0
