Ref_Date,GEO,AGE,SEX,HOUSEHOLD,FOOD,STATS,Vector,Coordinate,Value
2012,Nunavut,6 to 14 years,Both sexes,Two persons,"Total, food security",Number of persons,v97173946,5.2.1.3.1.1,190.0
2012,Nunavut,6 to 14 years,Both sexes,Two persons,"Total, food security",Percent,v97173947,5.2.1.3.1.2,100.0
2012,Nunavut,6 to 14 years,Both sexes,Two persons,"Total, food security",Low 95% confidence interval (percent),v97173948,5.2.1.3.1.3,100.0
2012,Nunavut,6 to 14 years,Both sexes,Two persons,"Total, food security",High 95% confidence interval (percent),v97173949,5.2.1.3.1.4,100.0
2012,Nunavut,6 to 14 years,Both sexes,Two persons,High or marginal food security,Number of persons,v97173950,5.2.1.3.2.1,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,High or marginal food security,Percent,v97173951,5.2.1.3.2.2,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97173952,5.2.1.3.2.3,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,High or marginal food security,High 95% confidence interval (percent),v97173953,5.2.1.3.2.4,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Low food security,Number of persons,v97173954,5.2.1.3.3.1,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Low food security,Percent,v97173955,5.2.1.3.3.2,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Low food security,Low 95% confidence interval (percent),v97173956,5.2.1.3.3.3,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Low food security,High 95% confidence interval (percent),v97173957,5.2.1.3.3.4,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Very low food security,Number of persons,v97173958,5.2.1.3.4.1,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Very low food security,Percent,v97173959,5.2.1.3.4.2,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Very low food security,Low 95% confidence interval (percent),v97173960,5.2.1.3.4.3,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Very low food security,High 95% confidence interval (percent),v97173961,5.2.1.3.4.4,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Food security not specified,Number of persons,v97173962,5.2.1.3.5.1,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Food security not specified,Percent,v97173963,5.2.1.3.5.2,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Food security not specified,Low 95% confidence interval (percent),v97173964,5.2.1.3.5.3,F
2012,Nunavut,6 to 14 years,Both sexes,Two persons,Food security not specified,High 95% confidence interval (percent),v97173965,5.2.1.3.5.4,F
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,"Total, food security",Number of persons,v97173966,5.2.1.4.1.1,2530.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,"Total, food security",Percent,v97173967,5.2.1.4.1.2,100.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97173968,5.2.1.4.1.3,100.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97173969,5.2.1.4.1.4,100.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,High or marginal food security,Number of persons,v97173970,5.2.1.4.2.1,1200.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,High or marginal food security,Percent,v97173971,5.2.1.4.2.2,47.4
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97173972,5.2.1.4.2.3,40.6
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97173973,5.2.1.4.2.4,54.7
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Low food security,Number of persons,v97173974,5.2.1.4.3.1,510.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Low food security,Percent,v97173975,5.2.1.4.3.2,20.2
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Low food security,Low 95% confidence interval (percent),v97173976,5.2.1.4.3.3,15.1
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Low food security,High 95% confidence interval (percent),v97173977,5.2.1.4.3.4,26.1
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Very low food security,Number of persons,v97173978,5.2.1.4.4.1,590.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Very low food security,Percent,v97173979,5.2.1.4.4.2,23.3
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97173980,5.2.1.4.4.3,17.6
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Very low food security,High 95% confidence interval (percent),v97173981,5.2.1.4.4.4,29.9
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Food security not specified,Number of persons,v97173982,5.2.1.4.5.1,230.0
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Food security not specified,Percent,v97173983,5.2.1.4.5.2,9.1
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97173984,5.2.1.4.5.3,5.5
2012,Nunavut,6 to 14 years,Both sexes,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97173985,5.2.1.4.5.4,15.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,"Total, food security",Number of persons,v97173986,5.2.1.5.1.1,2580.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,"Total, food security",Percent,v97173987,5.2.1.5.1.2,100.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97173988,5.2.1.5.1.3,100.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,"Total, food security",High 95% confidence interval (percent),v97173989,5.2.1.5.1.4,100.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,High or marginal food security,Number of persons,v97173990,5.2.1.5.2.1,940.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,High or marginal food security,Percent,v97173991,5.2.1.5.2.2,36.4
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97173992,5.2.1.5.2.3,30.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97173993,5.2.1.5.2.4,43.5
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Low food security,Number of persons,v97173994,5.2.1.5.3.1,540.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Low food security,Percent,v97173995,5.2.1.5.3.2,20.9
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Low food security,Low 95% confidence interval (percent),v97173996,5.2.1.5.3.3,15.7
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Low food security,High 95% confidence interval (percent),v97173997,5.2.1.5.3.4,27.6
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Very low food security,Number of persons,v97173998,5.2.1.5.4.1,950.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Very low food security,Percent,v97173999,5.2.1.5.4.2,36.8
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Very low food security,Low 95% confidence interval (percent),v97174000,5.2.1.5.4.3,30.1
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Very low food security,High 95% confidence interval (percent),v97174001,5.2.1.5.4.4,44.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Food security not specified,Number of persons,v97174002,5.2.1.5.5.1,150.0
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Food security not specified,Percent,v97174003,5.2.1.5.5.2,5.8
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97174004,5.2.1.5.5.3,3.1
2012,Nunavut,6 to 14 years,Both sexes,More than five persons,Food security not specified,High 95% confidence interval (percent),v97174005,5.2.1.5.5.4,10.2
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",Number of persons,v97174006,5.2.1.6.1.1,310.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",Percent,v97174007,5.2.1.6.1.2,100.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97174008,5.2.1.6.1.3,100.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97174009,5.2.1.6.1.4,100.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Number of persons,v97174010,5.2.1.6.2.1,140.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Percent,v97174011,5.2.1.6.2.2,45.2
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97174012,5.2.1.6.2.3,26.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97174013,5.2.1.6.2.4,64.0
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Number of persons,v97174014,5.2.1.6.3.1,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Percent,v97174015,5.2.1.6.3.2,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97174016,5.2.1.6.3.3,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97174017,5.2.1.6.3.4,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Number of persons,v97174018,5.2.1.6.4.1,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Percent,v97174019,5.2.1.6.4.2,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97174020,5.2.1.6.4.3,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97174021,5.2.1.6.4.4,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Number of persons,v97174022,5.2.1.6.5.1,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Percent,v97174023,5.2.1.6.5.2,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97174024,5.2.1.6.5.3,F
2012,Nunavut,6 to 14 years,Both sexes,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97174025,5.2.1.6.5.4,F
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Number of persons,v97174026,5.2.2.1.1.1,3080.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Percent,v97174027,5.2.2.1.1.2,100.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97174028,5.2.2.1.1.3,100.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97174029,5.2.2.1.1.4,100.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Number of persons,v97174030,5.2.2.1.2.1,1300.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Percent,v97174031,5.2.2.1.2.2,42.2
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97174032,5.2.2.1.2.3,35.9
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97174033,5.2.2.1.2.4,48.5
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Number of persons,v97174034,5.2.2.1.3.1,780.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Percent,v97174035,5.2.2.1.3.2,25.3
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97174036,5.2.2.1.3.3,20.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97174037,5.2.2.1.3.4,31.4
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Number of persons,v97174038,5.2.2.1.4.1,840.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Percent,v97174039,5.2.2.1.4.2,27.3
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97174040,5.2.2.1.4.3,22.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Very low food security,High 95% confidence interval (percent),v97174041,5.2.2.1.4.4,33.3
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Number of persons,v97174042,5.2.2.1.5.1,160.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Percent,v97174043,5.2.2.1.5.2,5.2
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,Low 95% confidence interval (percent),v97174044,5.2.2.1.5.3,3.0
2012,Nunavut,6 to 14 years,Male,"Total, number of persons in the household",Food security not specified,High 95% confidence interval (percent),v97174045,5.2.2.1.5.4,9.2
2012,Nunavut,6 to 14 years,Male,One person,"Total, food security",Number of persons,v97174046,5.2.2.2.1.1,F
2012,Nunavut,6 to 14 years,Male,One person,"Total, food security",Percent,v97174047,5.2.2.2.1.2,F
2012,Nunavut,6 to 14 years,Male,One person,"Total, food security",Low 95% confidence interval (percent),v97174048,5.2.2.2.1.3,F
2012,Nunavut,6 to 14 years,Male,One person,"Total, food security",High 95% confidence interval (percent),v97174049,5.2.2.2.1.4,F
2012,Nunavut,6 to 14 years,Male,One person,High or marginal food security,Number of persons,v97174050,5.2.2.2.2.1,F
2012,Nunavut,6 to 14 years,Male,One person,High or marginal food security,Percent,v97174051,5.2.2.2.2.2,F
2012,Nunavut,6 to 14 years,Male,One person,High or marginal food security,Low 95% confidence interval (percent),v97174052,5.2.2.2.2.3,F
2012,Nunavut,6 to 14 years,Male,One person,High or marginal food security,High 95% confidence interval (percent),v97174053,5.2.2.2.2.4,F
2012,Nunavut,6 to 14 years,Male,One person,Low food security,Number of persons,v97174054,5.2.2.2.3.1,F
2012,Nunavut,6 to 14 years,Male,One person,Low food security,Percent,v97174055,5.2.2.2.3.2,F
2012,Nunavut,6 to 14 years,Male,One person,Low food security,Low 95% confidence interval (percent),v97174056,5.2.2.2.3.3,F
2012,Nunavut,6 to 14 years,Male,One person,Low food security,High 95% confidence interval (percent),v97174057,5.2.2.2.3.4,F
2012,Nunavut,6 to 14 years,Male,One person,Very low food security,Number of persons,v97174058,5.2.2.2.4.1,F
2012,Nunavut,6 to 14 years,Male,One person,Very low food security,Percent,v97174059,5.2.2.2.4.2,F
2012,Nunavut,6 to 14 years,Male,One person,Very low food security,Low 95% confidence interval (percent),v97174060,5.2.2.2.4.3,F
2012,Nunavut,6 to 14 years,Male,One person,Very low food security,High 95% confidence interval (percent),v97174061,5.2.2.2.4.4,F
2012,Nunavut,6 to 14 years,Male,One person,Food security not specified,Number of persons,v97174062,5.2.2.2.5.1,F
2012,Nunavut,6 to 14 years,Male,One person,Food security not specified,Percent,v97174063,5.2.2.2.5.2,F
2012,Nunavut,6 to 14 years,Male,One person,Food security not specified,Low 95% confidence interval (percent),v97174064,5.2.2.2.5.3,F
2012,Nunavut,6 to 14 years,Male,One person,Food security not specified,High 95% confidence interval (percent),v97174065,5.2.2.2.5.4,F
2012,Nunavut,6 to 14 years,Male,Two persons,"Total, food security",Number of persons,v97174066,5.2.2.3.1.1,F
2012,Nunavut,6 to 14 years,Male,Two persons,"Total, food security",Percent,v97174067,5.2.2.3.1.2,F
2012,Nunavut,6 to 14 years,Male,Two persons,"Total, food security",Low 95% confidence interval (percent),v97174068,5.2.2.3.1.3,F
2012,Nunavut,6 to 14 years,Male,Two persons,"Total, food security",High 95% confidence interval (percent),v97174069,5.2.2.3.1.4,F
2012,Nunavut,6 to 14 years,Male,Two persons,High or marginal food security,Number of persons,v97174070,5.2.2.3.2.1,F
2012,Nunavut,6 to 14 years,Male,Two persons,High or marginal food security,Percent,v97174071,5.2.2.3.2.2,F
2012,Nunavut,6 to 14 years,Male,Two persons,High or marginal food security,Low 95% confidence interval (percent),v97174072,5.2.2.3.2.3,F
2012,Nunavut,6 to 14 years,Male,Two persons,High or marginal food security,High 95% confidence interval (percent),v97174073,5.2.2.3.2.4,F
2012,Nunavut,6 to 14 years,Male,Two persons,Low food security,Number of persons,v97174074,5.2.2.3.3.1,F
2012,Nunavut,6 to 14 years,Male,Two persons,Low food security,Percent,v97174075,5.2.2.3.3.2,F
2012,Nunavut,6 to 14 years,Male,Two persons,Low food security,Low 95% confidence interval (percent),v97174076,5.2.2.3.3.3,F
2012,Nunavut,6 to 14 years,Male,Two persons,Low food security,High 95% confidence interval (percent),v97174077,5.2.2.3.3.4,F
2012,Nunavut,6 to 14 years,Male,Two persons,Very low food security,Number of persons,v97174078,5.2.2.3.4.1,F
2012,Nunavut,6 to 14 years,Male,Two persons,Very low food security,Percent,v97174079,5.2.2.3.4.2,F
2012,Nunavut,6 to 14 years,Male,Two persons,Very low food security,Low 95% confidence interval (percent),v97174080,5.2.2.3.4.3,F
2012,Nunavut,6 to 14 years,Male,Two persons,Very low food security,High 95% confidence interval (percent),v97174081,5.2.2.3.4.4,F
2012,Nunavut,6 to 14 years,Male,Two persons,Food security not specified,Number of persons,v97174082,5.2.2.3.5.1,F
2012,Nunavut,6 to 14 years,Male,Two persons,Food security not specified,Percent,v97174083,5.2.2.3.5.2,F
2012,Nunavut,6 to 14 years,Male,Two persons,Food security not specified,Low 95% confidence interval (percent),v97174084,5.2.2.3.5.3,F
2012,Nunavut,6 to 14 years,Male,Two persons,Food security not specified,High 95% confidence interval (percent),v97174085,5.2.2.3.5.4,F
2012,Nunavut,6 to 14 years,Male,Three to five persons,"Total, food security",Number of persons,v97174086,5.2.2.4.1.1,1520.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,"Total, food security",Percent,v97174087,5.2.2.4.1.2,100.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,"Total, food security",Low 95% confidence interval (percent),v97174088,5.2.2.4.1.3,100.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,"Total, food security",High 95% confidence interval (percent),v97174089,5.2.2.4.1.4,100.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Number of persons,v97174090,5.2.2.4.2.1,770.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Percent,v97174091,5.2.2.4.2.2,50.7
2012,Nunavut,6 to 14 years,Male,Three to five persons,High or marginal food security,Low 95% confidence interval (percent),v97174092,5.2.2.4.2.3,41.6
2012,Nunavut,6 to 14 years,Male,Three to five persons,High or marginal food security,High 95% confidence interval (percent),v97174093,5.2.2.4.2.4,59.5
2012,Nunavut,6 to 14 years,Male,Three to five persons,Low food security,Number of persons,v97174094,5.2.2.4.3.1,350.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,Low food security,Percent,v97174095,5.2.2.4.3.2,23.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,Low food security,Low 95% confidence interval (percent),v97174096,5.2.2.4.3.3,16.1
2012,Nunavut,6 to 14 years,Male,Three to five persons,Low food security,High 95% confidence interval (percent),v97174097,5.2.2.4.3.4,31.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,Very low food security,Number of persons,v97174098,5.2.2.4.4.1,300.0
2012,Nunavut,6 to 14 years,Male,Three to five persons,Very low food security,Percent,v97174099,5.2.2.4.4.2,19.7
2012,Nunavut,6 to 14 years,Male,Three to five persons,Very low food security,Low 95% confidence interval (percent),v97174100,5.2.2.4.4.3,13.4
2012,Nunavut,6 to 14 years,Male,Three to five persons,Very low food security,High 95% confidence interval (percent),v97174101,5.2.2.4.4.4,27.8
2012,Nunavut,6 to 14 years,Male,Three to five persons,Food security not specified,Number of persons,v97174102,5.2.2.4.5.1,F
2012,Nunavut,6 to 14 years,Male,Three to five persons,Food security not specified,Percent,v97174103,5.2.2.4.5.2,F
2012,Nunavut,6 to 14 years,Male,Three to five persons,Food security not specified,Low 95% confidence interval (percent),v97174104,5.2.2.4.5.3,F
2012,Nunavut,6 to 14 years,Male,Three to five persons,Food security not specified,High 95% confidence interval (percent),v97174105,5.2.2.4.5.4,F
2012,Nunavut,6 to 14 years,Male,More than five persons,"Total, food security",Number of persons,v97174106,5.2.2.5.1.1,1320.0
2012,Nunavut,6 to 14 years,Male,More than five persons,"Total, food security",Percent,v97174107,5.2.2.5.1.2,100.0
2012,Nunavut,6 to 14 years,Male,More than five persons,"Total, food security",Low 95% confidence interval (percent),v97174108,5.2.2.5.1.3,100.0
2012,Nunavut,6 to 14 years,Male,More than five persons,"Total, food security",High 95% confidence interval (percent),v97174109,5.2.2.5.1.4,100.0
2012,Nunavut,6 to 14 years,Male,More than five persons,High or marginal food security,Number of persons,v97174110,5.2.2.5.2.1,420.0
2012,Nunavut,6 to 14 years,Male,More than five persons,High or marginal food security,Percent,v97174111,5.2.2.5.2.2,31.8
2012,Nunavut,6 to 14 years,Male,More than five persons,High or marginal food security,Low 95% confidence interval (percent),v97174112,5.2.2.5.2.3,23.7
2012,Nunavut,6 to 14 years,Male,More than five persons,High or marginal food security,High 95% confidence interval (percent),v97174113,5.2.2.5.2.4,41.7
2012,Nunavut,6 to 14 years,Male,More than five persons,Low food security,Number of persons,v97174114,5.2.2.5.3.1,340.0
2012,Nunavut,6 to 14 years,Male,More than five persons,Low food security,Percent,v97174115,5.2.2.5.3.2,25.8
2012,Nunavut,6 to 14 years,Male,More than five persons,Low food security,Low 95% confidence interval (percent),v97174116,5.2.2.5.3.3,17.9
2012,Nunavut,6 to 14 years,Male,More than five persons,Low food security,High 95% confidence interval (percent),v97174117,5.2.2.5.3.4,35.2
2012,Nunavut,6 to 14 years,Male,More than five persons,Very low food security,Number of persons,v97174118,5.2.2.5.4.1,510.0
2012,Nunavut,6 to 14 years,Male,More than five persons,Very low food security,Percent,v97174119,5.2.2.5.4.2,38.6
2012,Nunavut,6 to 14 years,Male,More than five persons,Very low food security,Low 95% confidence interval (percent),v97174120,5.2.2.5.4.3,29.1
2012,Nunavut,6 to 14 years,Male,More than five persons,Very low food security,High 95% confidence interval (percent),v97174121,5.2.2.5.4.4,48.2
2012,Nunavut,6 to 14 years,Male,More than five persons,Food security not specified,Number of persons,v97174122,5.2.2.5.5.1,F
2012,Nunavut,6 to 14 years,Male,More than five persons,Food security not specified,Percent,v97174123,5.2.2.5.5.2,F
2012,Nunavut,6 to 14 years,Male,More than five persons,Food security not specified,Low 95% confidence interval (percent),v97174124,5.2.2.5.5.3,F
2012,Nunavut,6 to 14 years,Male,More than five persons,Food security not specified,High 95% confidence interval (percent),v97174125,5.2.2.5.5.4,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Number of persons,v97174126,5.2.2.6.1.1,150.0
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Percent,v97174127,5.2.2.6.1.2,100.0
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",Low 95% confidence interval (percent),v97174128,5.2.2.6.1.3,100.0
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,"Total, food security",High 95% confidence interval (percent),v97174129,5.2.2.6.1.4,100.0
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Number of persons,v97174130,5.2.2.6.2.1,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Percent,v97174131,5.2.2.6.2.2,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,Low 95% confidence interval (percent),v97174132,5.2.2.6.2.3,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,High or marginal food security,High 95% confidence interval (percent),v97174133,5.2.2.6.2.4,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Number of persons,v97174134,5.2.2.6.3.1,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Percent,v97174135,5.2.2.6.3.2,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,Low 95% confidence interval (percent),v97174136,5.2.2.6.3.3,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Low food security,High 95% confidence interval (percent),v97174137,5.2.2.6.3.4,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Number of persons,v97174138,5.2.2.6.4.1,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Percent,v97174139,5.2.2.6.4.2,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,Low 95% confidence interval (percent),v97174140,5.2.2.6.4.3,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Very low food security,High 95% confidence interval (percent),v97174141,5.2.2.6.4.4,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Number of persons,v97174142,5.2.2.6.5.1,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Percent,v97174143,5.2.2.6.5.2,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,Low 95% confidence interval (percent),v97174144,5.2.2.6.5.3,F
2012,Nunavut,6 to 14 years,Male,Number of persons in household not specified,Food security not specified,High 95% confidence interval (percent),v97174145,5.2.2.6.5.4,F
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Number of persons,v97174146,5.2.3.1.1.1,2540.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Percent,v97174147,5.2.3.1.1.2,100.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",Low 95% confidence interval (percent),v97174148,5.2.3.1.1.3,100.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household","Total, food security",High 95% confidence interval (percent),v97174149,5.2.3.1.1.4,100.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Number of persons,v97174150,5.2.3.1.2.1,1090.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Percent,v97174151,5.2.3.1.2.2,42.9
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,Low 95% confidence interval (percent),v97174152,5.2.3.1.2.3,35.9
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",High or marginal food security,High 95% confidence interval (percent),v97174153,5.2.3.1.2.4,50.2
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Number of persons,v97174154,5.2.3.1.3.1,440.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Percent,v97174155,5.2.3.1.3.2,17.3
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,Low 95% confidence interval (percent),v97174156,5.2.3.1.3.3,12.7
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Low food security,High 95% confidence interval (percent),v97174157,5.2.3.1.3.4,23.2
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Number of persons,v97174158,5.2.3.1.4.1,780.0
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Percent,v97174159,5.2.3.1.4.2,30.7
2012,Nunavut,6 to 14 years,Female,"Total, number of persons in the household",Very low food security,Low 95% confidence interval (percent),v97174160,5.2.3.1.4.3,24.6
