Ref_Date,GEO,INCOME,Vector,Coordinate,Value
2005,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,32547.0
2006,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,32628.0
2007,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,36046.0
2008,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,31517.0
2009,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,34212.0
2010,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,37107.0
2011,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,39354.0
2012,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,35863.0
2013,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,37402.0
2014,Quebec,"Net off-farm self-employment income (x 1,000)",v29789128,6.9,41040.0
2002,Quebec,"Investment income (x 1,000)",v29789129,6.10,131904.0
2003,Quebec,"Investment income (x 1,000)",v29789129,6.10,133217.0
2004,Quebec,"Investment income (x 1,000)",v29789129,6.10,140766.0
2005,Quebec,"Investment income (x 1,000)",v29789129,6.10,144517.0
2006,Quebec,"Investment income (x 1,000)",v29789129,6.10,155532.0
2007,Quebec,"Investment income (x 1,000)",v29789129,6.10,166470.0
2008,Quebec,"Investment income (x 1,000)",v29789129,6.10,168264.0
2009,Quebec,"Investment income (x 1,000)",v29789129,6.10,182067.0
2010,Quebec,"Investment income (x 1,000)",v29789129,6.10,175167.0
2011,Quebec,"Investment income (x 1,000)",v29789129,6.10,171399.0
2012,Quebec,"Investment income (x 1,000)",v29789129,6.10,187143.0
2013,Quebec,"Investment income (x 1,000)",v29789129,6.10,202928.0
2014,Quebec,"Investment income (x 1,000)",v29789129,6.10,199977.0
2002,Quebec,"Pension income (x 1,000)",v29789130,6.11,80376.0
2003,Quebec,"Pension income (x 1,000)",v29789130,6.11,83129.0
2004,Quebec,"Pension income (x 1,000)",v29789130,6.11,93408.0
2005,Quebec,"Pension income (x 1,000)",v29789130,6.11,99382.0
2006,Quebec,"Pension income (x 1,000)",v29789130,6.11,105246.0
2007,Quebec,"Pension income (x 1,000)",v29789130,6.11,106874.0
2008,Quebec,"Pension income (x 1,000)",v29789130,6.11,115267.0
2009,Quebec,"Pension income (x 1,000)",v29789130,6.11,132144.0
2010,Quebec,"Pension income (x 1,000)",v29789130,6.11,128304.0
2011,Quebec,"Pension income (x 1,000)",v29789130,6.11,132343.0
2012,Quebec,"Pension income (x 1,000)",v29789130,6.11,145364.0
2013,Quebec,"Pension income (x 1,000)",v29789130,6.11,156880.0
2014,Quebec,"Pension income (x 1,000)",v29789130,6.11,163612.0
2002,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,30833.0
2003,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,38139.0
2004,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,38641.0
2005,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,38984.0
2006,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,42020.0
2007,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,43232.0
2008,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,42928.0
2009,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,44714.0
2010,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,45898.0
2011,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,40669.0
2012,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,41600.0
2013,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,43304.0
2014,Quebec,"Government social transfers (x 1,000)",v29789131,6.12,41705.0
2002,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,18722.0
2003,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,22758.0
2004,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,24102.0
2005,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,24899.0
2006,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,32127.0
2007,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,28351.0
2008,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,30471.0
2009,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,27959.0
2010,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,31728.0
2011,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,25390.0
2012,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,34690.0
2013,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,39182.0
2014,Quebec,"Other off-farm income (x 1,000)",v29789132,6.13,41116.0
1998,Quebec,"Net operating income (x 1,000)",v29789133,6.14,923617.0
1999,Quebec,"Net operating income (x 1,000)",v29789133,6.14,984071.0
2000,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1066973.0
2001,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1096856.0
2002,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1016203.0
2003,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1038282.0
2004,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1143735.0
2005,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1300867.0
2006,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1169265.0
2007,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1273167.0
2008,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1354834.0
2009,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1306487.0
2010,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1403227.0
2011,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1443989.0
2012,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1704457.0
2013,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1751842.0
2014,Quebec,"Net operating income (x 1,000)",v29789133,6.14,1751565.0
2002,Quebec,"Net program payments (x 1,000)",v29789134,6.15,368389.0
2003,Quebec,"Net program payments (x 1,000)",v29789134,6.15,587935.0
2004,Quebec,"Net program payments (x 1,000)",v29789134,6.15,683501.0
2005,Quebec,"Net program payments (x 1,000)",v29789134,6.15,703750.0
2006,Quebec,"Net program payments (x 1,000)",v29789134,6.15,739500.0
2007,Quebec,"Net program payments (x 1,000)",v29789134,6.15,798799.0
2008,Quebec,"Net program payments (x 1,000)",v29789134,6.15,854555.0
2009,Quebec,"Net program payments (x 1,000)",v29789134,6.15,793097.0
2010,Quebec,"Net program payments (x 1,000)",v29789134,6.15,629725.0
2011,Quebec,"Net program payments (x 1,000)",v29789134,6.15,427048.0
2012,Quebec,"Net program payments (x 1,000)",v29789134,6.15,506739.0
2013,Quebec,"Net program payments (x 1,000)",v29789134,6.15,428875.0
2014,Quebec,"Net program payments (x 1,000)",v29789134,6.15,297033.0
2002,Quebec,"Net market income (x 1,000)",v29789135,6.16,647815.0
2003,Quebec,"Net market income (x 1,000)",v29789135,6.16,450347.0
2004,Quebec,"Net market income (x 1,000)",v29789135,6.16,460234.0
2005,Quebec,"Net market income (x 1,000)",v29789135,6.16,597117.0
2006,Quebec,"Net market income (x 1,000)",v29789135,6.16,429765.0
2007,Quebec,"Net market income (x 1,000)",v29789135,6.16,474369.0
2008,Quebec,"Net market income (x 1,000)",v29789135,6.16,500280.0
2009,Quebec,"Net market income (x 1,000)",v29789135,6.16,513390.0
2010,Quebec,"Net market income (x 1,000)",v29789135,6.16,773502.0
2011,Quebec,"Net market income (x 1,000)",v29789135,6.16,1016941.0
2012,Quebec,"Net market income (x 1,000)",v29789135,6.16,1197718.0
2013,Quebec,"Net market income (x 1,000)",v29789135,6.16,1322967.0
2014,Quebec,"Net market income (x 1,000)",v29789135,6.16,1454532.0
1998,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1103123.0
1999,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1178982.0
2000,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1261334.0
2001,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1292872.0
2002,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1190900.0
2003,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1240371.0
2004,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1380150.0
2005,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1545097.0
2006,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1424829.0
2007,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1551078.0
2008,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1637823.0
2009,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1621673.0
2010,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1704545.0
2011,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,1723715.0
2012,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,2003886.0
2013,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,2088495.0
2014,Quebec,"Total income adjusted for capital cost allowance (x 1,000)",v29789136,6.17,2067792.0
2002,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,598784.0
2003,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,606082.0
2004,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,608613.0
2005,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,628889.0
2006,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,647930.0
2007,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,635668.0
2008,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,645722.0
2009,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,652993.0
2010,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,692116.0
2011,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,695145.0
2012,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,742575.0
2013,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,780877.0
2014,Quebec,"Adjustment for capital cost allowance (x 1,000)",v29789137,6.18,810550.0
2002,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,49031.0
2003,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-155735.0
2004,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-148379.0
2005,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-31772.0
2006,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-218165.0
2007,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-161299.0
2008,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-145443.0
2009,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,-139602.0
2010,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,81386.0
2011,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,321796.0
2012,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,455143.0
2013,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,542090.0
2014,Quebec,"Net market income adjusted for capital cost allowance (x 1,000)",v29789138,6.19,643981.0
1998,Quebec,Average total income,v29789139,6.20,37210.0
1999,Quebec,Average total income,v29789139,6.20,39817.0
2000,Quebec,Average total income,v29789139,6.20,42829.0
2001,Quebec,Average total income,v29789139,6.20,43785.0
2002,Quebec,Average total income,v29789139,6.20,42420.0
2003,Quebec,Average total income,v29789139,6.20,44418.0
2004,Quebec,Average total income,v29789139,6.20,48900.0
2005,Quebec,Average total income,v29789139,6.20,53507.0
2006,Quebec,Average total income,v29789139,6.20,52729.0
2007,Quebec,Average total income,v29789139,6.20,56784.0
2008,Quebec,Average total income,v29789139,6.20,61074.0
2009,Quebec,Average total income,v29789139,6.20,59671.0
2010,Quebec,Average total income,v29789139,6.20,65038.0
2011,Quebec,Average total income,v29789139,6.20,67698.0
2012,Quebec,Average total income,v29789139,6.20,75494.0
2013,Quebec,Average total income,v29789139,6.20,76578.0
2014,Quebec,Average total income,v29789139,6.20,78622.0
1998,Quebec,Average off-farm income,v29789140,6.21,15297.0
1999,Quebec,Average off-farm income,v29789140,6.21,16286.0
2000,Quebec,Average off-farm income,v29789140,6.21,17365.0
2001,Quebec,Average off-farm income,v29789140,6.21,17873.0
2002,Quebec,Average off-farm income,v29789140,6.21,18333.0
2003,Quebec,Average off-farm income,v29789140,6.21,19441.0
2004,Quebec,Average off-farm income,v29789140,6.21,20778.0
2005,Quebec,Average off-farm income,v29789140,6.21,21490.0
2006,Quebec,Average off-farm income,v29789140,6.21,22984.0
2007,Quebec,Average off-farm income,v29789140,6.21,23723.0
2008,Quebec,Average off-farm income,v29789140,6.21,24838.0
2009,Quebec,Average off-farm income,v29789140,6.21,25398.0
2010,Quebec,Average off-farm income,v29789140,6.21,26959.0
2011,Quebec,Average off-farm income,v29789140,6.21,27284.0
2012,Quebec,Average off-farm income,v29789140,6.21,28642.0
2013,Quebec,Average off-farm income,v29789140,6.21,29825.0
2014,Quebec,Average off-farm income,v29789140,6.21,30778.0
2002,Quebec,Average off-farm employment income,v29789141,6.22,12127.0
2003,Quebec,Average off-farm employment income,v29789141,6.22,12772.0
2004,Quebec,Average off-farm employment income,v29789141,6.22,13477.0
2005,Quebec,Average off-farm employment income,v29789141,6.22,13914.0
2006,Quebec,Average off-farm employment income,v29789141,6.22,14464.0
2007,Quebec,Average off-farm employment income,v29789141,6.22,14766.0
2008,Quebec,Average off-farm employment income,v29789141,6.22,15292.0
2009,Quebec,Average off-farm employment income,v29789141,6.22,15249.0
2010,Quebec,Average off-farm employment income,v29789141,6.22,16617.0
2011,Quebec,Average off-farm employment income,v29789141,6.22,16935.0
2012,Quebec,Average off-farm employment income,v29789141,6.22,17405.0
2013,Quebec,Average off-farm employment income,v29789141,6.22,18021.0
2014,Quebec,Average off-farm employment income,v29789141,6.22,18584.0
2002,Quebec,Average wages and salaries,v29789142,6.23,11374.0
2003,Quebec,Average wages and salaries,v29789142,6.23,12071.0
2004,Quebec,Average wages and salaries,v29789142,6.23,12660.0
2005,Quebec,Average wages and salaries,v29789142,6.23,13113.0
2006,Quebec,Average wages and salaries,v29789142,6.23,13634.0
2007,Quebec,Average wages and salaries,v29789142,6.23,13830.0
2008,Quebec,Average wages and salaries,v29789142,6.23,14449.0
2009,Quebec,Average wages and salaries,v29789142,6.23,14352.0
2010,Quebec,Average wages and salaries,v29789142,6.23,15610.0
2011,Quebec,Average wages and salaries,v29789142,6.23,15833.0
2012,Quebec,Average wages and salaries,v29789142,6.23,16420.0
2013,Quebec,Average wages and salaries,v29789142,6.23,17023.0
2014,Quebec,Average wages and salaries,v29789142,6.23,17463.0
2002,Quebec,Average net off-farm self-employment income,v29789143,6.24,753.0
2003,Quebec,Average net off-farm self-employment income,v29789143,6.24,701.0
2004,Quebec,Average net off-farm self-employment income,v29789143,6.24,817.0
2005,Quebec,Average net off-farm self-employment income,v29789143,6.24,801.0
2006,Quebec,Average net off-farm self-employment income,v29789143,6.24,830.0
2007,Quebec,Average net off-farm self-employment income,v29789143,6.24,936.0
2008,Quebec,Average net off-farm self-employment income,v29789143,6.24,843.0
2009,Quebec,Average net off-farm self-employment income,v29789143,6.24,897.0
2010,Quebec,Average net off-farm self-employment income,v29789143,6.24,1007.0
2011,Quebec,Average net off-farm self-employment income,v29789143,6.24,1101.0
2012,Quebec,Average net off-farm self-employment income,v29789143,6.24,986.0
2013,Quebec,Average net off-farm self-employment income,v29789143,6.24,998.0
2014,Quebec,Average net off-farm self-employment income,v29789143,6.24,1121.0
2002,Quebec,Average investment income,v29789144,6.25,3126.0
2003,Quebec,Average investment income,v29789144,6.25,3205.0
2004,Quebec,Average investment income,v29789144,6.25,3461.0
2005,Quebec,Average investment income,v29789144,6.25,3557.0
2006,Quebec,Average investment income,v29789144,6.25,3957.0
2007,Quebec,Average investment income,v29789144,6.25,4323.0
2008,Quebec,Average investment income,v29789144,6.25,4500.0
2009,Quebec,Average investment income,v29789144,6.25,4776.0
2010,Quebec,Average investment income,v29789144,6.25,4754.0
2011,Quebec,Average investment income,v29789144,6.25,4797.0
2012,Quebec,Average investment income,v29789144,6.25,5144.0
2013,Quebec,Average investment income,v29789144,6.25,5416.0
2014,Quebec,Average investment income,v29789144,6.25,5462.0
2002,Quebec,Average pension income,v29789145,6.26,1905.0
2003,Quebec,Average pension income,v29789145,6.26,2000.0
2004,Quebec,Average pension income,v29789145,6.26,2297.0
2005,Quebec,Average pension income,v29789145,6.26,2446.0
2006,Quebec,Average pension income,v29789145,6.26,2677.0
2007,Quebec,Average pension income,v29789145,6.26,2775.0
2008,Quebec,Average pension income,v29789145,6.26,3083.0
2009,Quebec,Average pension income,v29789145,6.26,3467.0
2010,Quebec,Average pension income,v29789145,6.26,3482.0
2011,Quebec,Average pension income,v29789145,6.26,3704.0
2012,Quebec,Average pension income,v29789145,6.26,3996.0
2013,Quebec,Average pension income,v29789145,6.26,4187.0
2014,Quebec,Average pension income,v29789145,6.26,4469.0
2002,Quebec,Average government social transfers,v29789146,6.27,731.0
2003,Quebec,Average government social transfers,v29789146,6.27,917.0
2004,Quebec,Average government social transfers,v29789146,6.27,950.0
2005,Quebec,Average government social transfers,v29789146,6.27,959.0
2006,Quebec,Average government social transfers,v29789146,6.27,1069.0
2007,Quebec,Average government social transfers,v29789146,6.27,1123.0
2008,Quebec,Average government social transfers,v29789146,6.27,1148.0
2009,Quebec,Average government social transfers,v29789146,6.27,1173.0
2010,Quebec,Average government social transfers,v29789146,6.27,1246.0
2011,Quebec,Average government social transfers,v29789146,6.27,1138.0
2012,Quebec,Average government social transfers,v29789146,6.27,1143.0
2013,Quebec,Average government social transfers,v29789146,6.27,1156.0
2014,Quebec,Average government social transfers,v29789146,6.27,1139.0
2002,Quebec,Average other off-farm income,v29789147,6.28,444.0
2003,Quebec,Average other off-farm income,v29789147,6.28,547.0
2004,Quebec,Average other off-farm income,v29789147,6.28,593.0
2005,Quebec,Average other off-farm income,v29789147,6.28,613.0
2006,Quebec,Average other off-farm income,v29789147,6.28,817.0
2007,Quebec,Average other off-farm income,v29789147,6.28,736.0
2008,Quebec,Average other off-farm income,v29789147,6.28,815.0
2009,Quebec,Average other off-farm income,v29789147,6.28,733.0
2010,Quebec,Average other off-farm income,v29789147,6.28,861.0
2011,Quebec,Average other off-farm income,v29789147,6.28,711.0
2012,Quebec,Average other off-farm income,v29789147,6.28,954.0
2013,Quebec,Average other off-farm income,v29789147,6.28,1046.0
2014,Quebec,Average other off-farm income,v29789147,6.28,1123.0
1998,Quebec,Average net operating income,v29789148,6.29,21913.0
1999,Quebec,Average net operating income,v29789148,6.29,23531.0
2000,Quebec,Average net operating income,v29789148,6.29,25465.0
2001,Quebec,Average net operating income,v29789148,6.29,25912.0
2002,Quebec,Average net operating income,v29789148,6.29,24086.0
2003,Quebec,Average net operating income,v29789148,6.29,24977.0
2004,Quebec,Average net operating income,v29789148,6.29,28122.0
2005,Quebec,Average net operating income,v29789148,6.29,32017.0
2006,Quebec,Average net operating income,v29789148,6.29,29745.0
2007,Quebec,Average net operating income,v29789148,6.29,33061.0
2008,Quebec,Average net operating income,v29789148,6.29,36235.0
2009,Quebec,Average net operating income,v29789148,6.29,34273.0
2010,Quebec,Average net operating income,v29789148,6.29,38079.0
2011,Quebec,Average net operating income,v29789148,6.29,40414.0
2012,Quebec,Average net operating income,v29789148,6.29,46851.0
2013,Quebec,Average net operating income,v29789148,6.29,46753.0
2014,Quebec,Average net operating income,v29789148,6.29,47844.0
2002,Quebec,Average net program payments,v29789149,6.30,8732.0
2003,Quebec,Average net program payments,v29789149,6.30,14143.0
2004,Quebec,Average net program payments,v29789149,6.30,16806.0
2005,Quebec,Average net program payments,v29789149,6.30,17321.0
2006,Quebec,Average net program payments,v29789149,6.30,18812.0
2007,Quebec,Average net program payments,v29789149,6.30,20743.0
2008,Quebec,Average net program payments,v29789149,6.30,22855.0
2009,Quebec,Average net program payments,v29789149,6.30,20805.0
2010,Quebec,Average net program payments,v29789149,6.30,17089.0
2011,Quebec,Average net program payments,v29789149,6.30,11952.0
2012,Quebec,Average net program payments,v29789149,6.30,13929.0
2013,Quebec,Average net program payments,v29789149,6.30,11446.0
2014,Quebec,Average net program payments,v29789149,6.30,8113.0
2002,Quebec,Average net market income,v29789150,6.31,15355.0
2003,Quebec,Average net market income,v29789150,6.31,10833.0
2004,Quebec,Average net market income,v29789150,6.31,11316.0
2005,Quebec,Average net market income,v29789150,6.31,14696.0
2006,Quebec,Average net market income,v29789150,6.31,10933.0
2007,Quebec,Average net market income,v29789150,6.31,12318.0
2008,Quebec,Average net market income,v29789150,6.31,13380.0
2009,Quebec,Average net market income,v29789150,6.31,13468.0
2010,Quebec,Average net market income,v29789150,6.31,20991.0
2011,Quebec,Average net market income,v29789150,6.31,28462.0
2012,Quebec,Average net market income,v29789150,6.31,32922.0
2013,Quebec,Average net market income,v29789150,6.31,35307.0
2014,Quebec,Average net market income,v29789150,6.31,39730.0
1998,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,26171.0
1999,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,28192.0
2000,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,30103.0
2001,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,30543.0
2002,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,28227.0
2003,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,29838.0
2004,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,33935.0
2005,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,38028.0
2006,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,36246.0
2007,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,40277.0
2008,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,43804.0
2009,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,42541.0
2010,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,46256.0
2011,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,48243.0
2012,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,55082.0
2013,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,55738.0
2014,Quebec,Average total income adjusted for capital cost allowance,v29789151,6.32,56482.0
2002,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,14193.0
2003,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,14580.0
2004,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,14965.0
2005,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,15478.0
2006,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,16483.0
2007,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,16507.0
2008,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,17270.0
2009,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,17130.0
2010,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,18782.0
2011,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,19456.0
2012,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,20412.0
2013,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,20840.0
2014,Quebec,Average adjustment for capital cost allowance,v29789152,6.33,22140.0
2002,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,1162.0
2003,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-3746.0
2004,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-3648.0
2005,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-782.0
2006,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-5550.0
2007,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-4188.0
2008,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-3890.0
2009,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,-3662.0
2010,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,2209.0
2011,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,9006.0
2012,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,12511.0
2013,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,14467.0
2014,Quebec,Average net market income adjusted for capital cost allowance,v29789153,6.34,17590.0
1998,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,41.1
1999,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.9
2000,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.5
2001,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.8
2002,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,43.2
2003,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,43.8
2004,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,42.5
2005,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.2
2006,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,43.6
2007,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,41.8
2008,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.7
2009,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,42.6
2010,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,41.5
2011,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,40.3
2012,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,37.9
2013,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,38.9
2014,Quebec,Off-farm income as a percentage of total income,v29789154,6.35,39.1
1998,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,58.5
1999,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,57.8
2000,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,57.7
2001,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,58.5
2002,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,64.9
2003,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,65.2
2004,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,61.2
2005,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,56.5
2006,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,63.4
2007,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,58.9
2008,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,56.7
2009,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,59.7
2010,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,58.3
2011,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,56.6
2012,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,52.0
2013,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,53.5
2014,Quebec,Off-farm income as a percentage of total income adjusted for capital cost allowance,v29789155,6.36,54.5
1998,Ontario,Number of farm operators,v29789156,7.1,69460.0
