Ref_Date,GEO,AGE,SEX,SMOKING,STATS,Vector,Coordinate,Value
2012,Nunavik,"Total, 15 years and over",Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164721,4.1.3.8.4,F
2012,Nunavik,"Total, 15 years and over",Female,Smoking status not specified,Number of persons,v97164722,4.1.3.9.1,600.0
2012,Nunavik,"Total, 15 years and over",Female,Smoking status not specified,Percent,v97164723,4.1.3.9.2,16.5
2012,Nunavik,"Total, 15 years and over",Female,Smoking status not specified,Low 95% confidence interval (percent),v97164724,4.1.3.9.3,13.6
2012,Nunavik,"Total, 15 years and over",Female,Smoking status not specified,High 95% confidence interval (percent),v97164725,4.1.3.9.4,19.8
2012,Nunavik,15 to 24 years,Both sexes,"Total, smoking status",Number of persons,v97164726,4.2.1.1.1,2460.0
2012,Nunavik,15 to 24 years,Both sexes,"Total, smoking status",Percent,v97164727,4.2.1.1.2,100.0
2012,Nunavik,15 to 24 years,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97164728,4.2.1.1.3,100.0
2012,Nunavik,15 to 24 years,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97164729,4.2.1.1.4,100.0
2012,Nunavik,15 to 24 years,Both sexes,Current daily or occasional smoker,Number of persons,v97164730,4.2.1.2.1,1610.0
2012,Nunavik,15 to 24 years,Both sexes,Current daily or occasional smoker,Percent,v97164731,4.2.1.2.2,65.4
2012,Nunavik,15 to 24 years,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164732,4.2.1.2.3,60.8
2012,Nunavik,15 to 24 years,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97164733,4.2.1.2.4,69.5
2012,Nunavik,15 to 24 years,Both sexes,Daily smoker,Number of persons,v97164734,4.2.1.3.1,1340.0
2012,Nunavik,15 to 24 years,Both sexes,Daily smoker,Percent,v97164735,4.2.1.3.2,54.5
2012,Nunavik,15 to 24 years,Both sexes,Daily smoker,Low 95% confidence interval (percent),v97164736,4.2.1.3.3,50.0
2012,Nunavik,15 to 24 years,Both sexes,Daily smoker,High 95% confidence interval (percent),v97164737,4.2.1.3.4,59.0
2012,Nunavik,15 to 24 years,Both sexes,Occasional smoker,Number of persons,v97164738,4.2.1.4.1,260.0
2012,Nunavik,15 to 24 years,Both sexes,Occasional smoker,Percent,v97164739,4.2.1.4.2,10.6
2012,Nunavik,15 to 24 years,Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97164740,4.2.1.4.3,8.2
2012,Nunavik,15 to 24 years,Both sexes,Occasional smoker,High 95% confidence interval (percent),v97164741,4.2.1.4.4,13.9
2012,Nunavik,15 to 24 years,Both sexes,Non-smoker,Number of persons,v97164742,4.2.1.5.1,380.0
2012,Nunavik,15 to 24 years,Both sexes,Non-smoker,Percent,v97164743,4.2.1.5.2,15.4
2012,Nunavik,15 to 24 years,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97164744,4.2.1.5.3,12.6
2012,Nunavik,15 to 24 years,Both sexes,Non-smoker,High 95% confidence interval (percent),v97164745,4.2.1.5.4,18.6
2012,Nunavik,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97164746,4.2.1.6.1,110.0
2012,Nunavik,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Percent,v97164747,4.2.1.6.2,4.5
2012,Nunavik,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164748,4.2.1.6.3,3.1
2012,Nunavik,15 to 24 years,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164749,4.2.1.6.4,6.3
2012,Nunavik,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97164750,4.2.1.7.1,270.0
2012,Nunavik,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Percent,v97164751,4.2.1.7.2,11.0
2012,Nunavik,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164752,4.2.1.7.3,8.6
2012,Nunavik,15 to 24 years,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164753,4.2.1.7.4,13.8
2012,Nunavik,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97164754,4.2.1.8.1,F
2012,Nunavik,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97164755,4.2.1.8.2,F
2012,Nunavik,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164756,4.2.1.8.3,F
2012,Nunavik,15 to 24 years,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164757,4.2.1.8.4,F
2012,Nunavik,15 to 24 years,Both sexes,Smoking status not specified,Number of persons,v97164758,4.2.1.9.1,480.0
2012,Nunavik,15 to 24 years,Both sexes,Smoking status not specified,Percent,v97164759,4.2.1.9.2,19.5
2012,Nunavik,15 to 24 years,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97164760,4.2.1.9.3,15.7
2012,Nunavik,15 to 24 years,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97164761,4.2.1.9.4,23.6
2012,Nunavik,15 to 24 years,Male,"Total, smoking status",Number of persons,v97164762,4.2.2.1.1,1320.0
2012,Nunavik,15 to 24 years,Male,"Total, smoking status",Percent,v97164763,4.2.2.1.2,100.0
2012,Nunavik,15 to 24 years,Male,"Total, smoking status",Low 95% confidence interval (percent),v97164764,4.2.2.1.3,100.0
2012,Nunavik,15 to 24 years,Male,"Total, smoking status",High 95% confidence interval (percent),v97164765,4.2.2.1.4,100.0
2012,Nunavik,15 to 24 years,Male,Current daily or occasional smoker,Number of persons,v97164766,4.2.2.2.1,820.0
2012,Nunavik,15 to 24 years,Male,Current daily or occasional smoker,Percent,v97164767,4.2.2.2.2,62.1
2012,Nunavik,15 to 24 years,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164768,4.2.2.2.3,55.8
2012,Nunavik,15 to 24 years,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97164769,4.2.2.2.4,68.0
2012,Nunavik,15 to 24 years,Male,Daily smoker,Number of persons,v97164770,4.2.2.3.1,700.0
2012,Nunavik,15 to 24 years,Male,Daily smoker,Percent,v97164771,4.2.2.3.2,53.0
2012,Nunavik,15 to 24 years,Male,Daily smoker,Low 95% confidence interval (percent),v97164772,4.2.2.3.3,46.6
2012,Nunavik,15 to 24 years,Male,Daily smoker,High 95% confidence interval (percent),v97164773,4.2.2.3.4,59.1
2012,Nunavik,15 to 24 years,Male,Occasional smoker,Number of persons,v97164774,4.2.2.4.1,120.0
2012,Nunavik,15 to 24 years,Male,Occasional smoker,Percent,v97164775,4.2.2.4.2,9.1
2012,Nunavik,15 to 24 years,Male,Occasional smoker,Low 95% confidence interval (percent),v97164776,4.2.2.4.3,6.0
2012,Nunavik,15 to 24 years,Male,Occasional smoker,High 95% confidence interval (percent),v97164777,4.2.2.4.4,13.8
2012,Nunavik,15 to 24 years,Male,Non-smoker,Number of persons,v97164778,4.2.2.5.1,250.0
2012,Nunavik,15 to 24 years,Male,Non-smoker,Percent,v97164779,4.2.2.5.2,18.9
2012,Nunavik,15 to 24 years,Male,Non-smoker,Low 95% confidence interval (percent),v97164780,4.2.2.5.3,15.0
2012,Nunavik,15 to 24 years,Male,Non-smoker,High 95% confidence interval (percent),v97164781,4.2.2.5.4,23.9
2012,Nunavik,15 to 24 years,Male,Exposed to second-hand smoke at home,Number of persons,v97164782,4.2.2.6.1,70.0
2012,Nunavik,15 to 24 years,Male,Exposed to second-hand smoke at home,Percent,v97164783,4.2.2.6.2,5.3
2012,Nunavik,15 to 24 years,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164784,4.2.2.6.3,3.4
2012,Nunavik,15 to 24 years,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164785,4.2.2.6.4,8.4
2012,Nunavik,15 to 24 years,Male,Not exposed to second-hand smoke at home,Number of persons,v97164786,4.2.2.7.1,180.0
2012,Nunavik,15 to 24 years,Male,Not exposed to second-hand smoke at home,Percent,v97164787,4.2.2.7.2,13.6
2012,Nunavik,15 to 24 years,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164788,4.2.2.7.3,10.3
2012,Nunavik,15 to 24 years,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164789,4.2.2.7.4,17.9
2012,Nunavik,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97164790,4.2.2.8.1,F
2012,Nunavik,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Percent,v97164791,4.2.2.8.2,F
2012,Nunavik,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164792,4.2.2.8.3,F
2012,Nunavik,15 to 24 years,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164793,4.2.2.8.4,F
2012,Nunavik,15 to 24 years,Male,Smoking status not specified,Number of persons,v97164794,4.2.2.9.1,250.0
2012,Nunavik,15 to 24 years,Male,Smoking status not specified,Percent,v97164795,4.2.2.9.2,18.9
2012,Nunavik,15 to 24 years,Male,Smoking status not specified,Low 95% confidence interval (percent),v97164796,4.2.2.9.3,14.0
2012,Nunavik,15 to 24 years,Male,Smoking status not specified,High 95% confidence interval (percent),v97164797,4.2.2.9.4,24.9
2012,Nunavik,15 to 24 years,Female,"Total, smoking status",Number of persons,v97164798,4.2.3.1.1,1140.0
2012,Nunavik,15 to 24 years,Female,"Total, smoking status",Percent,v97164799,4.2.3.1.2,100.0
2012,Nunavik,15 to 24 years,Female,"Total, smoking status",Low 95% confidence interval (percent),v97164800,4.2.3.1.3,100.0
2012,Nunavik,15 to 24 years,Female,"Total, smoking status",High 95% confidence interval (percent),v97164801,4.2.3.1.4,100.0
2012,Nunavik,15 to 24 years,Female,Current daily or occasional smoker,Number of persons,v97164802,4.2.3.2.1,780.0
2012,Nunavik,15 to 24 years,Female,Current daily or occasional smoker,Percent,v97164803,4.2.3.2.2,68.4
2012,Nunavik,15 to 24 years,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164804,4.2.3.2.3,62.8
2012,Nunavik,15 to 24 years,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97164805,4.2.3.2.4,74.5
2012,Nunavik,15 to 24 years,Female,Daily smoker,Number of persons,v97164806,4.2.3.3.1,640.0
2012,Nunavik,15 to 24 years,Female,Daily smoker,Percent,v97164807,4.2.3.3.2,56.1
2012,Nunavik,15 to 24 years,Female,Daily smoker,Low 95% confidence interval (percent),v97164808,4.2.3.3.3,50.1
2012,Nunavik,15 to 24 years,Female,Daily smoker,High 95% confidence interval (percent),v97164809,4.2.3.3.4,62.5
2012,Nunavik,15 to 24 years,Female,Occasional smoker,Number of persons,v97164810,4.2.3.4.1,140.0
2012,Nunavik,15 to 24 years,Female,Occasional smoker,Percent,v97164811,4.2.3.4.2,12.3
2012,Nunavik,15 to 24 years,Female,Occasional smoker,Low 95% confidence interval (percent),v97164812,4.2.3.4.3,8.8
2012,Nunavik,15 to 24 years,Female,Occasional smoker,High 95% confidence interval (percent),v97164813,4.2.3.4.4,17.5
2012,Nunavik,15 to 24 years,Female,Non-smoker,Number of persons,v97164814,4.2.3.5.1,130.0
2012,Nunavik,15 to 24 years,Female,Non-smoker,Percent,v97164815,4.2.3.5.2,11.4
2012,Nunavik,15 to 24 years,Female,Non-smoker,Low 95% confidence interval (percent),v97164816,4.2.3.5.3,8.0
2012,Nunavik,15 to 24 years,Female,Non-smoker,High 95% confidence interval (percent),v97164817,4.2.3.5.4,15.2
2012,Nunavik,15 to 24 years,Female,Exposed to second-hand smoke at home,Number of persons,v97164818,4.2.3.6.1,F
2012,Nunavik,15 to 24 years,Female,Exposed to second-hand smoke at home,Percent,v97164819,4.2.3.6.2,F
2012,Nunavik,15 to 24 years,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164820,4.2.3.6.3,F
2012,Nunavik,15 to 24 years,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164821,4.2.3.6.4,F
2012,Nunavik,15 to 24 years,Female,Not exposed to second-hand smoke at home,Number of persons,v97164822,4.2.3.7.1,90.0
2012,Nunavik,15 to 24 years,Female,Not exposed to second-hand smoke at home,Percent,v97164823,4.2.3.7.2,7.9
2012,Nunavik,15 to 24 years,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164824,4.2.3.7.3,5.2
2012,Nunavik,15 to 24 years,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164825,4.2.3.7.4,11.6
2012,Nunavik,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97164826,4.2.3.8.1,F
2012,Nunavik,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Percent,v97164827,4.2.3.8.2,F
2012,Nunavik,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164828,4.2.3.8.3,F
2012,Nunavik,15 to 24 years,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164829,4.2.3.8.4,F
2012,Nunavik,15 to 24 years,Female,Smoking status not specified,Number of persons,v97164830,4.2.3.9.1,230.0
2012,Nunavik,15 to 24 years,Female,Smoking status not specified,Percent,v97164831,4.2.3.9.2,20.2
2012,Nunavik,15 to 24 years,Female,Smoking status not specified,Low 95% confidence interval (percent),v97164832,4.2.3.9.3,14.9
2012,Nunavik,15 to 24 years,Female,Smoking status not specified,High 95% confidence interval (percent),v97164833,4.2.3.9.4,26.1
2012,Nunavik,25 to 54 years,Both sexes,"Total, smoking status",Number of persons,v97164834,4.3.1.1.1,3700.0
2012,Nunavik,25 to 54 years,Both sexes,"Total, smoking status",Percent,v97164835,4.3.1.1.2,100.0
2012,Nunavik,25 to 54 years,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97164836,4.3.1.1.3,100.0
2012,Nunavik,25 to 54 years,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97164837,4.3.1.1.4,100.0
2012,Nunavik,25 to 54 years,Both sexes,Current daily or occasional smoker,Number of persons,v97164838,4.3.1.2.1,2510.0
2012,Nunavik,25 to 54 years,Both sexes,Current daily or occasional smoker,Percent,v97164839,4.3.1.2.2,67.8
2012,Nunavik,25 to 54 years,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164840,4.3.1.2.3,64.0
2012,Nunavik,25 to 54 years,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97164841,4.3.1.2.4,71.7
2012,Nunavik,25 to 54 years,Both sexes,Daily smoker,Number of persons,v97164842,4.3.1.3.1,2270.0
2012,Nunavik,25 to 54 years,Both sexes,Daily smoker,Percent,v97164843,4.3.1.3.2,61.4
2012,Nunavik,25 to 54 years,Both sexes,Daily smoker,Low 95% confidence interval (percent),v97164844,4.3.1.3.3,57.3
2012,Nunavik,25 to 54 years,Both sexes,Daily smoker,High 95% confidence interval (percent),v97164845,4.3.1.3.4,65.3
2012,Nunavik,25 to 54 years,Both sexes,Occasional smoker,Number of persons,v97164846,4.3.1.4.1,240.0
2012,Nunavik,25 to 54 years,Both sexes,Occasional smoker,Percent,v97164847,4.3.1.4.2,6.5
2012,Nunavik,25 to 54 years,Both sexes,Occasional smoker,Low 95% confidence interval (percent),v97164848,4.3.1.4.3,4.8
2012,Nunavik,25 to 54 years,Both sexes,Occasional smoker,High 95% confidence interval (percent),v97164849,4.3.1.4.4,8.9
2012,Nunavik,25 to 54 years,Both sexes,Non-smoker,Number of persons,v97164850,4.3.1.5.1,660.0
2012,Nunavik,25 to 54 years,Both sexes,Non-smoker,Percent,v97164851,4.3.1.5.2,17.8
2012,Nunavik,25 to 54 years,Both sexes,Non-smoker,Low 95% confidence interval (percent),v97164852,4.3.1.5.3,14.8
2012,Nunavik,25 to 54 years,Both sexes,Non-smoker,High 95% confidence interval (percent),v97164853,4.3.1.5.4,21.3
2012,Nunavik,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Number of persons,v97164854,4.3.1.6.1,140.0
2012,Nunavik,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Percent,v97164855,4.3.1.6.2,3.8
2012,Nunavik,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164856,4.3.1.6.3,2.8
2012,Nunavik,25 to 54 years,Both sexes,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164857,4.3.1.6.4,5.5
2012,Nunavik,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Number of persons,v97164858,4.3.1.7.1,510.0
2012,Nunavik,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Percent,v97164859,4.3.1.7.2,13.8
2012,Nunavik,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164860,4.3.1.7.3,11.1
2012,Nunavik,25 to 54 years,Both sexes,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164861,4.3.1.7.4,17.2
2012,Nunavik,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Number of persons,v97164862,4.3.1.8.1,F
2012,Nunavik,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Percent,v97164863,4.3.1.8.2,F
2012,Nunavik,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164864,4.3.1.8.3,F
2012,Nunavik,25 to 54 years,Both sexes,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164865,4.3.1.8.4,F
2012,Nunavik,25 to 54 years,Both sexes,Smoking status not specified,Number of persons,v97164866,4.3.1.9.1,530.0
2012,Nunavik,25 to 54 years,Both sexes,Smoking status not specified,Percent,v97164867,4.3.1.9.2,14.3
2012,Nunavik,25 to 54 years,Both sexes,Smoking status not specified,Low 95% confidence interval (percent),v97164868,4.3.1.9.3,11.7
2012,Nunavik,25 to 54 years,Both sexes,Smoking status not specified,High 95% confidence interval (percent),v97164869,4.3.1.9.4,17.3
2012,Nunavik,25 to 54 years,Male,"Total, smoking status",Number of persons,v97164870,4.3.2.1.1,1630.0
2012,Nunavik,25 to 54 years,Male,"Total, smoking status",Percent,v97164871,4.3.2.1.2,100.0
2012,Nunavik,25 to 54 years,Male,"Total, smoking status",Low 95% confidence interval (percent),v97164872,4.3.2.1.3,100.0
2012,Nunavik,25 to 54 years,Male,"Total, smoking status",High 95% confidence interval (percent),v97164873,4.3.2.1.4,100.0
2012,Nunavik,25 to 54 years,Male,Current daily or occasional smoker,Number of persons,v97164874,4.3.2.2.1,1140.0
2012,Nunavik,25 to 54 years,Male,Current daily or occasional smoker,Percent,v97164875,4.3.2.2.2,69.9
2012,Nunavik,25 to 54 years,Male,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164876,4.3.2.2.3,64.2
2012,Nunavik,25 to 54 years,Male,Current daily or occasional smoker,High 95% confidence interval (percent),v97164877,4.3.2.2.4,75.2
2012,Nunavik,25 to 54 years,Male,Daily smoker,Number of persons,v97164878,4.3.2.3.1,1040.0
2012,Nunavik,25 to 54 years,Male,Daily smoker,Percent,v97164879,4.3.2.3.2,63.8
2012,Nunavik,25 to 54 years,Male,Daily smoker,Low 95% confidence interval (percent),v97164880,4.3.2.3.3,58.2
2012,Nunavik,25 to 54 years,Male,Daily smoker,High 95% confidence interval (percent),v97164881,4.3.2.3.4,69.5
2012,Nunavik,25 to 54 years,Male,Occasional smoker,Number of persons,v97164882,4.3.2.4.1,100.0
2012,Nunavik,25 to 54 years,Male,Occasional smoker,Percent,v97164883,4.3.2.4.2,6.1
2012,Nunavik,25 to 54 years,Male,Occasional smoker,Low 95% confidence interval (percent),v97164884,4.3.2.4.3,3.9
2012,Nunavik,25 to 54 years,Male,Occasional smoker,High 95% confidence interval (percent),v97164885,4.3.2.4.4,9.1
2012,Nunavik,25 to 54 years,Male,Non-smoker,Number of persons,v97164886,4.3.2.5.1,300.0
2012,Nunavik,25 to 54 years,Male,Non-smoker,Percent,v97164887,4.3.2.5.2,18.4
2012,Nunavik,25 to 54 years,Male,Non-smoker,Low 95% confidence interval (percent),v97164888,4.3.2.5.3,14.1
2012,Nunavik,25 to 54 years,Male,Non-smoker,High 95% confidence interval (percent),v97164889,4.3.2.5.4,23.3
2012,Nunavik,25 to 54 years,Male,Exposed to second-hand smoke at home,Number of persons,v97164890,4.3.2.6.1,100.0
2012,Nunavik,25 to 54 years,Male,Exposed to second-hand smoke at home,Percent,v97164891,4.3.2.6.2,6.1
2012,Nunavik,25 to 54 years,Male,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164892,4.3.2.6.3,3.8
2012,Nunavik,25 to 54 years,Male,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164893,4.3.2.6.4,8.9
2012,Nunavik,25 to 54 years,Male,Not exposed to second-hand smoke at home,Number of persons,v97164894,4.3.2.7.1,200.0
2012,Nunavik,25 to 54 years,Male,Not exposed to second-hand smoke at home,Percent,v97164895,4.3.2.7.2,12.3
2012,Nunavik,25 to 54 years,Male,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164896,4.3.2.7.3,8.8
2012,Nunavik,25 to 54 years,Male,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164897,4.3.2.7.4,17.1
2012,Nunavik,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Number of persons,v97164898,4.3.2.8.1,F
2012,Nunavik,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Percent,v97164899,4.3.2.8.2,F
2012,Nunavik,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164900,4.3.2.8.3,F
2012,Nunavik,25 to 54 years,Male,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164901,4.3.2.8.4,F
2012,Nunavik,25 to 54 years,Male,Smoking status not specified,Number of persons,v97164902,4.3.2.9.1,190.0
2012,Nunavik,25 to 54 years,Male,Smoking status not specified,Percent,v97164903,4.3.2.9.2,11.7
2012,Nunavik,25 to 54 years,Male,Smoking status not specified,Low 95% confidence interval (percent),v97164904,4.3.2.9.3,8.5
2012,Nunavik,25 to 54 years,Male,Smoking status not specified,High 95% confidence interval (percent),v97164905,4.3.2.9.4,16.1
2012,Nunavik,25 to 54 years,Female,"Total, smoking status",Number of persons,v97164906,4.3.3.1.1,2070.0
2012,Nunavik,25 to 54 years,Female,"Total, smoking status",Percent,v97164907,4.3.3.1.2,100.0
2012,Nunavik,25 to 54 years,Female,"Total, smoking status",Low 95% confidence interval (percent),v97164908,4.3.3.1.3,100.0
2012,Nunavik,25 to 54 years,Female,"Total, smoking status",High 95% confidence interval (percent),v97164909,4.3.3.1.4,100.0
2012,Nunavik,25 to 54 years,Female,Current daily or occasional smoker,Number of persons,v97164910,4.3.3.2.1,1370.0
2012,Nunavik,25 to 54 years,Female,Current daily or occasional smoker,Percent,v97164911,4.3.3.2.2,66.2
2012,Nunavik,25 to 54 years,Female,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164912,4.3.3.2.3,60.7
2012,Nunavik,25 to 54 years,Female,Current daily or occasional smoker,High 95% confidence interval (percent),v97164913,4.3.3.2.4,71.4
2012,Nunavik,25 to 54 years,Female,Daily smoker,Number of persons,v97164914,4.3.3.3.1,1230.0
2012,Nunavik,25 to 54 years,Female,Daily smoker,Percent,v97164915,4.3.3.3.2,59.4
2012,Nunavik,25 to 54 years,Female,Daily smoker,Low 95% confidence interval (percent),v97164916,4.3.3.3.3,53.5
2012,Nunavik,25 to 54 years,Female,Daily smoker,High 95% confidence interval (percent),v97164917,4.3.3.3.4,64.8
2012,Nunavik,25 to 54 years,Female,Occasional smoker,Number of persons,v97164918,4.3.3.4.1,150.0
2012,Nunavik,25 to 54 years,Female,Occasional smoker,Percent,v97164919,4.3.3.4.2,7.2
2012,Nunavik,25 to 54 years,Female,Occasional smoker,Low 95% confidence interval (percent),v97164920,4.3.3.4.3,4.6
2012,Nunavik,25 to 54 years,Female,Occasional smoker,High 95% confidence interval (percent),v97164921,4.3.3.4.4,10.7
2012,Nunavik,25 to 54 years,Female,Non-smoker,Number of persons,v97164922,4.3.3.5.1,360.0
2012,Nunavik,25 to 54 years,Female,Non-smoker,Percent,v97164923,4.3.3.5.2,17.4
2012,Nunavik,25 to 54 years,Female,Non-smoker,Low 95% confidence interval (percent),v97164924,4.3.3.5.3,13.5
2012,Nunavik,25 to 54 years,Female,Non-smoker,High 95% confidence interval (percent),v97164925,4.3.3.5.4,22.4
2012,Nunavik,25 to 54 years,Female,Exposed to second-hand smoke at home,Number of persons,v97164926,4.3.3.6.1,F
2012,Nunavik,25 to 54 years,Female,Exposed to second-hand smoke at home,Percent,v97164927,4.3.3.6.2,F
2012,Nunavik,25 to 54 years,Female,Exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164928,4.3.3.6.3,F
2012,Nunavik,25 to 54 years,Female,Exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164929,4.3.3.6.4,F
2012,Nunavik,25 to 54 years,Female,Not exposed to second-hand smoke at home,Number of persons,v97164930,4.3.3.7.1,310.0
2012,Nunavik,25 to 54 years,Female,Not exposed to second-hand smoke at home,Percent,v97164931,4.3.3.7.2,15.0
2012,Nunavik,25 to 54 years,Female,Not exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164932,4.3.3.7.3,11.3
2012,Nunavik,25 to 54 years,Female,Not exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164933,4.3.3.7.4,19.9
2012,Nunavik,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Number of persons,v97164934,4.3.3.8.1,F
2012,Nunavik,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Percent,v97164935,4.3.3.8.2,F
2012,Nunavik,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,Low 95% confidence interval (percent),v97164936,4.3.3.8.3,F
2012,Nunavik,25 to 54 years,Female,Not specified if exposed to second-hand smoke at home,High 95% confidence interval (percent),v97164937,4.3.3.8.4,F
2012,Nunavik,25 to 54 years,Female,Smoking status not specified,Number of persons,v97164938,4.3.3.9.1,340.0
2012,Nunavik,25 to 54 years,Female,Smoking status not specified,Percent,v97164939,4.3.3.9.2,16.4
2012,Nunavik,25 to 54 years,Female,Smoking status not specified,Low 95% confidence interval (percent),v97164940,4.3.3.9.3,12.6
2012,Nunavik,25 to 54 years,Female,Smoking status not specified,High 95% confidence interval (percent),v97164941,4.3.3.9.4,20.6
2012,Nunavik,55 years and over,Both sexes,"Total, smoking status",Number of persons,v97164942,4.4.1.1.1,830.0
2012,Nunavik,55 years and over,Both sexes,"Total, smoking status",Percent,v97164943,4.4.1.1.2,100.0
2012,Nunavik,55 years and over,Both sexes,"Total, smoking status",Low 95% confidence interval (percent),v97164944,4.4.1.1.3,100.0
2012,Nunavik,55 years and over,Both sexes,"Total, smoking status",High 95% confidence interval (percent),v97164945,4.4.1.1.4,100.0
2012,Nunavik,55 years and over,Both sexes,Current daily or occasional smoker,Number of persons,v97164946,4.4.1.2.1,410.0
2012,Nunavik,55 years and over,Both sexes,Current daily or occasional smoker,Percent,v97164947,4.4.1.2.2,49.4
2012,Nunavik,55 years and over,Both sexes,Current daily or occasional smoker,Low 95% confidence interval (percent),v97164948,4.4.1.2.3,37.9
2012,Nunavik,55 years and over,Both sexes,Current daily or occasional smoker,High 95% confidence interval (percent),v97164949,4.4.1.2.4,61.5
2012,Nunavik,55 years and over,Both sexes,Daily smoker,Number of persons,v97164950,4.4.1.3.1,350.0
2012,Nunavik,55 years and over,Both sexes,Daily smoker,Percent,v97164951,4.4.1.3.2,42.2
