Ref_Date,GEO,AGE,SEX,HEALTH,STATS,Vector,Coordinate,Value
2001,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Percent,v97101459,4.5.1.3.2,9.6
2006,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Percent,v97101459,4.5.1.3.2,9.0
2012,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Percent,v97101459,4.5.1.3.2,13.3
2001,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101460,4.5.1.3.3,5.7
2006,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101460,4.5.1.3.3,5.1
2012,Nunavik,55 years and over,Both sexes,Excellent perceived general health,Low 95% confidence interval (percent),v97101460,4.5.1.3.3,7.2
2001,Nunavik,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101461,4.5.1.3.4,17.7
2006,Nunavik,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101461,4.5.1.3.4,13.6
2012,Nunavik,55 years and over,Both sexes,Excellent perceived general health,High 95% confidence interval (percent),v97101461,4.5.1.3.4,23.8
2001,Nunavik,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97101462,4.5.1.4.1,80.0
2006,Nunavik,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97101462,4.5.1.4.1,F
2012,Nunavik,55 years and over,Both sexes,Very good perceived general health,Number of persons,v97101462,4.5.1.4.1,F
2001,Nunavik,55 years and over,Both sexes,Very good perceived general health,Percent,v97101463,4.5.1.4.2,15.4
2006,Nunavik,55 years and over,Both sexes,Very good perceived general health,Percent,v97101463,4.5.1.4.2,F
2012,Nunavik,55 years and over,Both sexes,Very good perceived general health,Percent,v97101463,4.5.1.4.2,F
2001,Nunavik,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101464,4.5.1.4.3,9.1
2006,Nunavik,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101464,4.5.1.4.3,F
2012,Nunavik,55 years and over,Both sexes,Very good perceived general health,Low 95% confidence interval (percent),v97101464,4.5.1.4.3,F
2001,Nunavik,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101465,4.5.1.4.4,22.6
2006,Nunavik,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101465,4.5.1.4.4,F
2012,Nunavik,55 years and over,Both sexes,Very good perceived general health,High 95% confidence interval (percent),v97101465,4.5.1.4.4,F
2001,Nunavik,55 years and over,Both sexes,Good perceived general health,Number of persons,v97101466,4.5.1.5.1,240.0
2006,Nunavik,55 years and over,Both sexes,Good perceived general health,Number of persons,v97101466,4.5.1.5.1,240.0
2012,Nunavik,55 years and over,Both sexes,Good perceived general health,Number of persons,v97101466,4.5.1.5.1,340.0
2001,Nunavik,55 years and over,Both sexes,Good perceived general health,Percent,v97101467,4.5.1.5.2,46.2
2006,Nunavik,55 years and over,Both sexes,Good perceived general health,Percent,v97101467,4.5.1.5.2,35.8
2012,Nunavik,55 years and over,Both sexes,Good perceived general health,Percent,v97101467,4.5.1.5.2,41.0
2001,Nunavik,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101468,4.5.1.5.3,37.5
2006,Nunavik,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101468,4.5.1.5.3,27.2
2012,Nunavik,55 years and over,Both sexes,Good perceived general health,Low 95% confidence interval (percent),v97101468,4.5.1.5.3,29.9
2001,Nunavik,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101469,4.5.1.5.4,55.7
2006,Nunavik,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101469,4.5.1.5.4,44.4
2012,Nunavik,55 years and over,Both sexes,Good perceived general health,High 95% confidence interval (percent),v97101469,4.5.1.5.4,53.8
2001,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97101470,4.5.1.6.1,150.0
2006,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97101470,4.5.1.6.1,320.0
2012,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Number of persons,v97101470,4.5.1.6.1,220.0
2001,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97101471,4.5.1.6.2,28.8
2006,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97101471,4.5.1.6.2,47.8
2012,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Percent,v97101471,4.5.1.6.2,26.5
2001,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101472,4.5.1.6.3,21.2
2006,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101472,4.5.1.6.3,38.2
2012,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101472,4.5.1.6.3,16.7
2001,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101473,4.5.1.6.4,37.6
2006,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101473,4.5.1.6.4,56.2
2012,Nunavik,55 years and over,Both sexes,Fair or poor perceived general health,High 95% confidence interval (percent),v97101473,4.5.1.6.4,39.0
2001,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97101474,4.5.1.7.1,F
2006,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97101474,4.5.1.7.1,F
2012,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Number of persons,v97101474,4.5.1.7.1,F
2001,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Percent,v97101475,4.5.1.7.2,F
2006,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Percent,v97101475,4.5.1.7.2,F
2012,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Percent,v97101475,4.5.1.7.2,F
2001,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101476,4.5.1.7.3,F
2006,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101476,4.5.1.7.3,F
2012,Nunavik,55 years and over,Both sexes,Perceived general health not specified,Low 95% confidence interval (percent),v97101476,4.5.1.7.3,F
2001,Nunavik,55 years and over,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101477,4.5.1.7.4,F
2006,Nunavik,55 years and over,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101477,4.5.1.7.4,F
2012,Nunavik,55 years and over,Both sexes,Perceived general health not specified,High 95% confidence interval (percent),v97101477,4.5.1.7.4,F
2001,Nunavik,55 years and over,Male,"Total, perceived general health",Number of persons,v97101478,4.5.2.1.1,230.0
2006,Nunavik,55 years and over,Male,"Total, perceived general health",Number of persons,v97101478,4.5.2.1.1,380.0
2012,Nunavik,55 years and over,Male,"Total, perceived general health",Number of persons,v97101478,4.5.2.1.1,400.0
2001,Nunavik,55 years and over,Male,"Total, perceived general health",Percent,v97101479,4.5.2.1.2,100.0
2006,Nunavik,55 years and over,Male,"Total, perceived general health",Percent,v97101479,4.5.2.1.2,100.0
2012,Nunavik,55 years and over,Male,"Total, perceived general health",Percent,v97101479,4.5.2.1.2,100.0
2001,Nunavik,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101480,4.5.2.1.3,100.0
2006,Nunavik,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101480,4.5.2.1.3,100.0
2012,Nunavik,55 years and over,Male,"Total, perceived general health",Low 95% confidence interval (percent),v97101480,4.5.2.1.3,100.0
2001,Nunavik,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101481,4.5.2.1.4,100.0
2006,Nunavik,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101481,4.5.2.1.4,100.0
2012,Nunavik,55 years and over,Male,"Total, perceived general health",High 95% confidence interval (percent),v97101481,4.5.2.1.4,100.0
2001,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97101482,4.5.2.2.1,60.0
2006,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97101482,4.5.2.2.1,90.0
2012,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Number of persons,v97101482,4.5.2.2.1,120.0
2001,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Percent,v97101483,4.5.2.2.2,26.1
2006,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Percent,v97101483,4.5.2.2.2,23.7
2012,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Percent,v97101483,4.5.2.2.2,30.0
2001,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101484,4.5.2.2.3,15.5
2006,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101484,4.5.2.2.3,15.2
2012,Nunavik,55 years and over,Male,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101484,4.5.2.2.3,16.4
2001,Nunavik,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101485,4.5.2.2.4,39.6
2006,Nunavik,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101485,4.5.2.2.4,34.1
2012,Nunavik,55 years and over,Male,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101485,4.5.2.2.4,46.8
2001,Nunavik,55 years and over,Male,Excellent perceived general health,Number of persons,v97101486,4.5.2.3.1,F
2006,Nunavik,55 years and over,Male,Excellent perceived general health,Number of persons,v97101486,4.5.2.3.1,F
2012,Nunavik,55 years and over,Male,Excellent perceived general health,Number of persons,v97101486,4.5.2.3.1,F
2001,Nunavik,55 years and over,Male,Excellent perceived general health,Percent,v97101487,4.5.2.3.2,F
2006,Nunavik,55 years and over,Male,Excellent perceived general health,Percent,v97101487,4.5.2.3.2,F
2012,Nunavik,55 years and over,Male,Excellent perceived general health,Percent,v97101487,4.5.2.3.2,F
2001,Nunavik,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101488,4.5.2.3.3,F
2006,Nunavik,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101488,4.5.2.3.3,F
2012,Nunavik,55 years and over,Male,Excellent perceived general health,Low 95% confidence interval (percent),v97101488,4.5.2.3.3,F
2001,Nunavik,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101489,4.5.2.3.4,F
2006,Nunavik,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101489,4.5.2.3.4,F
2012,Nunavik,55 years and over,Male,Excellent perceived general health,High 95% confidence interval (percent),v97101489,4.5.2.3.4,F
2001,Nunavik,55 years and over,Male,Very good perceived general health,Number of persons,v97101490,4.5.2.4.1,F
2006,Nunavik,55 years and over,Male,Very good perceived general health,Number of persons,v97101490,4.5.2.4.1,F
2012,Nunavik,55 years and over,Male,Very good perceived general health,Number of persons,v97101490,4.5.2.4.1,F
2001,Nunavik,55 years and over,Male,Very good perceived general health,Percent,v97101491,4.5.2.4.2,F
2006,Nunavik,55 years and over,Male,Very good perceived general health,Percent,v97101491,4.5.2.4.2,F
2012,Nunavik,55 years and over,Male,Very good perceived general health,Percent,v97101491,4.5.2.4.2,F
2001,Nunavik,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97101492,4.5.2.4.3,F
2006,Nunavik,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97101492,4.5.2.4.3,F
2012,Nunavik,55 years and over,Male,Very good perceived general health,Low 95% confidence interval (percent),v97101492,4.5.2.4.3,F
2001,Nunavik,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97101493,4.5.2.4.4,F
2006,Nunavik,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97101493,4.5.2.4.4,F
2012,Nunavik,55 years and over,Male,Very good perceived general health,High 95% confidence interval (percent),v97101493,4.5.2.4.4,F
2001,Nunavik,55 years and over,Male,Good perceived general health,Number of persons,v97101494,4.5.2.5.1,110.0
2006,Nunavik,55 years and over,Male,Good perceived general health,Number of persons,v97101494,4.5.2.5.1,140.0
2012,Nunavik,55 years and over,Male,Good perceived general health,Number of persons,v97101494,4.5.2.5.1,150.0
2001,Nunavik,55 years and over,Male,Good perceived general health,Percent,v97101495,4.5.2.5.2,47.8
2006,Nunavik,55 years and over,Male,Good perceived general health,Percent,v97101495,4.5.2.5.2,36.8
2012,Nunavik,55 years and over,Male,Good perceived general health,Percent,v97101495,4.5.2.5.2,37.5
2001,Nunavik,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97101496,4.5.2.5.3,35.1
2006,Nunavik,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97101496,4.5.2.5.3,24.9
2012,Nunavik,55 years and over,Male,Good perceived general health,Low 95% confidence interval (percent),v97101496,4.5.2.5.3,22.9
2001,Nunavik,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97101497,4.5.2.5.4,63.5
2006,Nunavik,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97101497,4.5.2.5.4,49.0
2012,Nunavik,55 years and over,Male,Good perceived general health,High 95% confidence interval (percent),v97101497,4.5.2.5.4,56.5
2001,Nunavik,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97101498,4.5.2.6.1,60.0
2006,Nunavik,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97101498,4.5.2.6.1,150.0
2012,Nunavik,55 years and over,Male,Fair or poor perceived general health,Number of persons,v97101498,4.5.2.6.1,F
2001,Nunavik,55 years and over,Male,Fair or poor perceived general health,Percent,v97101499,4.5.2.6.2,26.1
2006,Nunavik,55 years and over,Male,Fair or poor perceived general health,Percent,v97101499,4.5.2.6.2,39.5
2012,Nunavik,55 years and over,Male,Fair or poor perceived general health,Percent,v97101499,4.5.2.6.2,F
2001,Nunavik,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101500,4.5.2.6.3,15.1
2006,Nunavik,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101500,4.5.2.6.3,27.7
2012,Nunavik,55 years and over,Male,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101500,4.5.2.6.3,F
2001,Nunavik,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97101501,4.5.2.6.4,38.4
2006,Nunavik,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97101501,4.5.2.6.4,52.4
2012,Nunavik,55 years and over,Male,Fair or poor perceived general health,High 95% confidence interval (percent),v97101501,4.5.2.6.4,F
2001,Nunavik,55 years and over,Male,Perceived general health not specified,Number of persons,v97101502,4.5.2.7.1,F
2006,Nunavik,55 years and over,Male,Perceived general health not specified,Number of persons,v97101502,4.5.2.7.1,F
2012,Nunavik,55 years and over,Male,Perceived general health not specified,Number of persons,v97101502,4.5.2.7.1,F
2001,Nunavik,55 years and over,Male,Perceived general health not specified,Percent,v97101503,4.5.2.7.2,F
2006,Nunavik,55 years and over,Male,Perceived general health not specified,Percent,v97101503,4.5.2.7.2,F
2012,Nunavik,55 years and over,Male,Perceived general health not specified,Percent,v97101503,4.5.2.7.2,F
2001,Nunavik,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97101504,4.5.2.7.3,F
2006,Nunavik,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97101504,4.5.2.7.3,F
2012,Nunavik,55 years and over,Male,Perceived general health not specified,Low 95% confidence interval (percent),v97101504,4.5.2.7.3,F
2001,Nunavik,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97101505,4.5.2.7.4,F
2006,Nunavik,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97101505,4.5.2.7.4,F
2012,Nunavik,55 years and over,Male,Perceived general health not specified,High 95% confidence interval (percent),v97101505,4.5.2.7.4,F
2001,Nunavik,55 years and over,Female,"Total, perceived general health",Number of persons,v97101506,4.5.3.1.1,290.0
2006,Nunavik,55 years and over,Female,"Total, perceived general health",Number of persons,v97101506,4.5.3.1.1,290.0
2012,Nunavik,55 years and over,Female,"Total, perceived general health",Number of persons,v97101506,4.5.3.1.1,430.0
2001,Nunavik,55 years and over,Female,"Total, perceived general health",Percent,v97101507,4.5.3.1.2,100.0
2006,Nunavik,55 years and over,Female,"Total, perceived general health",Percent,v97101507,4.5.3.1.2,100.0
2012,Nunavik,55 years and over,Female,"Total, perceived general health",Percent,v97101507,4.5.3.1.2,100.0
2001,Nunavik,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97101508,4.5.3.1.3,100.0
2006,Nunavik,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97101508,4.5.3.1.3,100.0
2012,Nunavik,55 years and over,Female,"Total, perceived general health",Low 95% confidence interval (percent),v97101508,4.5.3.1.3,100.0
2001,Nunavik,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97101509,4.5.3.1.4,100.0
2006,Nunavik,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97101509,4.5.3.1.4,100.0
2012,Nunavik,55 years and over,Female,"Total, perceived general health",High 95% confidence interval (percent),v97101509,4.5.3.1.4,100.0
2001,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97101510,4.5.3.2.1,70.0
2006,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97101510,4.5.3.2.1,F
2012,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Number of persons,v97101510,4.5.3.2.1,F
2001,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Percent,v97101511,4.5.3.2.2,24.1
2006,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Percent,v97101511,4.5.3.2.2,F
2012,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Percent,v97101511,4.5.3.2.2,F
2001,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101512,4.5.3.2.3,14.6
2006,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101512,4.5.3.2.3,F
2012,Nunavik,55 years and over,Female,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101512,4.5.3.2.3,F
2001,Nunavik,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101513,4.5.3.2.4,37.2
2006,Nunavik,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101513,4.5.3.2.4,F
2012,Nunavik,55 years and over,Female,Excellent or very good perceived general health,High 95% confidence interval (percent),v97101513,4.5.3.2.4,F
2001,Nunavik,55 years and over,Female,Excellent perceived general health,Number of persons,v97101514,4.5.3.3.1,F
2006,Nunavik,55 years and over,Female,Excellent perceived general health,Number of persons,v97101514,4.5.3.3.1,F
2012,Nunavik,55 years and over,Female,Excellent perceived general health,Number of persons,v97101514,4.5.3.3.1,F
2001,Nunavik,55 years and over,Female,Excellent perceived general health,Percent,v97101515,4.5.3.3.2,F
2006,Nunavik,55 years and over,Female,Excellent perceived general health,Percent,v97101515,4.5.3.3.2,F
2012,Nunavik,55 years and over,Female,Excellent perceived general health,Percent,v97101515,4.5.3.3.2,F
2001,Nunavik,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97101516,4.5.3.3.3,F
2006,Nunavik,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97101516,4.5.3.3.3,F
2012,Nunavik,55 years and over,Female,Excellent perceived general health,Low 95% confidence interval (percent),v97101516,4.5.3.3.3,F
2001,Nunavik,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97101517,4.5.3.3.4,F
2006,Nunavik,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97101517,4.5.3.3.4,F
2012,Nunavik,55 years and over,Female,Excellent perceived general health,High 95% confidence interval (percent),v97101517,4.5.3.3.4,F
2001,Nunavik,55 years and over,Female,Very good perceived general health,Number of persons,v97101518,4.5.3.4.1,50.0
2006,Nunavik,55 years and over,Female,Very good perceived general health,Number of persons,v97101518,4.5.3.4.1,F
2012,Nunavik,55 years and over,Female,Very good perceived general health,Number of persons,v97101518,4.5.3.4.1,F
2001,Nunavik,55 years and over,Female,Very good perceived general health,Percent,v97101519,4.5.3.4.2,17.2
2006,Nunavik,55 years and over,Female,Very good perceived general health,Percent,v97101519,4.5.3.4.2,F
2012,Nunavik,55 years and over,Female,Very good perceived general health,Percent,v97101519,4.5.3.4.2,F
2001,Nunavik,55 years and over,Female,Very good perceived general health,Low 95% confidence interval (percent),v97101520,4.5.3.4.3,9.5
2006,Nunavik,55 years and over,Female,Very good perceived general health,Low 95% confidence interval (percent),v97101520,4.5.3.4.3,F
2012,Nunavik,55 years and over,Female,Very good perceived general health,Low 95% confidence interval (percent),v97101520,4.5.3.4.3,F
2001,Nunavik,55 years and over,Female,Very good perceived general health,High 95% confidence interval (percent),v97101521,4.5.3.4.4,29.4
2006,Nunavik,55 years and over,Female,Very good perceived general health,High 95% confidence interval (percent),v97101521,4.5.3.4.4,F
2012,Nunavik,55 years and over,Female,Very good perceived general health,High 95% confidence interval (percent),v97101521,4.5.3.4.4,F
2001,Nunavik,55 years and over,Female,Good perceived general health,Number of persons,v97101522,4.5.3.5.1,130.0
2006,Nunavik,55 years and over,Female,Good perceived general health,Number of persons,v97101522,4.5.3.5.1,100.0
2012,Nunavik,55 years and over,Female,Good perceived general health,Number of persons,v97101522,4.5.3.5.1,190.0
2001,Nunavik,55 years and over,Female,Good perceived general health,Percent,v97101523,4.5.3.5.2,44.8
2006,Nunavik,55 years and over,Female,Good perceived general health,Percent,v97101523,4.5.3.5.2,34.5
2012,Nunavik,55 years and over,Female,Good perceived general health,Percent,v97101523,4.5.3.5.2,44.2
2001,Nunavik,55 years and over,Female,Good perceived general health,Low 95% confidence interval (percent),v97101524,4.5.3.5.3,32.4
2006,Nunavik,55 years and over,Female,Good perceived general health,Low 95% confidence interval (percent),v97101524,4.5.3.5.3,23.0
2012,Nunavik,55 years and over,Female,Good perceived general health,Low 95% confidence interval (percent),v97101524,4.5.3.5.3,28.3
2001,Nunavik,55 years and over,Female,Good perceived general health,High 95% confidence interval (percent),v97101525,4.5.3.5.4,56.7
2006,Nunavik,55 years and over,Female,Good perceived general health,High 95% confidence interval (percent),v97101525,4.5.3.5.4,48.0
2012,Nunavik,55 years and over,Female,Good perceived general health,High 95% confidence interval (percent),v97101525,4.5.3.5.4,61.2
2001,Nunavik,55 years and over,Female,Fair or poor perceived general health,Number of persons,v97101526,4.5.3.6.1,90.0
2006,Nunavik,55 years and over,Female,Fair or poor perceived general health,Number of persons,v97101526,4.5.3.6.1,170.0
2012,Nunavik,55 years and over,Female,Fair or poor perceived general health,Number of persons,v97101526,4.5.3.6.1,110.0
2001,Nunavik,55 years and over,Female,Fair or poor perceived general health,Percent,v97101527,4.5.3.6.2,31.0
2006,Nunavik,55 years and over,Female,Fair or poor perceived general health,Percent,v97101527,4.5.3.6.2,58.6
2012,Nunavik,55 years and over,Female,Fair or poor perceived general health,Percent,v97101527,4.5.3.6.2,25.6
2001,Nunavik,55 years and over,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101528,4.5.3.6.3,21.1
2006,Nunavik,55 years and over,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101528,4.5.3.6.3,43.7
2012,Nunavik,55 years and over,Female,Fair or poor perceived general health,Low 95% confidence interval (percent),v97101528,4.5.3.6.3,13.6
2001,Nunavik,55 years and over,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97101529,4.5.3.6.4,44.6
2006,Nunavik,55 years and over,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97101529,4.5.3.6.4,69.9
2012,Nunavik,55 years and over,Female,Fair or poor perceived general health,High 95% confidence interval (percent),v97101529,4.5.3.6.4,42.5
2001,Nunavik,55 years and over,Female,Perceived general health not specified,Number of persons,v97101530,4.5.3.7.1,F
2006,Nunavik,55 years and over,Female,Perceived general health not specified,Number of persons,v97101530,4.5.3.7.1,F
2012,Nunavik,55 years and over,Female,Perceived general health not specified,Number of persons,v97101530,4.5.3.7.1,F
2001,Nunavik,55 years and over,Female,Perceived general health not specified,Percent,v97101531,4.5.3.7.2,F
2006,Nunavik,55 years and over,Female,Perceived general health not specified,Percent,v97101531,4.5.3.7.2,F
2012,Nunavik,55 years and over,Female,Perceived general health not specified,Percent,v97101531,4.5.3.7.2,F
2001,Nunavik,55 years and over,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97101532,4.5.3.7.3,F
2006,Nunavik,55 years and over,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97101532,4.5.3.7.3,F
2012,Nunavik,55 years and over,Female,Perceived general health not specified,Low 95% confidence interval (percent),v97101532,4.5.3.7.3,F
2001,Nunavik,55 years and over,Female,Perceived general health not specified,High 95% confidence interval (percent),v97101533,4.5.3.7.4,F
2006,Nunavik,55 years and over,Female,Perceived general health not specified,High 95% confidence interval (percent),v97101533,4.5.3.7.4,F
2012,Nunavik,55 years and over,Female,Perceived general health not specified,High 95% confidence interval (percent),v97101533,4.5.3.7.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Number of persons,v97101534,4.6.1.1.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Number of persons,v97101534,4.6.1.1.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Number of persons,v97101534,4.6.1.1.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Percent,v97101535,4.6.1.1.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Percent,v97101535,4.6.1.1.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Percent,v97101535,4.6.1.1.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97101536,4.6.1.1.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97101536,4.6.1.1.3,F
2012,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",Low 95% confidence interval (percent),v97101536,4.6.1.1.3,F
2001,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97101537,4.6.1.1.4,F
2006,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97101537,4.6.1.1.4,F
2012,Nunavik,Age not specified or invalid,Both sexes,"Total, perceived general health",High 95% confidence interval (percent),v97101537,4.6.1.1.4,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Number of persons,v97101538,4.6.1.2.1,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Number of persons,v97101538,4.6.1.2.1,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Number of persons,v97101538,4.6.1.2.1,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Percent,v97101539,4.6.1.2.2,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Percent,v97101539,4.6.1.2.2,F
2012,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Percent,v97101539,4.6.1.2.2,F
2001,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101540,4.6.1.2.3,F
2006,Nunavik,Age not specified or invalid,Both sexes,Excellent or very good perceived general health,Low 95% confidence interval (percent),v97101540,4.6.1.2.3,F
