Ref_Date,GEO,VEGETABLE,HOLDING,Vector,Coordinate,Value
1970/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,467.0
1970/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,411.0
1970/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,356.0
1970/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,353.0
1970/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,891.0
1970/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1139.0
1970/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1129.0
1971/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1006.0
1971/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,948.0
1971/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,873.0
1971/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,740.0
1971/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,634.0
1971/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,521.0
1971/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,452.0
1971/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,355.0
1971/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,317.0
1971/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,435.0
1971/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,601.0
1971/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,602.0
1972/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,579.0
1972/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,449.0
1972/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,419.0
1972/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,348.0
1972/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,271.0
1972/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,276.0
1972/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,295.0
1972/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,275.0
1972/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,310.0
1972/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,317.0
1972/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,722.0
1972/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,888.0
1973/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,842.0
1973/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1017.0
1973/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,759.0
1973/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,677.0
1973/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,604.0
1973/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,476.0
1973/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,364.0
1973/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,357.0
1973/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,329.0
1973/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,674.0
1973/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1233.0
1973/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1390.0
1974/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1323.0
1974/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1279.0
1974/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1221.0
1974/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1110.0
1974/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1031.0
1974/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,909.0
1974/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,813.0
1974/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,772.0
1974/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,684.0
1974/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,910.0
1974/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1420.0
1974/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1791.0
1975/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1476.0
1975/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1420.0
1975/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1546.0
1975/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1439.0
1975/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1251.0
1975/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1175.0
1975/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,787.0
1975/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,805.0
1975/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,743.0
1975/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,897.0
1975/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1637.0
1975/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1793.0
1976/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1675.0
1976/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1483.0
1976/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1368.0
1976/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1186.0
1976/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1120.0
1976/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1011.0
1976/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,928.0
1976/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,904.0
1976/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,845.0
1976/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1101.0
1976/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1571.0
1976/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1554.0
1977/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1417.0
1977/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1215.0
1977/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1068.0
1977/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,873.0
1977/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,695.0
1977/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,601.0
1977/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,462.0
1977/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,374.0
1977/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,299.0
1977/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,230.0
1977/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,400.0
1977/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,647.0
1978/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,831.0
1978/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,654.0
1978/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,572.0
1978/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,531.0
1978/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,435.0
1978/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,350.0
1978/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,263.0
1978/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,236.0
1978/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,386.0
1978/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,733.0
1978/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1697.0
1978/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1868.0
1979/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1683.0
1979/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1583.0
1979/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1545.0
1979/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1315.0
1979/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1090.0
1979/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1051.0
1979/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,925.0
1979/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,943.0
1979/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1148.0
1979/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1614.0
1979/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,4059.0
1979/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3706.0
1980/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3586.0
1980/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3367.0
1980/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3128.0
1980/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2909.0
1980/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2620.0
1980/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2457.0
1980/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2127.0
1980/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1972.0
1980/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1789.0
1980/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1992.0
1980/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3132.0
1980/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3074.0
1981/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2837.0
1981/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2605.0
1981/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2330.0
1981/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2354.0
1981/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1745.0
1981/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1499.0
1981/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1309.0
1981/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1145.0
1981/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1293.0
1981/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1749.0
1981/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1725.0
1981/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2362.0
1982/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2170.0
1982/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1903.0
1982/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1484.0
1982/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1507.0
1982/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1416.0
1982/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1202.0
1982/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,952.0
1982/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1080.0
1982/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1577.0
1982/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2671.0
1982/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,4082.0
1982/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3902.0
1983/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3350.0
1983/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3901.0
1983/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3228.0
1983/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2829.0
1983/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3024.0
1983/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2689.0
1983/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2195.0
1983/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2319.0
1983/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2489.0
1983/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3031.0
1983/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3466.0
1983/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3427.0
1984/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3355.0
1984/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3012.0
1984/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2690.0
1984/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2302.0
1984/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1850.0
1984/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1557.0
1984/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1339.0
1984/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1126.0
1984/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1212.0
1984/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1506.0
1984/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1635.0
1984/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1564.0
1985/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1770.0
1985/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1465.0
1985/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1469.0
1985/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1295.0
1985/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1093.0
1985/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,922.0
1985/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,829.0
1985/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,707.0
1985/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,730.0
1985/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1883.0
1985/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2178.0
1985/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2353.0
1986/01,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2250.0
1986/02,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2313.0
1986/03,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1924.0
1986/04,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2058.0
1986/05,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2049.0
1986/06,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1622.0
1986/07,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1700.0
1986/08,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1861.0
1986/09,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,1644.0
1986/10,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2420.0
1986/11,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,2641.0
1986/12,Canada,Cauliflower,Frozen vegetables held in storages and factories,v722395,1.10.1,3014.0
1970/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6429.0
1970/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5337.0
1970/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4358.0
1970/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3764.0
1970/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3082.0
1970/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2630.0
1970/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2173.0
1970/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1830.0
1970/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4726.0
1970/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,10264.0
1970/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,10113.0
1970/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8606.0
1971/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7476.0
1971/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6389.0
1971/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5520.0
1971/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4729.0
1971/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3959.0
1971/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2777.0
1971/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2528.0
1971/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2299.0
1971/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3797.0
1971/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8806.0
1971/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,10898.0
1971/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9532.0
1972/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7922.0
1972/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7023.0
1972/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5779.0
1972/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4863.0
1972/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3885.0
1972/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2880.0
1972/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1943.0
1972/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1388.0
1972/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3203.0
1972/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8770.0
1972/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,12604.0
1972/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9760.0
1973/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8929.0
1973/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7469.0
1973/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6428.0
1973/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4775.0
1973/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3617.0
1973/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2542.0
1973/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1684.0
1973/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,954.0
1973/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2506.0
1973/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9521.0
1973/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9467.0
1973/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8295.0
1974/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7144.0
1974/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5770.0
1974/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4753.0
1974/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3650.0
1974/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2812.0
1974/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2188.0
1974/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1751.0
1974/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,1266.0
1974/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2685.0
1974/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8016.0
1974/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8326.0
1974/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6743.0
1975/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6887.0
1975/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5960.0
1975/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6021.0
1975/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5709.0
1975/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4741.0
1975/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3701.0
1975/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3459.0
1975/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,2800.0
1975/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7337.0
1975/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,12736.0
1975/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,14828.0
1975/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,14366.0
1976/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,13573.0
1976/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,12187.0
1976/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,11252.0
1976/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,10256.0
1976/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9637.0
1976/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8442.0
1976/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7425.0
1976/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6200.0
1976/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,8309.0
1976/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,14857.0
1976/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,19162.0
1976/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,17399.0
1977/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,16363.0
1977/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,14061.0
1977/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,12383.0
1977/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,10981.0
1977/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9410.0
1977/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7661.0
1977/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6614.0
1977/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5284.0
1977/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,11894.0
1977/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,23265.0
1977/11,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,21567.0
1977/12,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,19540.0
1978/01,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,17456.0
1978/02,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,15013.0
1978/03,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,12970.0
1978/04,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,9405.0
1978/05,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,7278.0
1978/06,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,5794.0
1978/07,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,4701.0
1978/08,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,3053.0
1978/09,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,6894.0
1978/10,Canada,Corn,Frozen vegetables held in storages and factories,v722396,1.11.1,16986.0
