Ref_Date,GEO,EXP,Vector,Coordinate,Value
2013,Saskatchewan,"Sod, gross yearly payroll",v52222585,9.8,1501681.00000000
2014,Saskatchewan,"Sod, gross yearly payroll",v52222585,9.8,1827967.00000000
2015,Saskatchewan,"Sod, gross yearly payroll",v52222585,9.8,1850612.00000000
2007,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,0.00000000
2008,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,x
2009,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,x
2010,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,x
2011,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,2234090.00000000
2012,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,1825220.00000000
2013,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,2179291.00000000
2014,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,2130351.00000000
2015,Saskatchewan,"Sod, other operating expenses",v52222596,9.9,1958980.00000000
2007,Alberta,"Nursery, total operating expenses",v52222564,10.1,0.00000000
2008,Alberta,"Nursery, total operating expenses",v52222564,10.1,32491585.00000000
2009,Alberta,"Nursery, total operating expenses",v52222564,10.1,35111447.00000000
2010,Alberta,"Nursery, total operating expenses",v52222564,10.1,39924138.00000000
2011,Alberta,"Nursery, total operating expenses",v52222564,10.1,48235775.00000000
2012,Alberta,"Nursery, total operating expenses",v52222564,10.1,41117225.00000000
2013,Alberta,"Nursery, total operating expenses",v52222564,10.1,35680264.00000000
2014,Alberta,"Nursery, total operating expenses",v52222564,10.1,44116283.00000000
2015,Alberta,"Nursery, total operating expenses",v52222564,10.1,47918072.00000000
2007,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,3721348.00000000
2008,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,3478554.00000000
2009,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,4252599.00000000
2010,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,4307060.00000000
2011,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,6591050.00000000
2012,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,4974585.00000000
2013,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,3945571.00000000
2014,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,4605286.00000000
2015,Alberta,"Nursery, plant material purchases for growing on",v52222520,10.2,5463357.00000000
2007,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,7600000.00000000
2008,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,7824500.00000000
2009,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,7753110.00000000
2010,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,6365190.00000000
2011,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,5694660.00000000
2012,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,4218885.00000000
2013,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,3233685.00000000
2014,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,4883923.00000000
2015,Alberta,"Nursery, plant material purchases for resale",v52222531,10.3,5990272.00000000
2007,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,17500000.00000000
2008,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,11605626.00000000
2009,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,13845708.00000000
2010,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,16474935.00000000
2011,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,20190810.00000000
2012,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,17489420.00000000
2013,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,16100500.00000000
2014,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,18583940.00000000
2015,Alberta,"Nursery, gross yearly payroll",v52222542,10.4,19237639.00000000
2007,Alberta,"Nursery, other operating expenses",v52222553,10.5,0.00000000
2008,Alberta,"Nursery, other operating expenses",v52222553,10.5,9582905.00000000
2009,Alberta,"Nursery, other operating expenses",v52222553,10.5,9260030.00000000
2010,Alberta,"Nursery, other operating expenses",v52222553,10.5,12776953.00000000
2011,Alberta,"Nursery, other operating expenses",v52222553,10.5,15759255.00000000
2012,Alberta,"Nursery, other operating expenses",v52222553,10.5,14434335.00000000
2013,Alberta,"Nursery, other operating expenses",v52222553,10.5,12400508.00000000
2014,Alberta,"Nursery, other operating expenses",v52222553,10.5,16043134.00000000
2015,Alberta,"Nursery, other operating expenses",v52222553,10.5,17226804.00000000
2007,Alberta,"Sod, total operating expenses",v52222608,10.6,0.00000000
2008,Alberta,"Sod, total operating expenses",v52222608,10.6,19714774.00000000
2009,Alberta,"Sod, total operating expenses",v52222608,10.6,22402943.00000000
2010,Alberta,"Sod, total operating expenses",v52222608,10.6,22755923.00000000
2011,Alberta,"Sod, total operating expenses",v52222608,10.6,21431525.00000000
2012,Alberta,"Sod, total operating expenses",v52222608,10.6,20067445.00000000
2013,Alberta,"Sod, total operating expenses",v52222608,10.6,19802292.00000000
2014,Alberta,"Sod, total operating expenses",v52222608,10.6,19536620.00000000
2015,Alberta,"Sod, total operating expenses",v52222608,10.6,22409083.00000000
2007,Alberta,Sod purchases for resale,v52222575,10.7,x
2008,Alberta,Sod purchases for resale,v52222575,10.7,x
2009,Alberta,Sod purchases for resale,v52222575,10.7,F
2010,Alberta,Sod purchases for resale,v52222575,10.7,F
2011,Alberta,Sod purchases for resale,v52222575,10.7,x
2012,Alberta,Sod purchases for resale,v52222575,10.7,F
2013,Alberta,Sod purchases for resale,v52222575,10.7,x
2014,Alberta,Sod purchases for resale,v52222575,10.7,x
2015,Alberta,Sod purchases for resale,v52222575,10.7,x
2007,Alberta,"Sod, gross yearly payroll",v52222586,10.8,0.00000000
2008,Alberta,"Sod, gross yearly payroll",v52222586,10.8,7179700.00000000
2009,Alberta,"Sod, gross yearly payroll",v52222586,10.8,6509459.00000000
2010,Alberta,"Sod, gross yearly payroll",v52222586,10.8,6518926.00000000
2011,Alberta,"Sod, gross yearly payroll",v52222586,10.8,6457585.00000000
2012,Alberta,"Sod, gross yearly payroll",v52222586,10.8,5886920.00000000
2013,Alberta,"Sod, gross yearly payroll",v52222586,10.8,7004378.00000000
2014,Alberta,"Sod, gross yearly payroll",v52222586,10.8,x
2015,Alberta,"Sod, gross yearly payroll",v52222586,10.8,7704175.00000000
2007,Alberta,"Sod, other operating expenses",v52222597,10.9,0.00000000
2008,Alberta,"Sod, other operating expenses",v52222597,10.9,x
2009,Alberta,"Sod, other operating expenses",v52222597,10.9,11272794.00000000
2010,Alberta,"Sod, other operating expenses",v52222597,10.9,11169082.00000000
2011,Alberta,"Sod, other operating expenses",v52222597,10.9,x
2012,Alberta,"Sod, other operating expenses",v52222597,10.9,12979065.00000000
2013,Alberta,"Sod, other operating expenses",v52222597,10.9,x
2014,Alberta,"Sod, other operating expenses",v52222597,10.9,12684487.00000000
2015,Alberta,"Sod, other operating expenses",v52222597,10.9,14237461.00000000
2007,British Columbia,"Nursery, total operating expenses",v52222565,11.1,0.00000000
2008,British Columbia,"Nursery, total operating expenses",v52222565,11.1,164213869.00000000
2009,British Columbia,"Nursery, total operating expenses",v52222565,11.1,187137419.00000000
2010,British Columbia,"Nursery, total operating expenses",v52222565,11.1,184930956.00000000
2011,British Columbia,"Nursery, total operating expenses",v52222565,11.1,183387985.00000000
2012,British Columbia,"Nursery, total operating expenses",v52222565,11.1,174726365.00000000
2013,British Columbia,"Nursery, total operating expenses",v52222565,11.1,177721721.00000000
2014,British Columbia,"Nursery, total operating expenses",v52222565,11.1,178762782.00000000
2015,British Columbia,"Nursery, total operating expenses",v52222565,11.1,178075010.00000000
2007,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,27315711.00000000
2008,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,24774195.00000000
2009,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,19172858.00000000
2010,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,28394508.00000000
2011,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,25051380.00000000
2012,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,22943600.00000000
2013,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,29081648.00000000
2014,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,23437388.00000000
2015,British Columbia,"Nursery, plant material purchases for growing on",v52222521,11.2,22853584.00000000
2007,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,19645000.00000000
2008,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,11195700.00000000
2009,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,19572465.00000000
2010,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,14435835.00000000
2011,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,13314335.00000000
2012,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,14612140.00000000
2013,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,14687770.00000000
2014,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,18222402.00000000
2015,British Columbia,"Nursery, plant material purchases for resale",v52222532,11.3,16211137.00000000
2007,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,61032000.00000000
2008,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,66223622.00000000
2009,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,65931021.00000000
2010,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,76104091.00000000
2011,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,72058340.00000000
2012,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,70580220.00000000
2013,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,65500913.00000000
2014,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,69496535.00000000
2015,British Columbia,"Nursery, gross yearly payroll",v52222543,11.4,69601754.00000000
2007,British Columbia,"Nursery, other operating expenses",v52222554,11.5,0.00000000
2008,British Columbia,"Nursery, other operating expenses",v52222554,11.5,62020352.00000000
2009,British Columbia,"Nursery, other operating expenses",v52222554,11.5,82461075.00000000
2010,British Columbia,"Nursery, other operating expenses",v52222554,11.5,65996522.00000000
2011,British Columbia,"Nursery, other operating expenses",v52222554,11.5,72963930.00000000
2012,British Columbia,"Nursery, other operating expenses",v52222554,11.5,66590405.00000000
2013,British Columbia,"Nursery, other operating expenses",v52222554,11.5,68451390.00000000
2014,British Columbia,"Nursery, other operating expenses",v52222554,11.5,67606457.00000000
2015,British Columbia,"Nursery, other operating expenses",v52222554,11.5,69408535.00000000
2007,British Columbia,"Sod, total operating expenses",v52222609,11.6,0.00000000
2008,British Columbia,"Sod, total operating expenses",v52222609,11.6,5661254.00000000
2009,British Columbia,"Sod, total operating expenses",v52222609,11.6,7402448.00000000
2010,British Columbia,"Sod, total operating expenses",v52222609,11.6,5774795.00000000
2011,British Columbia,"Sod, total operating expenses",v52222609,11.6,6555330.00000000
2012,British Columbia,"Sod, total operating expenses",v52222609,11.6,8258180.00000000
2013,British Columbia,"Sod, total operating expenses",v52222609,11.6,8898302.00000000
2014,British Columbia,"Sod, total operating expenses",v52222609,11.6,8443915.00000000
2015,British Columbia,"Sod, total operating expenses",v52222609,11.6,9781331.00000000
2007,British Columbia,Sod purchases for resale,v52222576,11.7,0.00000000
2008,British Columbia,Sod purchases for resale,v52222576,11.7,0.00000000
2009,British Columbia,Sod purchases for resale,v52222576,11.7,x
2010,British Columbia,Sod purchases for resale,v52222576,11.7,0.00000000
2011,British Columbia,Sod purchases for resale,v52222576,11.7,0.00000000
2012,British Columbia,Sod purchases for resale,v52222576,11.7,x
2013,British Columbia,Sod purchases for resale,v52222576,11.7,x
2014,British Columbia,Sod purchases for resale,v52222576,11.7,0.00000000
2015,British Columbia,Sod purchases for resale,v52222576,11.7,x
2007,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,0.00000000
2008,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,2132088.00000000
2009,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,3473968.00000000
2010,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,3351386.00000000
2011,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,3564760.00000000
2012,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,3024505.00000000
2013,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,x
2014,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,2527245.00000000
2015,British Columbia,"Sod, gross yearly payroll",v52222587,11.8,2699972.00000000
2007,British Columbia,"Sod, other operating expenses",v52222598,11.9,0.00000000
2008,British Columbia,"Sod, other operating expenses",v52222598,11.9,3529166.00000000
2009,British Columbia,"Sod, other operating expenses",v52222598,11.9,x
2010,British Columbia,"Sod, other operating expenses",v52222598,11.9,2423409.00000000
2011,British Columbia,"Sod, other operating expenses",v52222598,11.9,F
2012,British Columbia,"Sod, other operating expenses",v52222598,11.9,x
2013,British Columbia,"Sod, other operating expenses",v52222598,11.9,6351229.00000000
2014,British Columbia,"Sod, other operating expenses",v52222598,11.9,5916670.00000000
2015,British Columbia,"Sod, other operating expenses",v52222598,11.9,7067032.00000000
