Ref_Date,GEO,TYP,GRA,Vector,Coordinate,Value
2003/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,14295.0
2004/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,10567.0
2004/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,4211.0
2004/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,15782.0
2005/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,11198.0
2005/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,5435.0
2005/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17406.0
2006/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,13386.0
2006/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,6424.0
2006/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17501.0
2007/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,12802.0
2007/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,5608.0
2007/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,13334.0
2008/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,9536.0
2008/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,3557.0
2008/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17544.0
2009/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,12730.0
2009/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,4642.0
2009/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17049.0
2010/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,12245.0
2010/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,5049.0
2010/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17016.0
2011/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,12929.0
2011/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,5794.0
2011/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,16836.0
2012/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,11565.0
2012/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,4446.0
2012/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,16904.0
2013/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,11716.0
2013/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,3985.0
2013/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,23799.0
2014/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,18431.0
2014/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,8665.0
2014/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,21509.0
2015/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,15436.0
2015/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,6098.0
2015/12,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,17200.0
2016/03,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,11679.0
2016/07,Canada,"Farm and commercial, total","Wheat, all excluding durum wheat (x 1,000)",v73866304,1.1.10,4070.0
1980/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4616.0
1980/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1100.0
1980/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,..
1981/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5520.0
1981/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1140.0
1981/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,10039.0
1982/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7312.0
1982/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1950.0
1982/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,11467.0
1983/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8603.0
1983/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3225.0
1983/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7888.0
1984/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5151.0
1984/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1080.0
1984/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6665.0
1985/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4360.0
1985/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,865.0
1985/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9157.0
1986/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6175.0
1986/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1100.0
1986/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9630.0
1987/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6170.0
1987/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1570.0
1987/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,10250.0
1988/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6930.0
1988/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2594.0
1988/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8270.0
1989/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5250.0
1989/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1065.0
1989/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7845.0
1990/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4500.0
1990/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1047.0
1990/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9240.0
1991/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5745.0
1991/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1455.0
1991/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8345.0
1992/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5190.0
1992/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1510.0
1992/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8050.0
1993/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5265.0
1993/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1795.0
1993/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,10140.0
1994/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6370.0
1994/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2000.0
1994/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7940.0
1995/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4510.0
1995/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1055.0
1995/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8115.0
1996/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4575.0
1996/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,885.0
1996/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9735.0
1997/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6025.0
1997/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1920.0
1997/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8910.0
1998/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5500.0
1998/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1700.0
1998/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8980.0
1999/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5540.0
1999/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1950.0
1999/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9180.0
2000/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5679.0
2000/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2089.0
2000/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9401.0
2001/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5602.0
2001/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1787.0
2001/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6895.0
2002/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5190.0
2002/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1455.0
2002/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4560.0
2003/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2800.0
2003/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1060.0
2003/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7650.0
2004/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5105.0
2004/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1570.0
2004/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,9200.0
2005/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6305.0
2005/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2805.0
2005/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,8875.0
2006/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6118.0
2006/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3027.0
2006/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6963.0
2007/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4062.0
2007/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1200.0
2007/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6403.0
2008/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3831.0
2008/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1195.0
2008/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7978.0
2009/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5382.0
2009/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2327.0
2009/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,7077.0
2010/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4451.0
2010/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1998.0
2010/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5439.0
2011/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3274.0
2011/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1246.0
2011/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5075.0
2012/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2925.0
2012/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,957.0
2012/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4993.0
2013/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,2920.0
2013/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,794.0
2013/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,6475.0
2014/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,4220.0
2014/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1705.0
2014/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5090.0
2015/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3101.0
2015/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1045.0
2015/12,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,5454.0
2016/03,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,3430.0
2016/07,Canada,Farm stocks,"Barley (x 1,000)",v73866322,1.2.4,1288.0
1980/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1980/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1980/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1981/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1981/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1981/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1982/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1982/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1982/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1983/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1983/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1983/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1984/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1984/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1984/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1985/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1985/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1985/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1986/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1986/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1986/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1987/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1987/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1987/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1988/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1988/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1988/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1989/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1989/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1989/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1990/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1990/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1990/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1991/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1991/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1991/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1992/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1992/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1992/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1993/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1993/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1993/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1994/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1994/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1994/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1995/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1995/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1995/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1996/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1996/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1996/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1997/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1997/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1997/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1998/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1998/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1998/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1999/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
1999/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,80.0
1999/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
2000/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,..
2000/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,65.0
2000/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,140.0
2001/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,114.0
2001/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,50.0
2001/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,90.0
2002/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,34.0
2002/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,15.0
2002/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,106.0
2003/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,65.0
2003/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,15.0
2003/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,160.0
2004/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,120.0
2004/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,50.0
2004/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,267.0
2005/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,223.0
2005/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,148.0
2005/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,289.0
2006/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,239.0
2006/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,170.0
2006/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,207.0
2007/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,164.0
2007/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,94.0
2007/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,164.0
2008/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,115.0
2008/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,35.0
2008/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,167.0
2009/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,127.0
2009/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,54.0
2009/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,185.0
2010/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,130.0
2010/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,50.0
2010/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,136.0
2011/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,85.0
2011/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,14.0
2011/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,89.0
2012/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,52.0
2012/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,5.0
2012/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,100.0
2013/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,60.0
2013/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,5.0
2013/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,70.0
2014/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,26.0
2014/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,0.0
2014/12,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,0.0
2015/03,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,0.0
2015/07,Canada,Farm stocks,"Canary seed (x 1,000)",v73866332,1.2.15,0.0
1980/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1712.0
1980/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,340.0
1980/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,..
1981/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1679.0
1981/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,404.0
1981/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1350.0
1982/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,855.0
1982/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,71.0
1982/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1255.0
1983/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,620.0
1983/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,40.0
1983/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1270.0
1984/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,400.0
1984/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,15.0
1984/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1720.0
1985/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,890.0
1985/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,85.0
1985/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2020.0
1986/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1285.0
1986/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,275.0
1986/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2365.0
1987/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1450.0
1987/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,170.0
1987/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2185.0
1988/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1065.0
1988/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,145.0
1988/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2740.0
1989/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1670.0
1989/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,420.0
1989/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2025.0
1990/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1137.0
1990/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,205.0
1990/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2016.0
1991/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1115.0
1991/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,140.0
1991/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2446.0
1992/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1480.0
1992/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,330.0
1992/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1940.0
1993/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,1010.0
1993/07,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,110.0
1993/12,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,2566.0
1994/03,Canada,Farm stocks,"Canola (rapeseed) (x 1,000)",v73866325,1.2.7,850.0
