Ref_Date,GEO,VALUE,PRODUCE,PROCESS,Vector,Coordinate,Value
1959,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1139.0
1960,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1061.0
1961,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1335.0
1962,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,914.0
1963,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,613.0
1964,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1081.0
1965,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,802.0
1966,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1076.0
1967,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1012.0
1968,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1225.0
1969,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1331.0
1970,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1510.0
1971,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1536.0
1972,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1094.0
1973,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1792.0
1974,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1792.0
1975,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,2031.0
1976,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,1883.0
1977,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,2181.0
1978,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,2630.0
1979,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,3102.0
1980,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,3567.0
1981,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,3891.0
1982,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,4447.0
1983,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,3982.0
1984,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,4547.0
1985,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,5501.0
1986,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,4645.0
1987,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,5360.0
1988,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,6186.0
1989,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,6225.0
1990,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,7193.0
1991,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,x
1992,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,x
1993,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,x
1994,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,9491.0
1995,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Fresh,v74100,6.4.3.1,x
1940,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1941,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1942,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1943,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1944,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1945,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1946,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1947,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1948,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1949,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1950,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1951,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1952,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1953,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1954,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1955,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1956,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,0.0
1957,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,1089.0
1958,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,490.0
1959,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,680.0
1960,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,744.0
1961,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,713.0
1962,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,353.0
1963,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,112.0
1964,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,192.0
1965,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,162.0
1966,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,186.0
1967,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,222.0
1968,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,277.0
1969,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,153.0
1970,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,291.0
1971,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,203.0
1972,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,64.0
1973,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,128.0
1974,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,158.0
1975,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,265.0
1976,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,42.0
1977,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,112.0
1978,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,79.0
1979,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,86.0
1980,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,111.0
1981,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,384.0
1982,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,493.0
1983,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,464.0
1984,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,546.0
1985,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,609.0
1986,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,233.0
1987,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,427.0
1988,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,575.0
1989,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,978.0
1990,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,425.0
1991,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,x
1992,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,x
1993,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,x
1994,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,x
1995,Quebec,"Farm value (dollars x 1,000)",Tomatoes,Processed,v74153,6.4.3.2,x
1971,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,777.0
1972,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,357.0
1973,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,795.0
1974,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1012.0
1975,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,643.0
1976,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,780.0
1977,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,731.0
1978,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,853.0
1979,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1280.0
1980,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1362.0
1981,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1375.0
1982,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1497.0
1983,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1539.0
1984,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1561.0
1985,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1868.0
1986,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2745.0
1987,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2011.0
1988,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2252.0
1989,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2326.0
1990,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2136.0
1991,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2300.0
1992,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,2436.0
1993,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1696.0
1994,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1843.0
1995,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Fresh,v381238,6.4.4.1,1508.0
1971,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,343.0
1972,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,438.0
1973,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,694.0
1974,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,534.0
1975,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1237.0
1976,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1188.0
1977,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1415.0
1978,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1640.0
1979,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2080.0
1980,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1527.0
1981,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2283.0
1982,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2094.0
1983,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2461.0
1984,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2241.0
1985,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1574.0
1986,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1693.0
1987,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2625.0
1988,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,1772.0
1989,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2706.0
1990,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2368.0
1991,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2808.0
1992,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,2280.0
1993,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,3154.0
1994,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,3658.0
1995,Quebec,"Farm value (dollars x 1,000)",Cucumbers,Processed,v381185,6.4.4.2,3892.0
1971,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,0.0
1972,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,2574.0
1973,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,2631.0
1974,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,3406.0
1975,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,4664.0
1976,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,4213.0
1977,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,3959.0
1978,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,6898.0
1979,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,7089.0
1980,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,14317.0
1981,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,9742.0
1982,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,8726.0
1983,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,14032.0
1984,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,9256.0
1985,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,13150.0
1986,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,13487.0
1987,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,17293.0
1988,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,15902.0
1989,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,15855.0
1990,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,24645.0
1991,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,26410.0
1992,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,28790.0
1993,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,23617.0
1994,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,33289.0
1995,Quebec,"Farm value (dollars x 1,000)",Carrots,Fresh,v381350,6.4.5.1,x
1972,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,149.0
1973,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,197.0
1974,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,382.0
1975,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,372.0
1976,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,304.0
1977,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,536.0
1978,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,596.0
1979,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,795.0
1980,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,668.0
1981,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,718.0
1982,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,807.0
1983,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,643.0
1984,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,814.0
1985,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,972.0
1986,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,972.0
1987,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1018.0
1988,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1096.0
1989,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1019.0
1990,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,636.0
1991,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,745.0
1992,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1075.0
1993,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,991.0
1994,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1029.0
1995,Quebec,"Farm value (dollars x 1,000)",Carrots,Processed,v381293,6.4.5.2,1290.0
1992,Quebec,"Farm value (dollars x 1,000)",Brussels sprouts,Processed,v381407,6.4.6.2,0.0
1993,Quebec,"Farm value (dollars x 1,000)",Brussels sprouts,Processed,v381407,6.4.6.2,0.0
1992,Quebec,"Farm value (dollars x 1,000)",Asparagus,Processed,v381467,6.4.7.2,0.0
1993,Quebec,"Farm value (dollars x 1,000)",Asparagus,Processed,v381467,6.4.7.2,0.0
1992,Quebec,"Farm value (dollars x 1,000)",Broccoli,Processed,v381527,6.4.8.2,x
1993,Quebec,"Farm value (dollars x 1,000)",Broccoli,Processed,v381527,6.4.8.2,x
1994,Quebec,"Farm value (dollars x 1,000)",Broccoli,Processed,v381527,6.4.8.2,591.0
1995,Quebec,"Farm value (dollars x 1,000)",Broccoli,Processed,v381527,6.4.8.2,x
1982,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1809.0
1983,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1675.0
1984,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1626.0
1985,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1668.0
1986,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1485.0
1987,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1488.0
1988,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1809.0
1989,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1799.0
1990,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1591.0
1991,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1784.0
1992,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1769.0
1993,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1831.0
1994,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1811.0
1995,Quebec,Area harvested,Beans,Fresh,v72987,6.5.1.1,1974.0
1940,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1941,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1942,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1943,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1944,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1945,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1946,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1947,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1948,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1949,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1950,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,0.0
1951,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,4260.0
1952,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,4300.0
1953,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,4600.0
1954,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5000.0
1955,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5500.0
1956,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,4930.0
1957,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6360.0
1958,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,7310.0
1959,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5940.0
1960,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6550.0
1961,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,8900.0
1962,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,10240.0
1963,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,13460.0
1964,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,15550.0
1965,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,14930.0
1966,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,15290.0
1967,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,16500.0
1968,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,12540.0
1969,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,13420.0
1970,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,15340.0
1971,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,12370.0
1972,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,10401.0
1973,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,13200.0
1974,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,12209.0
1975,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,11090.0
1976,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,8799.0
1977,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,11780.0
1978,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,12106.0
1979,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,11038.0
1980,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,10047.0
1981,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,7218.0
1982,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,7765.0
1983,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6353.0
1984,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6197.0
1985,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6017.0
1986,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6118.0
1987,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,7517.0
1988,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,7675.0
1989,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6951.0
1990,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5664.0
1991,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5832.0
1992,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,4757.0
1993,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,5209.0
1994,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6279.0
1995,Quebec,Area harvested,Beans,Processed,v73002,6.5.1.2,6079.0
1982,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,13020.0
1983,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,12694.0
1984,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,12936.0
1985,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,12553.0
1986,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,12719.0
1987,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,13425.0
1988,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,13655.0
1989,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,14554.0
1990,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,15093.0
1991,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,14345.0
1992,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,14238.0
1993,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,14189.0
1994,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,12027.0
1995,Quebec,Area harvested,Corn,Fresh,v73525,6.5.2.1,10740.0
1940,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1941,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1942,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1943,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1944,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1945,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1946,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1947,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1948,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
1949,Quebec,Area harvested,Corn,Processed,v73542,6.5.2.2,0.0
