Ref_Date,GEO,WOOL,Vector,Coordinate,Value
1997,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.25
1998,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.20
1999,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.51
2000,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.47
2001,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.52
2002,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.02
2003,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.21
2004,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.38
2005,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.09
2006,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.78
2007,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.05
2008,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.89
2009,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,0.65
2010,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.16
2011,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.36
2012,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.23
2013,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.19
2014,Saskatchewan,Average price of wool paid to producer (dollars per kilogram),v44185069,9.3,1.42
1996,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,69.00
1997,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,127.00
1998,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,138.00
1999,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,48.00
2000,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,60.00
2001,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,74.00
2002,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,180.00
2003,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,239.00
2004,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,301.00
2005,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,127.00
2006,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,85.00
2007,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,138.00
2008,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,108.00
2009,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,55.00
2010,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,149.00
2011,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,151.00
2012,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,154.00
2013,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,139.00
2014,Saskatchewan,"Total farm value of wool (dollars x 1,000)",v44185070,9.4,192.00
1996,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,328.0
1997,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,333.2
1998,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,367.3
1999,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,381.5
2000,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,436.1
2001,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,454.9
2002,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,438.9
2003,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,401.1
2004,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,385.4
2005,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,350.2
2006,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,288.7
2007,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,303.0
2008,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,270.5
2009,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,250.6
2010,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,226.7
2011,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,247.6
2012,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,257.8
2013,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,273.2
2014,Alberta,"Quantity of wool purchased (x 1,000)",v44185071,10.1,246.1
1996,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.5
1997,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.5
1998,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.5
1999,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.5
2000,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.5
2001,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.5
2002,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.0
2003,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.0
2004,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.0
2005,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.0
2006,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,9.0
2007,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.2
2008,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.2
2009,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.2
2010,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.2
2011,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.0
2012,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.0
2013,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.0
2014,Alberta,"Quantity of wool used on farms (x 1,000)",v44185072,10.2,8.0
1996,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.21
1997,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.46
1998,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.18
1999,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.52
2000,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.55
2001,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.73
2002,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.29
2003,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.37
2004,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.40
2005,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.96
2006,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.91
2007,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.98
2008,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.89
2009,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,0.94
2010,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.45
2011,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.82
2012,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.64
2013,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.74
2014,Alberta,Average price of wool paid to producer (dollars per kilogram),v44185073,10.3,1.80
1996,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,408.00
1997,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,499.00
1998,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,443.00
1999,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,203.00
2000,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,244.00
2001,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,338.00
2002,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,578.00
2003,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,562.00
2004,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,552.00
2005,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,345.00
2006,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,271.00
2007,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,305.00
2008,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,248.00
2009,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,243.00
2010,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,341.00
2011,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,465.00
2012,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,436.00
2013,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,489.00
2014,Alberta,"Total farm value of wool (dollars x 1,000)",v44185074,10.4,457.00
1996,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,37.8
1997,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,36.5
1998,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,40.5
1999,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,16.1
2000,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,41.0
2001,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,26.5
2002,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,35.0
2003,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,35.5
2004,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,49.3
2005,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,34.2
2006,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,21.5
2007,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,21.4
2008,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,19.7
2009,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,14.4
2010,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,29.1
2011,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,36.5
2012,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,24.6
2013,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,24.6
2014,British Columbia,"Quantity of wool purchased (x 1,000)",v44185075,11.1,21.8
1996,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.8
1997,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,15.1
1998,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,15.1
1999,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,15.1
2000,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,15.1
2001,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,15.1
2002,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.7
2003,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.7
2004,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.7
2005,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.7
2006,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.7
2007,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.3
2008,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.3
2009,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.3
2010,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.3
2011,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.0
2012,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.0
2013,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.0
2014,British Columbia,"Quantity of wool used on farms (x 1,000)",v44185076,11.2,14.0
1996,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.98
1997,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.48
1998,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.32
1999,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.38
2000,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.61
2001,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.48
2002,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.06
2003,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.14
2004,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.31
2005,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.98
2006,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.68
2007,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.78
2008,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.78
2009,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.51
2010,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.96
2011,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,0.89
2012,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.57
2013,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.21
2014,British Columbia,Average price of wool paid to producer (dollars per kilogram),v44185077,11.3,1.37
1996,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,51.00
1997,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,76.00
1998,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,73.00
1999,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,12.00
2000,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,34.00
2001,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,20.00
2002,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,53.00
2003,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,57.00
2004,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,84.00
2005,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,48.00
2006,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,25.00
2007,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,28.00
2008,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,27.00
2009,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,15.00
2010,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,42.00
2011,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,45.00
2012,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,61.00
2013,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,47.00
2014,British Columbia,"Total farm value of wool (dollars x 1,000)",v44185078,11.4,49.00
